"","","","","ID for →","Materials options by VOLUME – m³","ID for →","Material options by SURFACE AREA – m²","ID for →","Material options by Length - m","ID for →","Material options by R-VALUE & AREA - m²•RSI","","Province/State","Country","USER INPUT Building Type","Construction Type","Construction Stage","Purpose of Evaluation","List of countries","Province for Country Selected","","Sheet Name","Text Color","BG Color","Full Sheet Name"
"","","","","aaacc66","Concrete – 25 MPa, GU / Concrete BC [Industry Avg | CA]","A23458","Composite sheathing panel / Continuus Materials / Everboard / Fiberglass facing / 1/2-inch","","","ins029","Wood fiber board / Pavatex / Isolair, Isoroof, Isolair Multi / R 3.3-inch / 200 kg/m3, 30-80 mm [EU]","","","","","","","","Peru","","","","","",""
"","","","","aaacc67","Concrete – 25 MPa, 15% SCM, GU / Concrete BC [Industry Avg | CA]","A23459","Composite sheathing panel / Continuus Materials / Everboard / Paper facing / 1/2-inch","","","ins030","Wood fiber board / GUTEX / Multi-Therm / R 3.6-inch, 40-200 mm [EU]","","","","","","","","Philippines","","","","","",""
"","","","","aaacc68","Concrete – 25 MPa, 25% SCM, GU / Concrete BC [Industry Avg | CA]","CCC000","Composite cladding / Fiberon / Wildwood Cladding / 3/4""","","","ins031","Wood fiber board / Pavatex / Pavawall GF, Pavawall Bloc, Pavawall GF XL / R 3.3-inch / 130 kg/m3 [EU]","","","","","","","","Poland","","","","","",""
"","","","","aaacc69","Concrete – 25 MPa, 40% SCM, GU / Concrete BC [Industry Avg | CA]","CCC001","Composite cladding / Modern Mill / ACRE Cladding / 3/4""","","","ins032","Wood fiber board / Pavatex / Pavawall Smart, Pavawall Light, Pavawall FW / R 3.3-inch / 115 kg/m3 [EU]","","","","","","","","Portugal","","","","","",""
"","","","","A12359","Concrete – 25 MPa, 40% SCM, GUL / Concrete BC [Industry Avg | CA]","CMU006","Compressed earth block wall / Briques Technic Concept - Cycle terre / Stabilized with 3.7% NHL / 300mm (11 13/16"") width, incl. mortar [EU]","","","ins033","Wood fiber board / Pavatex / Pavatherm / R 3.3-inch / 110 kg/m3 [EU]","","","","","","","","Qatar","","","","","",""
"","","","","aaacc70","Concrete – 30 MPa, GU / Concrete BC [Industry Avg | CA]","CMU007","Compressed earth block wall / Briques Technic Concept - Cycle terre / Stabilized with 0.2% NHL - 2.2% CEM III / 100mm (4"") width, incl. mortar [EU]","","","840925","Wool Loose-fill / Havelock Wool / Loose-fill / R 4.4-inch","","","","","","","","Romania","","","","","",""
"","","","","aaacc71","Concrete – 30 MPa, 15% SCM, GU / Concrete BC [Industry Avg | CA]","5161f8","Compressed earth block wall / Factory made / Stabilized with 6.5% NHL / 150 mm (5-7/8"") width [EU]","","","WB000X","Wool batt / R 3.8 /inch [BEAM Avg ]","","","","","","","","Rwanda","","","","","",""
"","","","","aaacc72","Concrete – 30 MPa, 25% SCM, GU / Concrete BC [Industry Avg | CA]","f62c9s","Compressed earth block floor / Factory made / Stabilized with 6.5% NHL / 2-3/4"" (70 mm) [EU]","","","be49e2","Wool batt / Havelock Wool / Batts / R 3.6-inch","","","","","","","","Saudi Arabia","","","","","",""
"","","","","aaacc73","Concrete – 30 MPa, 40% SCM, GU / Concrete BC [Industry Avg | CA]","INS003","Compressed straw board / Durra Panel / Durra Wall & Ceiling Panels / 50 mm / R1.8-inch","","","INS022","Wool batt / Thermafleece / Cosywool Slab / R3.8-inch [EU]","","","","","","","","Senegal","","","","","",""
"","","","","A12360","Concrete – 30 MPa, 40% SCM, GUL / Concrete BC [Industry Avg | CA]","a13a3e","Cork flooring / Amorim /  Revestimentos S.A. / Cork floating floor planks [EU]","","","INS023","Wool batt / Thermafleece / Cosywool Roll / R3.7-inch [EU]","","","","","","","","Serbia","","","","","",""
"","","","","aaacc74","Concrete – 35 MPa, GU / Concrete BC [Industry Avg | CA]","ae7e1c","Cork flooring / European Resilient Flooring Manufacturers' Institute [Industry Avg | EU]","","","INS025","Wool batt / ISOLENA / Optimal batt / 5.5 inch / R 3.8-inch [EU]","","","","","","","","Sierra Leone","","","","","",""
"","","","","aaacc75","Concrete – 35 MPa, 15% SCM, GU / Concrete BC [Industry Avg | CA]","sl3g0r","Eelgrass accoustic board / Søuld ApS / Søuld Acoustic Mats / Flame retardant, NRC 0.90 [EU]","","","INS024","Wool batt / Thermafleece / UltraWool Slab / R4.1-inch [EU]","","","","","","","","Singapore","","","","","",""
"","","","","aaacc76","Concrete – 35 MPa, 25% SCM, GU / Concrete BC [Industry Avg | CA]","LAM00X","Cross Laminated Timber (CLT) [BEAM Avg | US & CA]","","","9cd566","XPS foam board / Owens Corning / Foamular 250 / HFC-filled / R 5.0-inch, 25 psi [MEXICO]","","","","","","","","Slovakia","","","","","",""
"","","","","aaacc77","Concrete – 35 MPa, 40% SCM, GU / Concrete BC [Industry Avg | CA]","LAM011","Cross Laminated Timber (CLT) / Nordic  / X-Lam / 3-1/2""","","","19e71c","XPS foam board / DuPont / Styrofoam / HFC-filled / R 5.6-inch, 25 psi","","","","","","","","Slovenia","","","","","",""
"","","","","A12366","Concrete – 35 MPa, 40% SCM, GUL / Concrete BC [Industry Avg | CA]","LAM010","Cross Laminated Timber (CLT) / Nordic  / Nordic Lam / 3-1/2""","","","175f1a","XPS foam board / DuPont / Styrofoam / Reduced GWP / R 5.6-inch, 25 psi","","","","","","","","Solomon Islands","","","","","",""
"","","","","aaacc78","Concrete – 25 MPa, GU / Atlantic Concrete Association [Industry Avg | CA]","134c8d","Cross Laminated Timber (CLT) / Structurlam / CrossLam / 3-1/2""","","","a94mfe","XPS foam board / R 5.0/inch [BEAM Avg | US & CA]","","","","","","","","Somalia","","","","","",""
"","","","","aaacc79","Concrete – 25 MPa, 10% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","LAM007","Cross Laminated Timber (CLT) / Element5 / Crosslam CLT / 3-1/2""","","","95e2e7","XPS foam board / Owens Corning / Foamular NGX 250 / R 5.0/inch, 25 psi","","","","","","","","South Africa","","","","","",""
"","","","","aaacc80","Concrete – 25 MPa, 20% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","LAM008","Cross Laminated Timber (CLT) / Kalesnikoff / 3-1/2""","","","1a16ad","XPS foam board / DuPont / Styrofoam ST-100 / R 5.0-inch, 25 psi","","","","","","","","Spain","","","","","",""
"","","","","aaacc81","Concrete – 25 MPa, 30% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","LAM009","Cross Laminated Timber (CLT) / Vaagen / Crosslam CLT / 3-1/2""","","","3kglse","XPS foam board / SOPREMA / SOPRA-XPS (entire product line) / R 5.0-inch","","","","","","","","Sri Lanka","","","","","",""
"","","","","aaacc82","Concrete – 25 MPa, 40% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","c930d2","Dowel Laminated Timber / StructureCraft / DowelLam / 3-1/2""","","","XPS001","XPS foam board / Kingspan / GreenGuard Type IV, Low GWP / R 5.0-inch, 25 psi","","","","","","","","Sudan","","","","","",""
"","","","","A12361","Concrete – 25 MPa, 40% FA, GUL / Atlantic Concrete Association [Industry Avg | CA]","d7w02l","Drywall 1/2"" [BEAM Avg | US & CA]","","","XPS002","XPS foam board / Owens Corning / Foamular NGX CodeBord/C200 / R 5/inch, 20 psi","","","","","","","","Suriname","","","","","",""
"","","","","aaacc83","Concrete – 30 MPa, GU / Atlantic Concrete Association [Industry Avg | CA]","bc703d","Drywall 1/2"" / Pabco / QuietRock / QuietRock 1/2""","","","","","","","","","","","","Swaziland","","","","","",""
"","","","","aaacc84","Concrete – 30 MPa, 10% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT000","Drywall 1/2"" / National Gypsum / Gold Bond XP Gypsum Board / 1/2""","","","","","","","","","","","","Sweden","","","","","",""
"","","","","aaacc85","Concrete – 30 MPa, 20% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT001","Drywall 1/2"" / USG / Sheetrock Brand UltraLight Sag-Resistant Ceilling Board ","","","","","","","","","","","","Switzerland","","","","","",""
"","","","","aaacc86","Concrete – 30 MPa, 30% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT002","Drywall 1/2"" / USG / Sheetrock Ultralight Panels ","","","","","","","","","","","","Taiwan","","","","","",""
"","","","","aaacc87","Concrete – 30 MPa, 40% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT003","Drywall 1/2""/ Georgia-Pacific / ToughRock Mold-Guard / ","","","","","","","","","","","","Tajikistan","","","","","",""
"","","","","A12362","Concrete – 30 MPa, 40% FA, GUL / Atlantic Concrete Association [Industry Avg | CA]","1742d8","Drywall 1/2"" Type C / Georgia-Pacific / ToughRock Fireguard C / ","","","","","","","","","","","","Thailand","","","","","",""
"","","","","aaacc88","Concrete – 35 MPa, GU / Atlantic Concrete Association [Industry Avg | CA]","ba3064","Drywall 5/8"" Type X / Gypsum Association [Industry Avg | US & CA]","","","","","","","","","","","","Togo","","","","","",""
"","","","","aaacc89","Concrete – 35 MPa, 10% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT004","Drywall 5/8"" / Georgia-Pacific / ToughRock Fireguard C/ ","","","","","","","","","","","","Trinidad And Tobago","","","","","",""
"","","","","aaacc90","Concrete – 35 MPa, 20% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT005","Drywall 5/8"" / National Gypsum / Gold Bond XP Fire-Shield Gypsum Board / 5/8"" type X","","","","","","","","","","","","Tunisia","","","","","",""
"","","","","aaacc91","Concrete – 35 MPa, 30% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","INT006","Drywall 5/8"" / USG / Sheetrock Brand EcoSmart Firecode X / 5/8""","","","","","","","","","","","","Turkey","","","","","",""
"","","","","aaacc92","Concrete – 35 MPa, 40% FA, GU / Atlantic Concrete Association [Industry Avg | CA]","LP000X","Engineered Wood Siding [BEAM Avg | US & CA]","","","","","","","","","","","","Turkmenistan","","","","","",""
"","","","","A12368","Concrete – 35 MPa, 40% FA, GUL / Atlantic Concrete Association [Industry Avg | CA]","LP0004","Engineered Wood Siding & Trim / LP / SmartSide / 0.354"" (9 mm)","","","","","","","","","","","","Tuvalu","","","","","",""
"","","","","aaacc93","Concrete – 25 MPa, GU / Concrete Alberta [Industry Avg | CA]","LP0002","Engineered Wood Siding & Trim / LP / SmartSide / 0.418"" (10.6 mm)","","","","","","","","","","","","Uganda","","","","","",""
"","","","","aaacc94","Concrete – 25 MPa, 10% FA, GU / Concrete Alberta [Industry Avg | CA]","LP0003","Engineered Wood Siding & Trim / LP / SmartSide / 0.578"" (14.7mm)","","","","","","","","","","","","Ukraine","","","","","",""
"","","","","aaacc95","Concrete – 25 MPa, 20% FA, GU / Concrete Alberta [Industry Avg | CA]","LP0000","Engineered Wood Siding & Trim / LP / BuilderSeries® Lap Siding / 9/32"" (7.3 mm)","","","","","","","","","","","","United Arab Emirates","","","","","",""
"","","","","A12363","Concrete – 25 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]","LP0001","Engineered Wood Siding & Trim / LP / SmartSide ExpertFinish/ 3/8"" (9.5 mm)","","","","","","","","","","","","United Kingdom","","","","","",""
"","","","","aaacc96","Concrete – 30 MPa, GU / Concrete Alberta [Industry Avg | CA]","676103","EPDM Roofing Membrane / Non-reinforced single ply / SPRI  [Industry Avg | US]","","","","","","","","","","","","Uruguay","","","","","",""
"","","","","aaacc97","Concrete – 30 MPa, 10% FA, GU / Concrete Alberta [Industry Avg | CA]","e933b8","EPS FOAM ICF R-23, 2 Sheets of 2.75""@R4-in., includes webbing & 15M rebar (not incl. 6"" concrete core)","","","","","","","","","","","","Uzbekistan","","","","","",""
"","","","","aaacc98","Concrete – 30 MPa, 20% FA, GU / Concrete Alberta [Industry Avg | CA]","8bcce7","Fiber Cement roofing / Cembrit / Corrugated sheets / 6.5 mm / [EU]","","","","","","","","","","","","Vanuatu","","","","","",""
"","","","","A12364","Concrete – 30 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]","b72f13","Fiber Cement roofing / Cembrit / Slates / 4 mm / [EU]","","","","","","","","","","","","Venezuela","","","","","",""
"","","","","aaacc99","Concrete – 35 MPa, GU / Concrete Alberta [Industry Avg | CA]","FIB00X","Fiber Cement siding [BEAM Avg]","","","","","","","","","","","","Viet Nam","","","","","",""
"","","","","aaacc100","Concrete – 35 MPa, 10% FA, GU / Concrete Alberta [Industry Avg | CA]","FIB000","Fiber Cement siding / Equitone / Linea|Lunara sheets / 10 mm [EU]","","","","","","","","","","","","Yemen","","","","","",""
"","","","","aaacc101","Concrete – 35 MPa, 20% FA, GU / Concrete Alberta [Industry Avg | CA]","FIB001","Fiber Cement siding / Equitone / Pictura, Natura Pro, sheets / 8 mm [EU]","","","","","","","","","","","","Zambia","","","","","",""
"","","","","A12365","Concrete – 35 MPa, 20% FA, GUL / Concrete Alberta [Industry Avg | CA]","FIB002","Fiber Cement siding / JamesHardie / Hardie Plank HZ10, Hardie Panel HZ10, Hardie Architectural Panel HZ10 / 8 mm","","","","","","","","","","","","","","","","","",""
"","","","","LAM012","Mass ply panels (MPP) / Freres Lumber","FIB003","Fiber Cement siding / JamesHardie / Hardie Plank HZ5, Hardie Panel HZ5, Hardie Architectural Panel HZ5 / 8 mm","","","","","","","","","","","","","","","","","",""
"","","","","LAM013","Veneer Laminated Timber (VLT) / Boise Cascade /  VersaWorks","FIB004","Fiber Cement siding / JamesHardie / Hardie Shingle HZ10 /  6.3 mm","","","","","","","","","","","","","","","","","",""
"","","","","f92a05","Glued Laminated Timber (Glulam) / AWC & CWC [Industry Avg | US & CA] ","FIB005","Fiber Cement siding / JamesHardie / Hardie Shingle HZ5 / 6.3 mm","","","","","","","","","","","","","","","","","",""
"","","","","LAM002","Glued Laminated Timber (Glulam) / Vaagen / Colville, WA","vd92kd","Glued Laminated Timber (Glulam) / AWC & CWC / 3-1/2"" Panel [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","LAM003","Glued Laminated Timber (Glulam) / Kalesnikoff Lumber Co. / BC","da1134","Glued Laminated Timber (Glulam) / Structurlam / Glulam Plus  3-1/2"" Panel / BC","","","","","","","","","","","","","","","","","",""
"","","","","LAM004","Glued Laminated Timber (Glulam) / Western Archrib / Boissevain, Manitoba ","d00294","Gypsum concrete floor underlayment / USG / Levelrock 2500 Green / 30 mm","","","","","","","","","","","","","","","","","",""
"","","","","LAM005","Glued Laminated Timber (Glulam) / Western Archrib / Edmonton, Alberta","155f0d","Gypsum panels - glass mat / 1/2"" / Gypsum Association [Industry Avg | N.America]","","","","","","","","","","","","","","","","","",""
"","","","","LAM006","Glued Laminated Timber (Glulam) / Element5  / Ontario","bf151b","Gypsum panels - glass mat / 5/8"" Type X / Gypsum Association [Industry Avg | N.America]","","","","","","","","","","","","","","","","","",""
"","","","","4k2v0s","Laminated strand lumber (LSL) / AWC & CWC [Industry Avg | US & CA]","b8e3dc","Gypsum panels - glass mat / 1/2"" / USG / Securock ExoAir 430 / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","ebd574","Laminated veneer lumber (LVL) / AWC & CWC [Industry Avg | US & CA]","GYP000","Gypsum panels - glass mat / 5/8"" / CertainTeed / GlasRoc Sheathing gypsum board / 5/8"" ","","","","","","","","","","","","","","","","","",""
"","","","","LAM000","Laminated Veneer Lumber (LVL) / Boise Cascade / Versa-Lam","GYP001","Gypsum panels - glass mat / 1/2"" / Georiga Pacific / DensGlass Sheathing / 1/2"" ","","","","","","","","","","","","","","","","","",""
"","","","","LAM001","Laminated veneer lumber (LVL) / RedBuilt / RedLam LVL ","GYP002","Gypsum panels - glass mat / 5/8"" / Georiga Pacific / DensGlass Sheathing / 5/8"" ","","","","","","","","","","","","","","","","","",""
"","","","","7bc57a","Masonry Mortar Mix / 1 part Masonry cement / 3 parts avg sand","GRE000","Green roof system / Knauf / Urbanscape Green Roof System / Extensive, min. 40 mm depth, Saturated weight 57.55 kg/m2 [EU]","","","","","","","","","","","","","","","","","",""
"","","","","10d47f","Wood / Redwood / Lumber by volume / AWC & CWC [Industry Avg | US & CA]","GRE001","Green roof system / Nature Impact / Nature Roof Standard 60/25 / Extensive, Saturated weight 1020 kg/m3 [EU]","","","","","","","","","","","","","","","","","",""
"","","","","9219e5","Wood / SPF / Lumber by volume / AWC & CWC [Industry Avg | US & CA] ","GRE002","Green roof system / ZinCo / Heather with Lavender Green Roof System / Extensive, min. 100 mm depth, Saturated weight 163 kg/m2 [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","EWF003","Engineered Wood Flooring / CRAFT Artisan Wood Floors / Engineered / 5/8""","","","","","","","","","","","","","","","","","",""
"","","","","","","EWF000","Engineered Wood Flooring / NWFA and Decorative Hardwoods Association / 3/8"" to 3/4""  [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","EWF001","Engineered Wood flooring / Wickham / Engineered Hardwood / 16 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","ac0e7f","Hardwood flooring / mafi / Natural Hardwood Planks / 3/4"", 3 ply laminated solid, oil pre-finished [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","WWF000","Hardwood flooring / NWFA and Decorative Hardwoods Association / Solid Wood Flooring /  3/4""  [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","WWF001","Hardwood flooring / Wickham / Solid Hardwood / 3/4""","","","","","","","","","","","","","","","","","",""
"","","","","","","HTW00X","Heat Treated Wood Cladding [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","HTW000","Heat Treated Wood Cladding / Abodo / Vulcan - Thermally Modified Timber, Surfaced / 20 mm [NZ]","","","","","","","","","","","","","","","","","",""
"","","","","","","HTW001","Heat Treated Wood Cladding / Lunawood / Planed Thermowood D / 20 mm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","HTW002","Heat Treated Wood Cladding / Lunawood / Planed Thermowood S / 20 mm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","HTW003","Heat Treated Wood Cladding / Russwood / Accoya profiled cladding / 20 mm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","HWF000","HempWood / Fibonacci / Natural Laminate Flooring / 16 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","efba68","ICE PANEL - EPS FOAM CORE with STEEL STUDS, 7-1/2"", R-30","","","","","","","","","","","","","","","","","",""
"","","","","","","e9d87f","ICE PANEL - EPS FOAM CORE with STEEL STUDS, 9-1/4"", R-37","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT000","Rigid core vinyl flooring  / Resilient Floor Covering Institute [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT001","Luxury Vinyl Tile / Resilient Floor Covering Institute / LVT and SVT [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT002","Luxury vinyl tile (LVT) / Mohawk / Hot & Heavy Floating Tiles / 5.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT003","Luxury vinyl tile (LVT) / Congoleum / CLEO / 4.1mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT004","Luxury vinyl tile (LVT)  / Parterre Flooring / Dryback LVT / Tile or plank - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT005","Luxury vinyl tile (LVT) / Interface / All tile & plank models / 3.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT006","Luxury vinyl tile (LVT) / Mannington / All tile & plank models / 4.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT007","Luxury vinyl tile (LVT)  / Shaw - Patcraft / Luxury Vinyl Tile / 2 - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT008","Luxury vinyl tile (LVT) / Armstrong / Biome, Coalesce, Duo, Exchange, Parallel USA, Terra & Theorem / 2.5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT009","Rigid core vinyl flooring / Parterre Flooring / Rigid Core Click / Tile or plank - 5 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT011","Luxury vinyl tile (LVT) / Mannington / Luxury Vinyl Tile / 2.5 mm Tile and Plank","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT012","Luxury Vinyl Tile (LVT) / Fuhua / FloraFloor / Click & Loose lay / 4.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT013","Luxury vinyl tile (LVT) / Altro / Altro Lavencia / 3.0 mm","","","","","","","","","","","","","","","","","",""
"","","","","","","LVT014","Vinyl flooring / Resilient Floor Covering Institute / Heterogeneous [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","2ecd60","Clay Plaster, site mixed / 15 mm (9/16"") [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP001","Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Evolution, R3.2-inch / 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP002","Lime/Cork Plaster (Ext. & Int.) / Diasen / Diathonite Thermactive.037, R3.9-inch / 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","LCP003","Lime/Cork Plaster (Int.) / Diasen / Diathonite Acoustix, 3/4"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","g1g2cs","Lime Plaster, NHL 3.5 / Kerakoll / Biocalce Intonaco line @ 2 cm [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","STU000","Cement ""Stucco"" Plaster / Sto SE / Pre-mixed rendering & plastering mortar with reinforcing fiber / 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","p3m1f1","Cement ""Stucco"" Plaster / Beissier / Premixed Mortar @ 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","d201fq","Cement ""Stucco"" Plaster / 1:1:4 mix of Portland, masonry cement, sand @ 1/2"" [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","9ee6d0","Cement Mortar for Tile / Tile Council of North America / [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","p8c2la","Linoleum flooring / 2.5 mm [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","e075b4","Linoleum flooring / Forbo / Marmoleum / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN003","Linoleum flooring / Gerflor  / DLW Linoleum Compact / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN004","Linoleum flooring / Tarkett  / Lino Veneto xf2, Etrusco, Style Elle|Emme, Veneto, Originale, LinoRail, Linosport / 2.5 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN005","Linoleum flooring / Forbo / Marmoleum / 2.0 mm sheet style linoleum","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN00X","Linoleum flooring / 4.0 mm [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN000","Linoleum flooring / Gerflor  / DLW Linoleum Acousticplus / 4.0 mm sheet style linoleum with Neocare backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN001","Linoleum flooring / Tarkett  / Lino Acoustic / 3.8 mm sheet style linoleum with polyurethane foam backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN002","Linoleum flooring / Tarkett  / Veneto Acoustic Cork / 4.4 mm sheet style linoleum with cork backing","","","","","","","","","","","","","","","","","",""
"","","","","","","LIN006","Linoleum flooring / Mannington / Legato Flooring / 2.2 liquid applied","","","","","","","","","","","","","","","","","",""
"","","","","","","34db3d","Metal Panels - Aluminum / 22 gauge / Metal Construction Assn. [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA000","Metal Panels - Aluminum / Petersen Aluminum Corp / Pac-Clad, all profiles / 20 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA001","Metal Wall Panels - Aluminum / CENTRIA / RZR / 0.060""","","","","","","","","","","","","","","","","","",""
"","","","","","","MPA002","Metal Wall Panels - Aluminum / CENTRIA / LVLZ / 0.060""","","","","","","","","","","","","","","","","","",""
"","","","","","","98a9cd","Metal Panels - Steel / Metal Construction Assn.  / 24 gauge [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS000","Metal Panels - Steel / Petersen Aluminum Corp / Pac-Clad, all profiles / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS001","Metal Panels - Steel / Metal Building Manufacturers Assn / 24 gauge [Industry Avg | US]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS002","Metal Panels - Steel / Canadian Sheet Steel Building Institute / 24 gauge [Industry Avg | CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS003","Metal panels - steel / ArcelorMittal / XCarb RRP / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MPS004","Metal Panels - Steel / AEP Span / All roofing & wall products / 24 gauge","","","","","","","","","","","","","","","","","",""
"","","","","","","MGOB0X","MgO board  1/2"" [BEAM Avg]","","","","","","","","","","","","","","","","","",""
"","","","","","","63d778","MgO board 1/2"" / North American MgO / MagTech Ultra / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","INT007","MgO board 1/2"" / Sinh Build / MAGOXX boards / 1/2"" [EU]","","","","","","","","","","","","","","","","","",""
"","","","","","","f0c8ce","OSB sheathing / 7/16"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","edcc0d","OSB sheathing / 1/2"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","68328c","OSB sheathing / 5/8"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","69ac20","OSB sheathing / 3/4"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","d14a8f","OSB sheathing / 7/8"" / AWC & CWC [Industry Avg | US & CA]","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB002","OSB sheathing / 7/16"" / LP / FlameBlock® Fire-Rated / 7/16"", coated 1 side","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB003","OSB sheathing / 7/16"" / LP / TopNotch® 350 / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB004","OSB sheathing / 1/2"" / LP / WeatherLogic® Air & Water Barrier / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB005","OSB sheathing / 7/16"" / LP / WeatherLogic® Air & Water Barrier / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","OSB000","OSB sheathing / 1/2"" / Huber  / AdvanTech / 1/2"" Sheathing","","","","","","","","","","","","","","","","","",""
"","","","","","","2fg4um","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 5/8""","","","","","","","","","","","","","","","","","",""
"","","","","","","g83od3","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 1/2""","","","","","","","","","","","","","","","","","",""
"","","","","","","7vi3jf","OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 7/16""","","","","","","","","","","","","","","","","","",""
"","","","","","","2gy8rd","Insulated OSB sheathing & barrier / Huber ZIP System / R-12 / 7/16"" OSB; 2"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","t5ydsd","Insulated OSB sheathing & barrier / Huber ZIP System / R-9 / 7/16"" OSB; 1.5"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","3lkfm3","Insulated OSB sheathing & barrier / Huber ZIP System / R-6 / 7/16"" OSB; 1"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
"","","","","","","dsa30i","Insulated OSB sheathing & barrier / Huber ZIP System / R-3 / 7/16"" OSB; 1/2"" foam (polyisocyanurate)","","","","","","","","","","","","","","","","","",""
