beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr),mismatch_detail
A12365,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc100,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc101,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc93,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc94,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc95,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc96,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc97,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc98,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc99,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12361,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12362,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12368,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc78,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc79,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc80,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc81,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc82,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc83,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc84,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc85,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc86,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc87,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc88,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc89,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc90,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc91,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc92,EPD 347,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12359,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12360,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12366,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc66,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc67,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc68,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc69,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc70,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc71,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc72,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc73,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc74,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc75,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc76,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc77,EPD 348,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12355,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12356,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12358,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc51,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc52,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc53,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc54,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc55,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc56,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc57,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc58,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc59,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc60,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc61,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc62,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc63,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc64,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc65,EPD 349,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12352,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12353,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12354,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc36,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc37,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc38,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc39,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc40,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc41,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc42,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc43,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc44,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc45,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc46,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc47,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc48,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc49,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc50,EPD 350,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12349,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12350,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12351,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc21,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc22,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc23,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc24,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc25,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc26,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc27,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc28,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc29,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc30,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc31,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc32,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc33,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc34,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc35,EPD 351,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12345,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12346,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12348,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc1,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc10,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc11,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc12,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc13,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc14,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc15,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc16,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc17,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc18,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc19,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc2,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc20,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc3,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc4,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc5,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc6,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc7,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc8,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
aaacc9,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
fdsj68,EPD 352,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT008,EPD 354,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
BRI005,EPD 359,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
BRI006,EPD 359,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
HWF000,EPD 360,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Full C value: csv=∅ json=""5.97"""
REB000,EPD 362,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
REB001,EPD 362,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
REB002,EPD 362,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
