beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr)
CAR001,4789796942.139.1,CAR001,Carpet / Shaw / Residential Broadloom,30.5,m2,30.5,m2,,,,,,3.16,kg/m2,,,4789796942.139.1,product_specific,UL Environment,5
CAR002,4789796942.140.1.1,CAR002,Carpet / Shaw / Residential Broadloom with ClearTouch Platinum,7.2,m2,7.18,m2,,,,,,2.38,kg/m2,,,4789796942.140.1.1,product_specific,UL Environment,5
CAR003,4789796942.141.1,CAR003,Carpet / Shaw / Strataworx / Carpet tile,18.1,m2,18.1,m2,,,,,,2.71,kg/m2,,,4789796942.141.1,product_specific,UL Environment,5
CAR004,4789796942.141.1,CAR004,Carpet / Shaw / StrataWorx Carpet tile witn Nylon-6 Face Fiber / 5.7 mm,18.1,m2,18.1,m²,,,,,,2.71,kg/m2,,,4789796942.141.1,product_specific,UL Environment,15
RRR110,4789862118.111.1,RRR110,Asphalt Shingles / Asphalt Roofing Manufacturers Association / Fiberglass Asphalt Shingles [Industry Avg | US & CA],4.38,m²,4.38,m²,,,,,,12.39,kg/m2,,,4789862118.111.1,industry_average,UL Environment,
1a16ad,4789868895.101.1,1a16ad,"XPS foam board / DuPont / Styrofoam ST-100 / R 5.0-inch, 25 psi",4.67,m2•RSI,4.67,m2•RSI,,,,,,,,,,4789868895.101.1,product_specific,,
9ee6d0,4789883337.101.1,9ee6d0,Cement Mortar for Tile / Tile Council of North America / [Industry Avg | US & CA],2.18,m² of tile,2.18,m²,,,,,,,,,,4789883337.101.1,industry_average,,75
INS009,4789973160.110.1,INS009,"Fiberglass loose fill / Johns Manville / Climate Pro, Attic Protector, JM Spider PLUS (Canada) / R 2.8-inch",0.551,m2•RSI,0.55,m2•RSI,,,,,,0.46,kg/m2,,,4789973160.110.1,product_specific,UL Environment,75
INS006,47899773160.101.1,INS006,"Fiberglass batt / Johns Manville / Unfaced, ComfortTherm, Cavity-SHIELD, FSK-25 / R 3.4-inch",1.14,m2•RSI,1.14,m2•RSI,,,,,,,,,,47899773160.101.1,product_specific,UL Environment,75
SSS004,4789985166.101.1,SSS004,"Steel joists / Open web / Steel Joist Institute / 12"" 12K3 joist [Industry Avg | US & CA]",1.43,kg,12.13,linear m,,,,,,7800,kg/m3,8.480979592,kg/m,4789985166.101.1,industry_average,UL Environment,75
LVT012,4789992969.101.1,LVT012,Luxury Vinyl Tile (LVT) / Fuhua / FloraFloor / Click & Loose lay / 4.0 mm,5.63,m²,5.63,m2,,,,,,7094.7,g/m2,,,4789992969.101.1,product_specific,UL,15
SSS001,4789995390.101.1,SSS001,"Steel studs - Load bearing / MarinoWARE / Structural stud and track / 600-S-137-54, 16 gauge",2.48,kg,6.46,"m of ""2x6"" stud",,,,,,7800,kg/m3,2.604,kg/m,4789995390.101.1,product_specific,UL,
SSS003,4789995390.101.1,SSS003,Steel studs - Non-loadbearing / MarinoWARE / Viper Stud Viper 20 / 20EQ gauge,2.48,kg,1.56,"m of ""2x4"" stud",,,,,,7850,kg/m3,0.6293817,kg/m,4789995390.101.1,product_specific,UL,
MWB001,4790011847.101.1,MWB001,Mineral wool batt / Owens Corning / Thermafiber SAFB (4 pcf) (Plant Avg) / R3.7/inch,2.16,m2•RSI,2.16,m2•RSI,,,,,,40,kg/m3,2.5,pcf,4790011847.101.1,product_specific,UL Environment,75
MWB003,4790011847.101.1,MWB003,Mineral wool board / Owens Corning / Thermafiber RainBarrier HD (Plant Avg) / R 4.3-inch,3.21,m2•RSI,3.21,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB004,4790011847.101.1,MWB004,Mineral wool board / Owens Corning / Thermafiber RainBarrier ci 80 (Plant Avg) / R 4.2-inch,3.785,m2•RSI,3.79,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB005,4790011847.101.1,MWB005,Mineral wool board / Owens Corning / Thermafiber RainBarrier HC Max (Plant Avg) / R 4.2-inch,5.913,m2•RSI,5.91,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB012,4790011847.101.1,MWB012,"Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-15, R-30 (plant Avg) / R 4.2-inch",1.9,m2•RSI,1.9,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB013,4790011847.101.1,MWB013,Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-23 (plant Avg) / R 4.2-inch,1.86,m2•RSI,1.86,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB015,4790011847.101.1,MWB015,Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-10 (plant Avg) / R 4.0-inch,1.69,m2•RSI,1.69,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
MWB016,4790011847.101.1,MWB016,Mineral wool batt / Owens Corning / UltraBatt - Fire & Sound Guard Plus R-24 (plant Avg) / R 4.0-inch,1.61,m2•RSI,1.61,m2•RSI,,,,,,,,,,4790011847.101.1,product_specific,UL Environment,75
RRR116,4790050198.101.1,RRR116,Asphalt Shingles / Malarkey Roofing / Legacy /,343,100m2,3.43,m2,,,,,,,,,,4790050198.101.1,product_specific,UL Environment,35
RRR117,4790050198.102.1,RRR117,Asphalt Shingles / Malarkey Roofing / Vista /,299,100m2,2.99,m2,,,,,,,,,,4790050198.102.1,product_specific,UL Environment,30
RRR118,4790050198.103.1,RRR118,Asphalt Shingles / Malarkey Roofing / Windsor /,453,100m2,4.53,m2,,,,,,,,,,4790050198.103.1,product_specific,UL Environment,35
RRR115,4790050198.104.1,RRR115,Asphalt Shingles / Malarkey Roofing / Highlander NEX /,277,100m2,2.77,m2,,,,,,,,,,4790050198.104.1,product_specific,UL Environment,25
RRR112,4790050198.105.1,RRR112,Asphalt Shingles / Malarkey Roofing /  Ecoasis NEX /,282,100m2,2.82,m2,,,,,,,,,,4790050198.105.1,product_specific,UL Environment,25
RRR113,4790050198.105.1,RRR113,Asphalt Shingles / Malarkey Roofing /  Ecoasis Premium /,373,100m2,3.73,m2,,,,,,,,,,4790050198.105.1,product_specific,UL Environment,25
RRR114,4790050198.106.1,RRR114,Asphalt Shingles / Malarkey Roofing / Dura-Seal /,225,100m2,2.25,m2,,,,,,,,,,4790050198.106.1,product_specific,UL Environment,25
LVT007,4790050503.103.1,LVT007,Luxury vinyl tile (LVT)  / Shaw - Patcraft / Luxury Vinyl Tile / 2 - 5 mm,9.59,m2,9.59,m²,,,,,,0.00576,g/mm2,,,4790050503.103.1,product_specific,UL Environment,15
VRS000,4790500569.102.1,VRS000,"Ventilated rainscreen system / Branch / BranchClad Stucco / R1.3 / 6"" / Avg. of all finishes",141,m²,141,m²,,,,,,32.6,kg/m2,,,4790500569.102.1,product_specific,UL,
INS041,4790550934-101.1,INS041,Spray polyurethane foam - Closed Cell (HFC gas) / Carlisle CSFI / SealTite PRO Closed Cell (HFC) / R 7.0-inch,9.01,m2•RSI,9.01,m2•RSI,,,,,,32,kg/m3,,,4790550934-101.1,product_specific,UL Environment,75
INS042,4790550934-101.1,INS042,"Spray polyurethane foam - Closed Cell (HFO gas) / Carlisle CSFI / SealTite PRO HFO, SealTite One / R 7.0-inch",2.67,m2•RSI,2.67,m2•RSI,,,,,,32,kg/m3,,,4790550934-101.1,product_specific,UL Environment,75
INS044,4790550934-101.1,INS044,"Spray polyurethane foam - Open Cell / Carlisle CSFI / SealTite PRO Open Cell, SealTite PRO High Yield, SealTite PRO No Mix, SealTite PRO OCX / R 3.7-inch",1.12,m2•RSI,1.12,m2•RSI,,,,,,48,kg/m3,,,4790550934-101.1,product_specific,UL Environment,75
INS046,4790550934-101.1,INS046,Spray polyurethane foam - High Density  (HFC gas) / Carlisle CSFI / PremiSEAL / R 6.5-inch,12.99,m2•RSI,12.99,m2•RSI,,,,,,48,kg/m3,,,4790550934-101.1,product_specific,UL Environment,75
INS047,4790550934-101.1,INS047,Spray polyurethane foam - High Density  (HFO gas) / Carlisle CSFI / PremiR + EVO / R 6.5-inch,4.44,m2•RSI,4.44,m2•RSI,,,,,,48,kg/m3,,,4790550934-101.1,product_specific,UL Environment,75
EPS000,4790678084.101.1,EPS000,"EPS foam board / Type XV / R 4.3-inch, 60 psi / EPS Industry Alliance [Industry Avg | US & CA]",7.04,m2•RSI,7.04,m2•RSI,,,,,,48.1,kg/m3,0.76,KM2/w,4790678084.101.1,industry_average,UL Environment,75
EPS001,4790678084.101.1,EPS001,"EPS foam board / Type IX / R 4.2-inch, 25 psi / EPS Industry Alliance [Industry Avg | US & CA]",4.33,m2•RSI,4.33,m2•RSI,,,,,,28.8,kg/m3,0.74,KM2/w,4790678084.101.1,industry_average,UL Environment,75
EPS002,4790678084.101.1,EPS002,"EPS foam board / Type II / R 4.0-inch, 15 psi / EPS Industry Alliance [Industry Avg | US & CA]",3.43,m2•RSI,3.43,m2•RSI,,,,,,21.6,kg/m3,0.7,KM2/w,4790678084.101.1,industry_average,UL Environment,75
EPS003,4790678084.101.1,EPS003,"EPS foam board / Type I / R 3.6-inch, 10 psi / EPS Industry Alliance [Industry Avg | US & CA]",2.53,m2•RSI,2.53,m2•RSI,,,,,,14.4,kg/m3,,,4790678084.101.1,industry_average,UL Environment,75
LIN005,4790690881.101.1,LIN005,Linoleum flooring / Forbo / Marmoleum / 2.0 mm sheet style linoleum,2.62,m²,2.62,m²,2.73,2.46,,,0.9,2.4,kg/m2,,,4790690881.101.1,product_specific,UL Environment,
e075b4,4790690881.101.1,e075b4,Linoleum flooring / Forbo / Marmoleum / 2.5 mm sheet style linoleum,3.73,m²,3.73,m²,4.17,3.75,,,0.9,3,kg/m2,,,4790690881.101.1,product_specific,UL Environment,
b8ldec,4937-6316,b8ldec,Rebar / ArcelorMittal Long Products Canada / 10M,1.29,kg,1.01,m,,,,,,7850,kg/m3,0.785,kg/m,4937-6316,product_specific,CSA Groups,
kb2gox,4937-6316,kb2gox,Rebar / ArcelorMittal Long Products Canada / 15M,1.29,kg,2.02,m,,,,,,7850,kg/m3,1.57,kg/m,4937-6316,product_specific,CSA Groups,
l29vks,4937-6316,l29vks,Rebar / ArcelorMittal Long Products Canada / 20M,1.29,kg,3.03,m,,,,,,7850,kg/m3,2.355,kg/m,4937-6316,product_specific,CSA Groups,
www119,494,www119,"Window, double-glazed, aluminum frame / EFCO / Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX32, OG32, OG45 / Fixed",94.38,m2,94.38,m2,,,,,,,,,,494,product_specific,ASTM,
www120,494,www120,"Window, double-glazed, aluminum frame / EFCO / Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430 / Projected & casement",146.28,m2,146.28,m2,,,,,,,,,,494,product_specific,ASTM,
LAM010,5915-5885,LAM010,"Cross Laminated Timber (CLT) / Nordic  / Nordic Lam / 3-1/2""",136.34,m3,12.12,"m2 at 3.5""",,,,77.61,0.9,486,kg/m3,0.09,m thickness,5915-5885,product_specific,CSA,
LAM011,5960-4998,LAM011,"Cross Laminated Timber (CLT) / Nordic  / X-Lam / 3-1/2""",69.96,m3,6.22,"m2 at 3.5""",,,,74.53,0.9,456,kg/m3,0.09,m thickness,5960-4998,product_specific,CSA,
EWF001,6742-7944,EWF001,Engineered Wood flooring / Wickham / Engineered Hardwood / 16 mm,10.5,m2,10.5,m2,13.49,,,,0.9,9.97,kg/m2,,,6742-7944,product_specific,CSA,
WWF001,6742-7944,WWF001,"Hardwood flooring / Wickham / Solid Hardwood / 3/4""",3.2,m2,3.2,m2,20.95,,,,0.9,12.35,kg/m2,,,6742-7944,product_specific,CSA,
8b5828,#7730-2734,8b5828,Window - frame only / AluQuébec / Aluminum frame / Canada,136,m²,136,m2 of window,,,,,,,,,,#7730-2734,product_specific,,
www117,7730-2734,www117,"Window, double-glazed, aluminum frame / AluQuebec / Avg of fixed, casement, slider, hung, tilt & turn, awning",136,m2,136,m2,,,,,,,,,,7730-2734,product_specific,CSA,
MPS003,7740-1109,MPS003,Metal panels - steel / ArcelorMittal / XCarb RRP / 24 gauge,1.36,kg,6.64,m2,,,,,,7800,kg/m3,4.88,kg/m2,7740-1109,product_specific,CSA,
Cel001,AFT-20200701-001,Cel001,Cellulose / dense pack / Advanced Fiber Technology / AFT Carbon Smart / 56 kg/m3 / R3.8-inch,0.389,m2•RSI,0.86,m²•RSI,,3.02,,,0.9,56,kg/m3,2.13,kg/m2 at RSI1,AFT-20200701-001,product_specific,NSF,
Cel003,AFT-20200701-001,Cel003,Cellulose / loose fill / Advanced Fiber Technology / AFT Carbon Smart / 25.2 kg/m3 / R3.8-inch,0.389,m2•RSI,0.39,m²•RSI,,1.36,,,0.9,25.214,kg/m3,0.957,kg/m2 at RSI1,AFT-20200701-001,product_specific,NSF,
Cel002,AGG-20221209-001,Cel002,Cellulose / dense pack / Greenfiber / Sanctuary / Avg of all facilties / 56.1 kg/m3 / R3.8-inch,0.24,m²•RSI,0.78,m²•RSI,,3.01,,,0.9,56.1,kg/m3,2.171,kg/m2 at RSI1,AGG-20221209-001,product_specific,"Ecoform, LLC",75
cel004,AGG-20221209-001,cel004,Cellulose / loose fill / Greenfiber / Sanctuary / Avg of all facilties / 17.1 kg/m3 / R3.8-inch,0.24,m²•RSI,0.24,m²•RSI,,0.92,,,0.9,17.1,kg/m3,0.662,kg/m2 at RSI1,AGG-20221209-001,product_specific,"Ecoform, LLC",75
7d79df,"April, 2018",7d79df,Hempcrete / Cast in-situ / IsoHemp / R 2.2-inch / [EU],-96.3,m3,3.91,m2•RSI,,10.22,3.1,10.22,0.9,300,kg/m3,19.7,kg/m2 at RSI1,"April, 2018",,,
HEMPCX,"April, 2018, Arehart et al, 2020 LCA, SEN-01_22, SEN-01_22",HEMPCX,Hempcrete / R 2.4-inch [BEAM Avg],,,6.6,m2•RSI,,10.71,,,,255,kg/m3,,,"April, 2018, Arehart et al, 2020 LCA, SEN-01_22, SEN-01_22",beam_average,,
5731ae,"Arehart et al, 2020 LCA",5731ae,Hempcrete / Cast in-situ / Avg. mix using NHL & PHL / R 2.2-inch / USA,-4.32,m2•RSI,8.86,m2•RSI,,13.18,3.1,10.22,0.9,300,kg/m3,19.7,kg/m2 at RSI1,"Arehart et al, 2020 LCA",,,
TPO000,ASTM-EPD425,TPO000,TPO Roofing Membrane / Carlisle / Sure-Weld / 60 mils,3.77,m²,3.77,m²,,,,,,1.62,kg/m2,,,ASTM-EPD425,product_specific,ASTM International,
INS021,BAU-EPD-FASBA-2019-01-GABI,INS021,Straw Bale / Wheat & rye straw / FASBA (Germany) / R 2.8-inch [Industry Avg | EU],6.58,m3,0.28,m2•RSI,134,5.19,5.8,,0.9,100,kg/m3,4.3,kg/m2•RSI,BAU-EPD-FASBA-2019-01-GABI,industry_average,Bau-EPD,50
CCF001,BAU-EPD-Perlmooser-2022-1-Ecoinvent,CCF001,Cementitious Foam / Perlmooser / Airium Spray / R3.43/inch / 70 kg/m3 [EU],31.4,m3,1.32,m²•RSI,,,,,,70,kg/m3,,,BAU-EPD-Perlmooser-2022-1-Ecoinvent,product_specific,Bau EPD GmbH,50
95a692,"Ben-Alon et al LCA, 2019",95a692,"Earthen Floor / Cast-in-place / Clay, sand, and straw / 4"" (100 mm) [US]",3.45,m²,3.45,"m2 at 4""",3.1,2.79,,,0.9,168.2,kg/m2,1.8,kg straw/m2,"Ben-Alon et al LCA, 2019",,,
f8cf09,"Ben-Alon et al LCA, 2019",f8cf09,"Cob wall / Site mixed / 18"" (457 mm) avg. thickness [US]",13.2,m²,13.12,m2 at 457 mm,17.41,15.67,,,0.9,1222,kg/m3,10.1,kg straw/m2,"Ben-Alon et al LCA, 2019",,,
INS010,B-EPD 23.0183.001-01.00.01,INS010,Grass Insulation / Gramitherm 100 batt / R3.5-inch [EU],2.5,m2@RSI 2.47,1.01,m²•RSI,7.514,2.74,,3.04,0.9,40,kg/m3,,,B-EPD 23.0183.001-01.00.01,product_specific,"B-EPD Federal Public Service of Health, Food Chain Safety and Environment",60
INS000,B-EPD n° 21-0123-002-00.00-EN,INS000,Straw board / VestaEco Straw Insulation Boards 140 / R 4-inch  [EU],5.7,m2•RSI,5.65,m2•RSI,8.53,7.68,,,0.9,140,kg/m3,,,B-EPD n° 21-0123-002-00.00-EN,product_specific,"Federal Public Service of Health, Food Chain Safety
and Environment",60
INT009,B-EPD n° 21-0123-002-00.00-EN,INT009,Straw board sheathing / VestaEco Straw Boards 280 / 30 mm [EU],262.9,m3,7.89,m2,397,10.72,,,0.9,280,kg/m3,,,B-EPD n° 21-0123-002-00.00-EN,product_specific,"Federal Public Service of Health, Food Chain Safety
and Environment",60
1c4002,BfCA Study (Tally),1c4002,Window - double-glazed / Vinyl frame / BfCA Study [US & CA],,,86,m2 of window,,,,,,,,,,BfCA Study (Tally),,,
32a4e7,BfCA Study (Tally),32a4e7,Window - triple pane / Wood frame / BfCA Study [US & CA],,,85,m2 of window,,,,18.25,0.9,,,,,BfCA Study (Tally),,,
5644c4,BfCA Study (Tally),5644c4,Window - double-glazed / Wood frame / BfCA Study [US & CA],,,72,m2 of window,,,,18.25,0.9,,,,,BfCA Study (Tally),,,
595ddd,BfCA Study (Tally),595ddd,Window - triple pane / Vinyl frame / BfCA Study [US & CA],,,99,m2 of window,,,,,,,,,,BfCA Study (Tally),,,
6f579d,BfCA Study (Tally),6f579d,"Window - double-glazed / Wood frame, aluminum cladding / BfCA Study [US & CA]",,,99,m2 of window,,,,9.05,0.9,,,,,BfCA Study (Tally),,,
952dee,BfCA Study (Tally),952dee,"Window - triple pane / Wood frame, aluminum cladding / BfCA Study [US & CA]",,,112,m2 of window,,,,9.05,0.9,,,,,BfCA Study (Tally),,,
a4f3bf,BfCA Study (Tally),a4f3bf,Window - double-glazed / Fiberglass frame / BfCA Study [US & CA],,,114,m2 of window,,,,,,,,,,BfCA Study (Tally),beam_average,,
bc7038,BfCA Study (Tally),bc7038,Window - triple pane / Fiberglass frame / BfCA Study [US & CA],,,127,m2 of window,,,,,,,,,,BfCA Study (Tally),,,
6ab68b,"Bolin & Smith, 2011, LCA Assessment of ACQ-treated lumber, Journal of Cleaner Production",6ab68b,ACQ wood treatment,174,1000 BF,0.8,m2 surface area,,,,,,,,216.7,m2 surface area/1000 BF,"Bolin & Smith, 2011, LCA Assessment of ACQ-treated lumber, Journal of Cleaner Production",,,
INS002,CENIA 01.03.2023,INS002,Compressed straw board/ Ekopanely / Ekopanel E40-800 / 40 mm / R1.45-inch [EU],5,m2 @ 40mm,12.42,m²•RSI,9.44,77.11,85.68,,0.9,379,kg/m3,,,CENIA 01.03.2023,product_specific,None,75
INS001,CENIA 01.03.2024,INS001,Compressed straw board / Ekopanely / Ekopanel E60-1200 / 60 mm / R1.45-inch [EU],7.1,m2 @ 60mm,11.75,m²•RSI,14.3,77.86,86.515,,0.9,379,kg/m3,,,CENIA 01.03.2024,product_specific,None,75
WAL000,CENIA 01.03.2024,WAL000,Straw board partition wall / Ekopanely / Ekopanel E60-1200 / 60 mm  [EU],8,m2,8,m2,54,48.6,,,0.9,379,kg/m3,,,CENIA 01.03.2024,product_specific,None,75
STRABX,"CENIA 01.03.2024, CENIA 01.03.2023, S-P-10940, B-EPD n° 21-0123-002-00.00-EN",STRABX,Straw Board / R 2.0-inch [BEAM Avg],,,9.78,m2•RSI,,49.78,,,,299,kg/m3,,,"CENIA 01.03.2024, CENIA 01.03.2023, S-P-10940, B-EPD n° 21-0123-002-00.00-EN",beam_average,,
1ca576,CIM – 20191223 – 001,1ca576,Cellulose / loose fill / CIMA / R 3.7-inch / [Industry Avg | US & CA],0.487,m2•RSI,0.49,m2•RSI,,1.35,,,0.9,24.4,kg/m3,0.951,kg/m2 at RSI1,CIM – 20191223 – 001,industry_average,UL Environment,75
967ad6,CIM – 20191223 – 001,967ad6,Cellulose / batt / CMS / EcoCell / R 3.6-inch,0.487,m2•RSI,0.71,m2•RSI,,2.27,,,0.9,40,kg/m3,1.6,kg/m2 at RSI1,CIM – 20191223 – 001,product_specific,,
fc7d3a,CIM – 20191223 – 001,fc7d3a,Cellulose / dense pack / CIMA / R 3.7-inch / [Industry Avg | US & CA],0.487,m2•RSI,1.12,m2•RSI,,3.1,,,0.9,56,kg/m3,2.184,kg/m2 at RSI1,CIM – 20191223 – 001,industry_average,,
PLY000,EP397,PLY000,"Plywood / 1/2"" / British Columbia Average",131.68,m3,1.67,m2,680.99,,8.648573,,0.9,477.33,kg/m3,,,EP397,industry_average,ASTM International,
PLY001,EP397,PLY001,"Plywood / 3/4"" / British Columbia Average",131.68,m3,2.51,m2,680.99,,13.62,,0.9,477.33,kg/m3,,,EP397,industry_average,ASTM International,
PLY002,EP397,PLY002,"Plywood / 5/8"" / British Columbia Average",131.68,m3,2.09,m2,680.99,,10.81,,0.9,477.33,kg/m3,,,EP397,industry_average,ASTM International,
SPF000,EP398,SPF000,Wood / SPF / 2x4 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia,45.86,m3,4.08,m²,785.7,,69.8,,0.9,462.91,kg/m3,,,EP398,industry_average,ASTM International,
SPF001,EP398,SPF001,Wood / SPF / 2x6 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia,45.86,m3,6.41,m²,785.7,,109.8,,0.9,462.91,kg/m3,,,EP398,industry_average,ASTM International,
SPF002,EP398,SPF002,Wood / SPF / 2x8 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia,45.86,m3,8.45,m²,785.7,,144.7,,0.9,462.91,kg/m3,,,EP398,industry_average,ASTM International,
2014f0,EPD-003,2014f0,Polyester-limestone composite tile / Armstrong / BioBased Tile (BBT™) / 2.0 mm,4.55,m²,4.55,m²,,,,,,7.03,kg/m2,,,EPD-003,product_specific,,
a3d86b,EPD‐009,a3d86b,"PVC Roofing Membrane / single-ply, polyester, reinforced / 48 mils (1.219 mm) / CIFA [Industry Avg | US & CA]",5.39,m²,5.39,m²,,,,,,1.463,kg/m2,,,EPD‐009,industry_average,ASTM International,30
e0e76c,EPD 034,e0e76c,Masonry Cement / Portland Cement Association [Industry Avg | US & CA],0.692,kg,0.69,kg,,,,,,,,,,EPD 034,industry_average,,
1a89c6,EPD-038,1a89c6,"[Replaced] Gypsum panels - glass mat / Includes American Gypsum, CertainTeed, Continental, Georgia-Pacific, National Gypsum, Pabco, USG, CGC / 1/2""",358,92.9m2,3.85,"m2 @ 1/2""",,,,,,,,,,EPD-038,industry_average,,
b23a5c,EPD-038,b23a5c,"[Replaced] Gypsum panels - glass mat / Includes American Gypsum, CertainTeed, Continental, Georgia-Pacific, National Gypsum, Pabco, USG, CGC / 5/8""",417,92.9m2,4.49,"m2 @ 5/8""",,,,,,,,,,EPD-038,industry_average,,
21a5bb,EPD-054,21a5bb,"Stone Cladding, incl. mortar & ties / Arriscraft / Natural Limestone Masonry / Weighted average product profile",441,100sf (9.29m2),47.47,m²,,,,,,,,,,EPD-054,product_specific,,
INS040,EPD 070,INS040,Spray polyurethane foam - Closed Cell (HFO gas) / R 6.6-inch / SPFA [Industry Avg | US & CA],3.47,m2•RSI,3.47,m2•RSI,,,,,,31.2,kg/m3,,,EPD 070,industry_average,ASTM,75
INS043,EPD 070,INS043,Spray polyurethane foam - Open Cell / R 4.1-inch / SPFA [Industry Avg | US & CA],1.42,m2•RSI,1.42,m2•RSI,,,,,,9.6,kg/m3,,,EPD 070,industry_average,ASTM,75
INS045,EPD 070,INS045,Spray polyurethane foam - High Density (HFO gas) / R 6.5-inch / SPFA [Industry Avg | US & CA],4.05,m2•RSI,4.05,m2•RSI,,,,,,52,kg/m3,,,EPD 070,industry_average,ASTM,75
7f7bd8,EPD-073,7f7bd8,Waterproofing membrane adhesive / GCP / Bituthene /,2.4,m²,2.4,m²,,,,,,,,,,EPD-073,product_specific,,
8ded24,EPD-087,8ded24,Spray polyurethane foam - Closed Cell (HFC gas) / R 6.6-inch / SPFA [Industry Avg | US & CA],13.16,m2•RSI,13.16,m2•RSI,,,,,,31.2,kg/m3,,,EPD-087,industry_average,,
dc197c,EPD-087,dc197c,Spray polyurethane foam - High Density (HFC gas) / R 6.3-inch / SPFA [Industry Avg | US & CA],17.02,m2•RSI,17.02,m2•RSI,,,,,,52,kg/m3,,,EPD-087,industry_average,,
CMU004,EPD-088,CMU004,"CMU - Light weight / Brampton Brick (Boehmers) / 8"" CarboClave Block  / 8 x 8 x 16",256,m3,27.21,"m2 at 8"" block thickness",,,,,,1750,kg/m3,186,kg/m2 of wall,EPD-088,product_specific,ASTM International,
CMU005,EPD-088,CMU005,"CMU - Normal weight / Brampton Brick (Boehmers) / 8"" CarboClave Block  / 8 x 8 x 16",196,m3,20.81,"m2 at 8"" block thickness",,,,,,2100,kg/m3,223,kg/m2 of wall,EPD-088,product_specific,ASTM International,
391b5b,EPD10056,391b5b,"Steel studs - Load bearing / ClarkDietrich / 600-S-137-54, 16 gauge",2.39,kg,6.22,"m of ""2x6"" stud",,,,,,7850,kg/m3,2.604,kg/m,EPD10056,product_specific,,
1ea5e4,EPD10092,1ea5e4,"Concrete – 31-35 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",307.8,m3,307.78,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
38d491,EPD10092,38d491,"Concrete – 26-30 MPa, 15-29% Fly Ash, GU / CRMCA [Industry Avg | CA]",324.5,m3,324.49,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
43fc51,EPD10092,43fc51,"Concrete – 31-35 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",339.3,m3,339.33,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
4e0f8a,EPD10092,4e0f8a,"Concrete – 0-25 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",320.4,m3,320.39,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
6ed061,EPD10092,6ed061,"Concrete – 0-25 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",262.2,m3,262.24,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
7de1da,EPD10092,7de1da,"Concrete – 0-25 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",304.5,m3,304.52,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
814de3,EPD10092,814de3,"Concrete – 26-30 MPa, 30-40% Fly Ash, GU / CRMCA [Industry Avg | CA]",285.8,m3,285.77,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
897eab,EPD10092,897eab,"Concrete – 26-30 MPa, Canadian Benchmark Average / CRMCA [Industry Avg | CA]",349.7,m3,349.68,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
a6839d,EPD10092,a6839d,"Concrete – 26-30 MPa, 25-34% Slag, GU / CRMCA [Industry Avg | CA]",293.7,m3,293.71,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
ad41fc,EPD10092,ad41fc,"Concrete – 31-35 MPa, 0-14% FA/SL, GU / CRMCA [Industry Avg | CA]",418.2,m3,418.2,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
b069b6,EPD10092,b069b6,"Concrete – 0-25 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",239,m3,238.99,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
b1d6d5,EPD10092,b1d6d5,"Concrete – 26-30 MPa, 35-50% Slag, GU / CRMCA [Industry Avg | CA]",267.1,m3,267.08,m3,,,,,,2305,kg/m3,,,EPD10092,industry_average,,
