beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr)
15e087,,15e087,"SIP panel - R23 6.5"" - EPS 5.5"" @ R4/in. core, 2 sheets 1/2"" OSB",,,20.77,m²,,,,,,,,,,,,,
47032e,,47032e,"SIP panel - R48 12-7/8"" - EPS 11-7/8"" @ R4/in. core, 2 sheets 1/2"" OSB",,,37.7,m²,,,,,,,,,,,,,
5712f2,,5712f2,"WOOD CHIP CEMENT ICF 12"" R-22 with MINERAL WOOL INSERTS, (3 in. @ R4.2/in.), 15M REBAR",,,99.31,m²,,58.86,,,,,,,,,,,
5e22ee,,5e22ee,"SIP panel - EPS foam core / 7/16"" OSB, Type II EPS",,,655.33,"m2 at 1""",,,,,,,,,,,,,
6d2eca,,6d2eca,"Straw bale infill with wood framing (SIP) / R-46 / 14"" / double 2x4 @ 30"" o/c",,,5.52,m²,,72.41,,,,,,,,,,,
707a65,,707a65,"WOOD CHIP CEMENT ICF 14"" R-28 with MINERAL WOOL INSERTS (5 in. @ R4.2/in.), 15M REBAR",,,119.39,m²,,65.06,,,,,,,,,,,
7b40de,,7b40de,"SIP panel - R30 8.25"" - EPS 7.25"" @ R4/in. core, 2 sheets 1/2"" OSB",,,25.42,m²,,,,,,,,,,,,,
7bc57a,,7bc57a,Masonry Mortar Mix / 1 part Masonry cement / 3 parts avg sand,66.75,m3,66.75,m3,,,,,,375,kg/m3 masonry cement,960,kg/m3 sand,,,,
81f1a7,,81f1a7,"SIP panel - R38 10.5"" - EPS 9.5"" @ R4/in. core, 2 sheets 1/2"" OSB",,,31.39,m²,,,,,,,,,,,,,
8ad79d,,8ad79d,"TREATED WOOD FOUNDATION - 2x8 framing @ 16"" OC, 3/4"" plywood sheathing",,,8.69,m²,,,,,0.9,,,,,,,,
BAM00X,,BAM00X,Bamboo Cladding [BEAM Avg],,,32.03,m²,,27.01,,,,1059.75,kg/m3,,,,beam_average,,
BAM01X,,BAM01X,Bamboo Flooring [BEAM Avg],,,8.25,m²,,26.45,,,,933.3333333,kg/m3,,,,beam_average,,
BRI00X,,BRI00X,Thin Veneer Brick [BEAM Avg | US & CA],,,10.44,m²,,,,,,269,kgCO2/m3 mortar,,"83% brick, 17% mortar",,beam_average,,
CAR00x,,CAR00x,Carpet / [BEAM Avg],,,12.04,m²,,,,,,,,,,,beam_average,,
CSB00X,,CSB00X,Ceiling Sheet Barrier / [BEAM Avg],,,0.62,m²,,,,,,,,,,,beam_average,,
FIB00X,,FIB00X,Fiber Cement siding [BEAM Avg],,,8.28,m²,,1.63,,,,11.1,kg/m3,,,,beam_average,,
HTW00X,,HTW00X,Heat Treated Wood Cladding [BEAM Avg],,,7.74,m²,,,,,,428.75,kg/m3,,,,beam_average,,
LAB00X,,LAB00X,Liquid Applied Barrier / [BEAM Avg],,,5.16,m²,,,,,,,,,,,beam_average,,
LAM00X,,LAM00X,Cross Laminated Timber (CLT) [BEAM Avg | US & CA],,,10.59,m²,,,,,,459.9166667,kg/m3,,,,beam_average,,
LIN00X,,LIN00X,Linoleum flooring / 4.0 mm [BEAM Avg],,m²,6.43,m²,,5.31,,,,,,,,,beam_average,,
LP000X,,LP000X,Engineered Wood Siding [BEAM Avg | US & CA],,,3.23,m²,,,,,,654.554,kg/m3,,,,beam_average,,
MWB0ew,,MWB0ew,Mineral wool batt / [BEAM Avg],,m2•RSI,1.54,m2•RSI,,,,,,,,,,,beam_average,,
MWB0iw,,MWB0iw,Mineral wool batt (Sound and Fire application)  / [BEAM Avg],,m2•RSI,1.74,m2•RSI,,,,,,,,,,,beam_average,,
RLB00X,,RLB00X,Roof Deck Liquid Applied Barrier / [BEAM Avg],,,6.78,m²,,,,,,,,,,,beam_average,,
RSB00X,,RSB00X,Roof Deck Sheet Barrier / [BEAM Avg],,,0.78,m²,,,,,,,,,,,beam_average,,
SAB00X,,SAB00X,Self-Adhered Barrier / [BEAM Avg],,,2.55,m²,,,,,,,,,,,beam_average,,
SBM00X,,SBM00X,Sheet Barrier Moisture-Variable / [BEAM Avg],,,0.71,m²,,,,,,,,,,,beam_average,,
SBNP0X,,SBNP0X,Sheet barrier Non-Permeable / [BEAM Avg],,,0.58,m²,,,,,,,,,,,beam_average,,
SBP00X,,SBP00X,Sheet Barrier Permeable / [BEAM Avg],,,0.73,m²,,,,,,,,,,,beam_average,,
STU00X,,STU00X,Synthetic Stucco (Acrylic) [BEAM Avg | US & CA],,,37.5,m²,,,,,,,,,,,beam_average,,
WB000X,,WB000X,Wool batt / R 3.8 /inch [BEAM Avg ],,m2•RSI,1.22,m2•RSI,,1.03,,,,,,,,,beam_average,,
c8fcb5,,c8fcb5,"WOOD CHIP CEMENT ICF 12"" R-21 with CORK BOARD INSERTS (3 in. @ R4/in.), 15M REBAR",,,87.49,m²,,81.89,,,,,,,,,,,
d201fq,,d201fq,"Cement ""Stucco"" Plaster / 1:1:4 mix of Portland, masonry cement, sand @ 1/2"" [Industry Avg | US & CA]",0.396,kg,10,"m² @ 1/2""",,,,,,1992,kg/m3,1450,kg/m3 masonry sand,,,,
d7w02l,,d7w02l,"Drywall 1/2"" [BEAM Avg | US & CA]",,,3.09,m²,,,,,,,,,,,beam_average,,
e533ed,,e533ed,"TREATED WOOD DECKING, 1-1/4"" X 3-1/2"" with 1/4"" Spacing",,,8.15,m²,,,,,0.9,,,,,,,,
e933b8,,e933b8,"EPS FOAM ICF R-23, 2 Sheets of 2.75""@R4-in., includes webbing & 15M rebar (not incl. 6"" concrete core)",,,24.8,m²,,,,,,,,,,,,,
e9d87f,,e9d87f,"ICE PANEL - EPS FOAM CORE with STEEL STUDS, 9-1/4"", R-37",,,51.93,m²,,,,,,,,,,,,,
ecd60d,,ecd60d,"WOOD CHIP CEMENT ICF 14"" R-27 with CORK BOARD INSERTS (5 in. @ R4/in.), 15M REBAR",,,99.7,m²,,103.44,,,,,,,,,,,
efba68,,efba68,"ICE PANEL - EPS FOAM CORE with STEEL STUDS, 7-1/2"", R-30",,,47.28,m²,,,,,,,,,,,,,
f03m68,,f03m68,Fiberglass batt / R 3.6-inch [BEAM Avg],,,0.94,m2•RSI,,,,,,,,,,,beam_average,,
g692me,,g692me,Wood fiber batt / [BEAM Avg | EU],,,1.19,m2•RSI,,2.8,,,,,,,,,beam_average,,
p8c2la,,p8c2la,Linoleum flooring / 2.5 mm [BEAM Avg],,m²,4.19,m²,,4.01,,,,,,,,,beam_average,,
s0vjke,,s0vjke,Fiberglass loose fill / ~R2.6-inch [BEAM Avg],,,1.29,m2•RSI,,,,,,,,,,,beam_average,,
21dw0f,01-001,21dw0f,Synthetic Stucco (Acrylic) / Sto / Stolit Freeform & Freeform Dark Colors (avg),50.9,m²,50.9,m²,,,,,,,,,,01-001,product_specific,,10
5caf85,01-001,5caf85,Synthetic Stucco (Acrylic) / Sto / Stolit 1.0 & 1.0 Dark Colors (avg),28.8,m²,28.8,m²,,,,,,,,,,01-001,product_specific,,10
f93xa0,01-001,f93xa0,Synthetic Stucco (Acrylic) / Sto / Stolit 1.5 & 1.5 Dark Colors (avg),32.8,m²,32.8,m²,,,,,,,,,,01-001,product_specific,,10
1fkf0c,01-002,1fkf0c,Synthetic Stucco (Acrylic) / Sto / Stolit Lotusan 1.0 & 1.0 Dark Colors (avg),29.5,m²,29.5,m²,,,,,,,,,,01-002,product_specific,,10
v0w92k,01-002,v0w92k,Synthetic Stucco (Acrylic) / Sto / Stolit Lotusan Freeform & Freeform Dark Colors (avg),51.7,m²,51.7,m²,,,,,,,,,,01-002,product_specific,,10
yds03d,01-002,yds03d,Synthetic Stucco (Acrylic) / Sto / Stolit Lotusan 1.5 & 1.5 Dark Colors (avg),34,m²,34,m²,,,,,,,,,,01-002,product_specific,,10
p9dbo4,01-004,p9dbo4,Stucco Base coat / Sto / BTS Plus – adhered over average (flat) substrate,13.5,m²,13.5,m²,,,,,,,,,,01-004,product_specific,,10
xsp4tl,01-004,xsp4tl,Stucco Base coat / Sto / BTS Plus – adhered over rough masonry concrete & CMUs,38.6,m²,38.6,m²,,,,,,,,,,01-004,product_specific,,10
9d6057,075/2018,9d6057,Reflective roof coating / Selena Group / COOL-R / SRI 107 / Poland,1.12,kg,2.58,m²,,,,,,,,2.3,kg/m2,075/2018,product_specific,,
541b20,11345278.101.1,541b20,"Helical pier / Generic / 3"" Nominal Pipe, 3.5 x 3/16"" (89 x 5.5 mm), 10"" Helix, Sched 40 Galvanized steel [Industry Avg]",1.48,kg,17.62,m of pier length,,,,,,7800,kg/m3,11.908,kg/m,11345278.101.1,industry_average,,
12a279,11345278.101.2,12a279,"Steel post / Generic / 3.5 x 0.216"" (89 x 5.5 mm), Sched 40 STD",2.48,kg,30.46,m of pier length,,,,,,7800,kg/m3,12.284,kg/m,11345278.101.2,industry_average,,
CMU007,176277033092021,CMU007,"Compressed earth block wall / Briques Technic Concept - Cycle terre / Stabilized with 0.2% NHL - 2.2% CEM III / 100mm (4"") width, incl. mortar [EU]",4.5,m2,4.46,m2 @ 0.1 m depth,,,,,,160.053,kg/m2 @ 0.1m width,,20.277,176277033092021,industry_average,Agence Française de Normalisation (AFNOR),100
www118,200,www118,"Window, double-glazed, aluminum frame / Arcadia / CV200, T200 / Projected & casement",125,m2,125,m2,,,,,,,,,,200,product_specific,ASTM,
1110de,2016-06-01,1110de,Cedar Siding / Western Red Cedar Lumber Assn / 1x6 Boards [Industry Avg | CA],213.52,1000 BF,1.72,"m2 at 0.01905 m (3/4"")",,,,7.31,0.9,209,kg/m3,2.36,m3/1000 BF,2016-06-01,industry_average,,
f1864e,2016-06-01,f1864e,"Cedar Shingles & Shakes / Red Cedar Lumber Assn / 3/4"" max thickness [Industry Avg | CA]",213.52,1000 BF,1.72,"m2 at 0.01905 m (3/4"")",,,,7.31,0.9,209,kg/m3,2.36,m3/1000 BF,2016-06-01,industry_average,,
bbb000,2021M20141,bbb000,"Int. Wall & Ceiling Barrier, sheet / Rothoblaas / Vapor In Green 200 / Non-permeable / 0.35 mm / EU",0.4,m²,0.42,m²,0.178,0.16,,,0.9,200,g/m2,,,2021M20141,product_specific,Sphera,
bbb001,2021M20141,bbb001,"Ext. & Int. Wall & Roof Barrier, sheet / Rothoblaas / Clima Control Net 160 / Moisture-variable / 0.5 mm / EU",0.9,m²,0.94,m²,,,,,,160,g/m2,,,2021M20141,product_specific,Sphera,
bbb002,2021M20141,bbb002,"Ext. & Int. Wall & Roof Barrier, sheet / Rothoblaas / Traspir EVO 160 / 12.3 Perms / 0.5 mm / EU",0.6,m²,0.63,m²,,,,,,160,g/m2,,,2021M20141,product_specific,Sphera,
bbb003,2021M20141,bbb003,"Ext. & Int. Wall & Roof Barrier, sheet / Rothoblaas / Traspir Vapor 225 / Non-permeable / 0.8 mm / EU",0.7,m²,0.7,m²,,,,,,225,g/m2,,,2021M20141,product_specific,Sphera,
bbb004,2021M20141,bbb004,"Ext. & Int. Wall Barrier, sheet / Rothoblaas / Traspir 110 / 101 Perms / 0.4 mm / EU",0.3,m²,0.32,m²,,,,,,112,g/m2,,,2021M20141,product_specific,Sphera,
bbb005,2021M20141,bbb005,"Ext. & Int. Wall Barrier, sheet / Rothoblaas / Traspir EVO UV 210 / 41.7 Perms / 0.3 mm / EU",1.4,m²,1.37,m²,,,,,,210,g/m2,,,2021M20141,product_specific,Sphera,
bbb006,2021M20141,bbb006,"Ext. Roof Barrier, sheet / Rothoblaas / Traspir Weld EVO 360 / 17.5 Perms / 1.0 mm / EU",1.6,m²,1.58,m²,,,,,,360,g/m2,,,2021M20141,product_specific,Sphera,
bbb029,2021M20141,bbb029,"Int. Wall & Ceiling Barrier, sheet / Rothoblaas / Clima Control 80 / Moisture-variable / 0.22 mm / EU",0.7,m²,0.74,m²,,,,,,80,g/m2,,,2021M20141,product_specific,Sphera,
bbb030,2021M20141,bbb030,"Int. Wall & Ceiling Barrier, sheet / Rothoblaas / Vapor In NET 140 / Non-permeable / 0.15 mm / EU",0.4,m²,0.45,m²,,,,,,140,g/m2,,,2021M20141,product_specific,Sphera,
CMU006,20220329507,CMU006,"Compressed earth block wall / Briques Technic Concept - Cycle terre / Stabilized with 3.7% NHL / 300mm (11 13/16"") width, incl. mortar [EU]",27.8,m2,27.8,m2 @ 0.3 m depth,,,,,,535.695,kg/m2 @ 0.3m width,,43.114,20220329507,industry_average,Agence Française de Normalisation (AFNOR),100
GRE001,30.06.2021,GRE001,"Green roof system / Nature Impact / Nature Roof Standard 60/25 / Extensive, Saturated weight 1020 kg/m3 [EU]",13.7,m2,13.7,m2,,,,,,,,,,30.06.2021,product_specific,Eco Platform,
CAR005,4029-8012,CAR005,Carpet / Venture Carpet / Average Product - Nylon 2520 Yarn System / 3.5 mm Modular Carpet,13.38,m2,13.38,m²,,,,,,3.765,kg/m2,,,4029-8012,product_specific,CSA Group,15
CAR006,4029-8012,CAR006,Carpet / Venture Carpet / Average Product - Polypropylene Yarn System / 3.5 mm Modular Carpet,6.83,m2,6.83,m²,,,,,,3.621,kg/m2,,,4029-8012,product_specific,CSA Group,15
CAR007,4029-8012,CAR007,Carpet / Venture Carpet / Polyester Yarn System / 10.0 mm Modular Carpet,9.88,m2,9.88,m²,,,,,,4.44,kg/m2,,,4029-8012,product_specific,CSA Group,15
CAR008,4029-8012,CAR008,Carpet / Venture Carpet / Recycled nylon 6 yarn system / 3.5 mm Modular Carpet,7.8,m2,7.8,m²,,,,,,3.77,kg/m2,,,4029-8012,product_specific,CSA Group,15
MPS002,4078-8004,MPS002,Metal Panels - Steel / Canadian Sheet Steel Building Institute / 24 gauge [Industry Avg | CA],2.434,kg,11.88,m²,,,,,,7800,kg/m3,4.88,kg/m2,4078-8004,industry_average,CSA,75
9d1b2b,4786663719.107.0,9d1b2b,"[Discontinued] Drywall 1/2"" / CertainTeed / AirRenew / 1/2"" (12.7 mm)",138,92.9m2,1.49,m²,,,,,,7.3,kg/m2,,,4786663719.107.0,product_specific,,
676103,4786842353.103.1,676103,EPDM Roofing Membrane / Non-reinforced single ply / SPRI  [Industry Avg | US],6.69,m²,6.69,m²,,,,,,2.07,kg/m2,,,4786842353.103.1,industry_average,UL Environment,
PLY004,4786969381.102.1,PLY004,"Plywood / 1/2"" / Roseburg softwood plywood /",1.5,"m2 at 3/8""",2,m²,,,10.12,,0.9,4.38,"kg/m2 at 3/8""",,,4786969381.102.1,product_specific,UL Environment,
PLY005,4786969381.102.1,PLY005,"Plywood / 3/4"" / Roseburg softwood plywood",1.5,"m2 at 3/8""",3,m²,,,15.19,,0.9,4.38,"kg/m2 at 3/8""",,,4786969381.102.1,product_specific,UL Environment,
2c3p9d,4786969381.104.1,2c3p9d,Laminated veneer lumber (LVL) / Roseburg F.P. / RigidLam LVL,274,m3,274,m3,,,,945.55,0.9,539,kg/m3,,,4786969381.104.1,product_specific,UL Environment,
f14060,4786969381.105.1,f14060,Wood framing - Softwood / Roseburg /,44.7,m3,44.7,m³,,,,836.76,0.9,456,kg/m3,,,4786969381.105.1,product_specific,,
9aedf1,4786969381.106.1,9aedf1,Wood I joist / Roseburg / RFPI Joist /,1.82,m,1.82,m at unit size,,,1.755,6.44,0.9,3.9,kg/m,,,4786969381.106.1,product_specific,,
PLY003,4786969381.107.1,PLY003,"Plywood / 3/4"" / Roseburg / SkyPly / hardwood plywood, incl. walnut, alder, cherry, mahogany, oak, birch, maple faces",4.57,"m2 at 3/4""",4.57,m²,,,15.04,,0.9,8.9,"kg/m2 at 3/4""",,,4786969381.107.1,product_specific,UL Environment,
9ee6d9,4787109018.102.1,9ee6d9,"Cement mortar for tile / Tile Council of North America / Industry average. Includes dry-set, modified dry-set and improved modified dry-set cement mortar",0.519,m²,0.52,m²,,,,,,4.07,kg/m2,,,4787109018.102.1,industry_average,UL Environment,
15067d,4787168709.101.1,15067d,[Replaced] Asphalt Shingles [Industry Avg | US & CA],5.1,m²,5.1,m²,,,,,,12.7,kg/m2,,,4787168709.101.1,industry_average,,
237e64,4787168709.104.1,237e64,"SBS Modified Bitumen Roofing / ARMA / Includes: CertainTeed, Firestone, GAF, Henry, IKO, Johns Mansville, Malarkey, Siplast, Soprema / [Industry Avg | US & CA]",6.7,m²,6.7,m²,,,,,,8.4,kg/m2,,,4787168709.104.1,industry_average,,
42f8f1,4787319688.101.1,42f8f1,Wood fiber board / R 2.7-inch / AWC/CWC [Industry Avg | US & CA],295.05,m3,16,m2•RSI,,20.97,6.348951309,23.3,0.9,254,kg/m3,13.77212865,kg/m2•RSI,4787319688.101.1,industry_average,,
b8e3dc,4787352797.110.1,b8e3dc,"Gypsum panels - glass mat / 1/2"" / USG / Securock ExoAir 430 / 1/2""",568,92.9m2,6.11,m²,,,,,,,,,,4787352797.110.1,product_specific,,
LVT005,4787521006.133.1,LVT005,Luxury vinyl tile (LVT) / Interface / All tile & plank models / 3.0 mm,10.4,m2,10.4,m2,,,,,,5.44,kg/m2,,,4787521006.133.1,product_specific,,
68328c,4788424634.101.1,68328c,"OSB sheathing / 5/8"" / AWC & CWC [Industry Avg | US & CA]",242.58,m3,3.85,"m2 at 0.0159 m (5/8"")",,,,17.31,0.9,620,kg/m3,9.8456,"kg/m2 at 5/8""",4788424634.101.1,industry_average,,
69ac20,4788424634.101.1,69ac20,"OSB sheathing / 3/4"" / AWC & CWC [Industry Avg | US & CA]",242.58,m3,4.62,"m2 at 0.0159 m (3/4"")",,,,20.76,0.9,620,kg/m3,11.811,"kg/m2 at 3/4""",4788424634.101.1,industry_average,,
d14a8f,4788424634.101.1,d14a8f,"OSB sheathing / 7/8"" / AWC & CWC [Industry Avg | US & CA]",242.58,m3,5.39,"m2 at 0.0159 m (7/8"")",,,,24.22,0.9,620,kg/m3,13.7795,"kg/m2 at 7/8""",4788424634.101.1,industry_average,,
edcc0d,4788424634.101.1,edcc0d,"OSB sheathing / 1/2"" / AWC & CWC [Industry Avg | US & CA]",242.58,m3,3.08,"m2 at 0.0127 m (1/2"")",,,,13.84,0.9,620,kg/m3,7.874,"kg/m2 at 1/2""",4788424634.101.1,industry_average,,
f0c8ce,4788424634.101.1,f0c8ce,"OSB sheathing / 7/16"" / AWC & CWC [Industry Avg | US & CA]",242.58,m3,2.7,"m2 at 0.0127 m (7/16"")",,,,12.11,0.9,620,kg/m3,6.88975,"kg/m2 at 7/16""",4788424634.101.1,industry_average,,
12dc8t,4788424634.102.1,12dc8t,Wood / SPF / 2x3 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,4.01,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
1k46tl,4788424634.102.1,1k46tl,Wood / SPF / 1x8 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.22,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
2m3nf4,4788424634.102.1,2m3nf4,Wood / SPF / 2x4 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,5.61,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
4f140x,4788424634.102.1,4f140x,Wood / SPF / 1x10 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.28,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
4lv9wd,4788424634.102.1,4lv9wd,Wood / SPF / 2x8 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,11.62,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
4scwf3,4788424634.102.1,4scwf3,"Wood / SPF / 3/4"" boards / AWC & CWC [Industry Avg | US & CA]",63.12,m3,1.2,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
8vkef3,4788424634.102.1,8vkef3,Wood / SPF / 2x10 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,14.83,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
9219e5,4788424634.102.1,9219e5,Wood / SPF / Lumber by volume / AWC & CWC [Industry Avg | US & CA],63.12,m3,63.12,m³,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
92d24d,4788424634.102.1,92d24d,Wood / SPF / 1x6 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.17,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
c309dk,4788424634.102.1,c309dk,Wood / SPF / 2x6 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,8.82,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
k2f2dm,4788424634.102.1,k2f2dm,Wood / SPF / 1x2 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.05,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
l2kgs9,4788424634.102.1,l2kgs9,"Wood / SPF / 1/2"" boards / AWC & CWC [Industry Avg | US & CA]",63.12,m3,0.8,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
o3kwx9,4788424634.102.1,o3kwx9,Wood / SPF / 2x12 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,18.04,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
p2v3x5,4788424634.102.1,p2v3x5,"Wood / SPF / 5/8"" boards / AWC & CWC [Industry Avg | US & CA]",63.12,m3,1,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
s029f2,4788424634.102.1,s029f2,Wood / SPF / 1x4 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.11,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
t2c9ss,4788424634.102.1,t2c9ss,"Wood / SPF / 1/4"" boards / AWC & CWC [Industry Avg | US & CA]",63.12,m3,0.4,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
w93kcl,4788424634.102.1,w93kcl,Wood / SPF / 1x3 Lumber / AWC & CWC [Industry Avg | US & CA],63.12,m3,0.08,m,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
x3fk2s,4788424634.102.1,x3fk2s,"Wood / SPF / 7/8"" boards / AWC & CWC [Industry Avg | US & CA]",63.12,m3,1.4,m²,,,,844.1,0.9,460,kg/m3,,,4788424634.102.1,industry_average,,
61a79e,4788424634.103.1,61a79e,"Plywood / 3/4"" / AWC & CWC [Industry Avg | US & CA]",219.32,m3,4.18,"m2 at 3/4""",,,,16.43,0.9,484,kg/m3,9.2202,"kg/m2 at 3/4""",4788424634.103.1,industry_average,,
c41283,4788424634.103.1,c41283,"Plywood / 1/2"" / AWC & CWC [Industry Avg | US & CA]",219.32,m3,2.79,"m2 at 1/2""",,,,10.95,0.9,484,kg/m3,6.1468,"kg/m2 at 1/2""",4788424634.103.1,industry_average,,
d88aad,4788424634.103.1,d88aad,"Plywood / 5/8"" / AWC & CWC [Industry Avg | US & CA]",219.32,m3,3.49,"m2 at 5/8""",,,,13.71,0.9,484,kg/m3,7.6956,"kg/m2 at 5/8""",4788424634.103.1,industry_average,,
f92a05,4788424634.104.1,f92a05,Glued Laminated Timber (Glulam) / AWC & CWC [Industry Avg | US & CA],137.19,m3,137.19,m3,,,,994.52,0.9,548,kg/m3,,,4788424634.104.1,industry_average,,
vd92kd,4788424634.104.1,vd92kd,"Glued Laminated Timber (Glulam) / AWC & CWC / 3-1/2"" Panel [Industry Avg | US & CA]",137.19,m3,12.22,"m2 at 3-1/2"" thickness",,,,88.61,0.9,548,kg/m3,,,4788424634.104.1,industry_average,,
ebd574,4788424634.105.1,ebd574,Laminated veneer lumber (LVL) / AWC & CWC [Industry Avg | US & CA],361.45,m3,361.45,m3,,,,961.33,0.9,548,kg/m3,,,4788424634.105.1,industry_average,UL Environment,
a6h0p2,4788424634.106.1,a6h0p2,"Wood I joist / TJI 230/360 / 14"" Depth / AWC & CWC [Industry Avg | US & CA]",1.97,m at avg depth,2.23,"m at 14""",9.7918,,,,0.9,4.911,kg/m at depth,1.132,ratio to avg,4788424634.106.1,industry_average,,
cec541,4788424634.106.1,cec541,"Wood I joist / TJI 230/360 / 11-7/8"" Depth / AWC & CWC [Industry Avg | US & CA]",1.97,m at avg depth,2.03,"m at 11-7/8""",8.90085,,2.11575,,0.9,4.464,kg/m at depth,1.029,ratio to avg,4788424634.106.1,industry_average,,
d92kl5,4788424634.106.1,d92kl5,"Wood I joist / TJI 230/360 / 9-1/2"" Depth / AWC & CWC [Industry Avg | US & CA]",1.97,m at avg depth,1.82,"m at 9-1/2""",8.0099,,,,0.9,4.018,kg/m at depth,0.926,ratio to avg,4788424634.106.1,industry_average,,
dk02lm,4788424634.106.1,dk02lm,Wood I joist / TJI 230/360 / Industry Average Depth / AWC & CWC [Industry Avg | US & CA],1.97,m at avg depth,1.97,m at avg depth,8.65,,,,0.9,4.34,kg/m at avg depth,1,ratio to avg,4788424634.106.1,industry_average,,
f53d9a,4788424634.106.1,f53d9a,"Wood I joist / TJI 230/360 / 16"" Depth / AWC & CWC [Industry Avg | US & CA]",1.97,m at avg depth,2.36,"m at 16""",10.38,,,,0.9,5.209,kg/m at depth,1.2,ratio to avg,4788424634.106.1,industry_average,,
10d47f,4788424634.107.1,10d47f,Wood / Redwood / Lumber by volume / AWC & CWC [Industry Avg | US & CA],37.97,m3,37.97,m³,,,,836.76,0.9,456,kg/m3,,,4788424634.107.1,industry_average,,
31ckd0,4788424634.107.1,31ckd0,Wood / Redwood / 1x4 Lumber / AWC & CWC [Industry Avg | US & CA],37.97,m3,0.06,m,,,,836.76,0.9,456,kg/m3,,,4788424634.107.1,industry_average,,
iv303x,4788424634.107.1,iv303x,Wood / Redwood / 1x3 Lumber / AWC & CWC [Industry Avg | US & CA],37.97,m3,0.05,m,,,,836.76,0.9,456,kg/m3,,,4788424634.107.1,industry_average,,
jk29kd,4788424634.107.1,jk29kd,Wood / Redwood / 1x2 Lumber / AWC & CWC [Industry Avg | US & CA],37.97,m3,0.03,m,,,,836.76,0.9,456,kg/m3,,,4788424634.107.1,industry_average,,
pd92mn,4788424634.107.1,pd92mn,"Wood / Redwood / 3/4"" boards / AWC & CWC [Industry Avg | US & CA]",37.97,m3,0.72,m²,,,,836.76,0.9,456,kg/m3,,,4788424634.107.1,industry_average,,
1f3cc3,4788647002.101.1,1f3cc3,Fiberglass batt / CertainTeed / Sustainable Insulation / R 3.6-inch,0.94,m2•RSI,0.94,m2•RSI,,,,,,0.488,kg/m2 at RSI 1,,,4788647002.101.1,product_specific,,
f33e5e,4788647002.102.1,f33e5e,"Fiberglass loose fill / CertainTeed / InsulSafe, Optima, TruComfort / R 2.6-inch",1.29,m2•RSI,1.29,m2•RSI,,,,,,0.574,kg/m2 at RSI 1,,,4788647002.102.1,product_specific,,
9cd566,4788721182.101.1,9cd566,"XPS foam board / Owens Corning / Foamular 250 / HFC-filled / R 5.0-inch, 25 psi [MEXICO]",50.5,m2•RSI,50.5,m2•RSI,,,,,,24.8,kg/m3,,,4788721182.101.1,product_specific,,
MPA001,4788736474.105.1,MPA001,"Metal Wall Panels - Aluminum / CENTRIA / RZR / 0.060""",6020,100 m2,60.2,m2,,,,,,10.49,kg/m2,,,4788736474.105.1,product_specific,UL Environment,
MPA002,4788736474.105.1,MPA002,"Metal Wall Panels - Aluminum / CENTRIA / LVLZ / 0.060""",7700,100 m2,77,m2,,,,,,13.62,kg/m2,,,4788736474.105.1,product_specific,UL Environment,
