ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD kg CO2e/common unit,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage kgCO2e/(common unit),Common Unit: kgCO2e / _,WWF Storage Factor kgCO2e/kgC,Carbon content kgC/unit,Units: kgC / _,Biogenic CO2 kg - full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity
W/(mK)",Moisture content %,Mass (kg),Length (m) ,Width (m) ,Depth (m) ,Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,CSI MasterFormat,EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,
e923k2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G745),IF(G745<TODAY(),""""Expired """"&TO_TEXT(G745),),ISNUMBER(G745), IF(G745<YEAR(TODAY()),""""Expired """"&G745,),ISBLANK(G745),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"12""oc Joists: 800S162-43, Rim tracks: 800S125-43",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)=9.884= A*(107.1/S + 0.960) for S=12 ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q745/1000*AI745,"m2 floor at 16""oc ",kg,lbs,,,,,,,,,,,,,9.884,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
3kg0d7,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G746),IF(G746<TODAY(),""""Expired """"&TO_TEXT(G746),),ISNUMBER(G746), IF(G746<YEAR(TODAY()),""""Expired """"&G746,),ISBLANK(G746),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"16"" of Joists: 800S162-43, Rim tracks: 800S125-43",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)=7.653= A*(107.1/S + 0.960) for S-16 ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q746/1000*AI746,"m2 floor at 16""oc ",kg,lbs,,,,,,,,,,,,,7.653,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
v2r3a4,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G747),IF(G747<TODAY(),""""Expired """"&TO_TEXT(G747),),ISNUMBER(G747), IF(G747<YEAR(TODAY()),""""Expired """"&G747,),ISBLANK(G747),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"24"" of Joists: 800S162-43, Rim tracks: 800S125-43",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)=7.653= A*(107.1/S + 0.960) for S-16 ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q747/1000*AI747,"m2 floor at 16""oc ",kg,lbs,,,,,,,,,,,,,5.422,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
xv9sm2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G748),IF(G748<TODAY(),""""Expired """"&TO_TEXT(G748),),ISNUMBER(G748), IF(G748<YEAR(TODAY()),""""Expired """"&G748,),ISBLANK(G748),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"12""oc Joists: 1000S162-54, Rim tracks: 1000S125-54",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=155.9/S + 1.436) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q748/1000*AI748,kg of steel,kg,lbs,,,,,,,,,,,,,14.428,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
cx93wm,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G749),IF(G749<TODAY(),""""Expired """"&TO_TEXT(G749),),ISNUMBER(G749), IF(G749<YEAR(TODAY()),""""Expired """"&G749,),ISBLANK(G749),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"16""oc Joists: 1000S162-54, Rim tracks: 1000S125-54",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=155.9/S + 1.436) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q749/1000*AI749,kg of steel,kg,lbs,,,,,,,,,,,,,11.18,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
20fslq,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G750),IF(G750<TODAY(),""""Expired """"&TO_TEXT(G750),),ISNUMBER(G750), IF(G750<YEAR(TODAY()),""""Expired """"&G750,),ISBLANK(G750),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"24""oc Joists: 1000S162-54, Rim tracks: 1000S125-54",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=155.9/S + 1.436) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q750/1000*AI750,kg of steel,kg,lbs,,,,,,,,,,,,,7.932,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
bv0gw2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G751),IF(G751<TODAY(),""""Expired """"&TO_TEXT(G751),),ISNUMBER(G751), IF(G751<YEAR(TODAY()),""""Expired """"&G751,),ISBLANK(G751),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"12""oc Joists: 1200S162-68, Rim tracks: 1200S125-68",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=233.2/S + 2.088) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q751/1000*AI751,kg of steel,kg,lbs,,,,,,,,,,,,,20.69,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
9wmfex,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G752),IF(G752<TODAY(),""""Expired """"&TO_TEXT(G752),),ISNUMBER(G752), IF(G752<YEAR(TODAY()),""""Expired """"&G752,),ISBLANK(G752),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"16""oc Joists: 1200S162-68, Rim tracks: 1200S125-68",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=233.2/S + 2.088) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q752/1000*AI752,kg of steel,kg,lbs,,,,,,,,,,,,,16.04,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
gsl3dd,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",TRUE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G753),IF(G753<TODAY(),""""Expired """"&TO_TEXT(G753),),ISNUMBER(G753), IF(G753<YEAR(TODAY()),""""Expired """"&G753,),ISBLANK(G753),)""),""Expired 2026-01-01"")",Light steel floor framing,ClarkDietrich,"24""oc Joists: 1200S162-68, Rim tracks: 1200S125-68",Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.,mass(kg)= A*(=233.2/S + 2.088) ← Equation to convert area and spacing to mass based on spacing in inches ,US,US & CA,44959,2380,MT of steel,=Q753/1000*AI753,kg of steel,kg,lbs,,,,,,,,,,,,,11.389,kg/m,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
cd204s,Cold-formed steel framing products / ClarkDietrich / cold-form steel by mass (kg),FALSE,FALSE,FALSE,FALSE,46023,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G754),IF(G754<TODAY(),""""Expired """"&TO_TEXT(G754),),ISNUMBER(G754), IF(G754<YEAR(TODAY()),""""Expired """"&G754,),ISBLANK(G754),)""),""Expired 2026-01-01"")",Light steel framing products,ClarkDietrich,Cold-formed steel framing products,"Cold-formed steel products for interior framing & finishing, exterior framing, flooring, as well as clips, connectors, metal lath, and accessories",,US,US & CA,44959,2380,MT of steel,=Q754/1000,kg of steel,kg,lbs,,,,,,,,,,,,,,,,,,technical design guide,,,,,,Steel,Cold-formed steel,Loadbearing Light Framing,,,4789752901.101.1,Product-specific,ClarkDietrich,UL Environment,UL Environment,External,,,,,,,,https://www.clarkdietrich.com/sites/default/files/media/documents/CD_EPD_Cold-Formed_Steel_all_plants.pdf,
391b5b,"Steel studs - Load bearing / ClarkDietrich / 600-S-137-54, 16 gauge",FALSE,TRUE,FALSE,FALSE,2020,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G755),IF(G755<TODAY(),""""Expired """"&TO_TEXT(G755),),ISNUMBER(G755), IF(G755<YEAR(TODAY()),""""Expired """"&G755,),ISBLANK(G755),)""),""Expired 2020"")",Steel studs - Load bearing,ClarkDietrich,,"600-S-137-54, 16 gauge, ""2x6""",,,US,,2.39,kg,=Q755*AI755,"m of ""2x6"" stud",m,ft,,,,,,,,,,,7850,kg/m3,2.604,kg/m,,,,,,,,,,Steel,16 gauge studs,Loadbearing Light Framing,2x6 equivalent,,EPD10056 ,Product-specific,ClarkDietrich,NSF,,,,,,,,,,,
SSS000,"Steel studs - Load bearing / ClarkDietrich / 600-S-137-54, 16 gauge",TRUE,FALSE,FALSE,FALSE,46113,,Steel studs - Load bearing ,ClarkDietrich,,"600-S-137-54, 16 gauge, ""2x6""",,,US,44983,2.38,kg,=Q756*AI756,"m of ""2x6"" stud",m,ft,,,,,,,,,,,7850,kg/m3,2.604,kg/m,,,,,,,,,,Steel,16 gauge studs,Loadbearing Light Framing,2x6 equivalent,,4789752901.101.1,Product-specific,ClarkDietrich,,UL Environment,External,"James Mellentine, Thrive ESG",,"UL Part B: Designated Steel Construction Products v2.0 (August 26, 2020)",TRACI 2.1,GaBi 10,GaBi 2020.2,,,
SSS001,"Steel studs - Load bearing / MarinoWARE / Structural stud and track / 600-S-137-54, 16 gauge",TRUE,FALSE,FALSE,FALSE,46204,,Steel studs - Load bearing,MarinoWARE,Structural stud and track,"600-S-137-54, 16 gauge, ""2x6""",,,US,44984,2.48,kg,=Q757*AI757,"m of ""2x6"" stud",m,ft,,,,,,,,,,,7800,kg/m3,2.604,kg/m,,,,,,,,,,Steel,16 gauge studs,Loadbearing Light Framing,2x6 equivalent,,4789995390.101.1,Product-specific,MarinoWare,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"UL Part B: Designated Steel Construction Products v2.0 (August 26, 2020)",TRACI 2.1,GaBi 10,GaBi 2021.1,,,
3a1205,"Steel studs - Load bearing / Scafco / 600-S-137-54, 16 gauge",TRUE,FALSE,FALSE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G758),IF(G758<TODAY(),""""Expired """"&TO_TEXT(G758),),ISNUMBER(G758), IF(G758<YEAR(TODAY()),""""Expired """"&G758,),ISBLANK(G758),)""),""Expired 2024"")",Steel studs - Load bearing,Scafco,,"600-S-137-54, 16 gauge, ""2x6""",,,US,,3.29,kg,=Q758*AI758,"m of ""2x6"" stud",m,ft,,,,,,,,,,,7850,kg/m3,2.604,kg/m,,,,,,,,,,Steel,16 gauge studs,Loadbearing Light Framing,2x6 equivalent,,SCS-EPD05752,Product-specific,,SCS Global,,,,,,,,,,,
SSS002,"Steel studs - Non-loadbearing / ClarkDietrich / 362-S-125-18, 20EQ gauge",TRUE,FALSE,FALSE,FALSE,46113,,Steel studs - Non-loadbearing,ClarkDietrich,,"362-S-125-18, 20EQ gauge, ""2x4""",,,US,44983,2.38,kg,=Q759*AI759,"m of ""2x6"" stud",m,ft,,,,,,,,,,,7850,kg/m3,0.6293817,kg/m,,,,,72' = 21.95m,21.95m/5.946m2,9 studs/8x8 section,,,Steel,20EQ gauge studs,Non-loadbearing Light Framing,2x4 equivalent,,4789752901.101.1,Product-specific,ClarkDietrich,,UL Environment,External,"James Mellentine, Thrive ESG",,"UL Part B: Designated Steel Construction Products v2.0 (August 26, 2020)",TRACI 2.1,GaBi 10,GaBi 2020.2,,,
SSS003,Steel studs - Non-loadbearing / MarinoWARE / Viper Stud Viper 20 / 20EQ gauge,TRUE,FALSE,FALSE,FALSE,46204,,Steel studs - Non-loadbearing,MarinoWARE,Viper Stud Viper 20,"362-S-125-18, 20EQ gauge, ""2x4""",,,US,44985,2.48,kg,=Q760*AI760,"m of ""2x4"" stud",m,ft,,,,,,,,,,,7850,kg/m3,0.6293817,kg/m,,,,,,,,,,Steel,20EQ gauge studs,Non-loadbearing Light Framing,2x4 equivalent,,4789995390.101.1,Product-specific,MarinoWare,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"UL Part B: Designated Steel Construction Products v2.0 (August 26, 2020)",TRACI 2.1,GaBi 10,GaBi 2021.1,,,
58154c,"Steel studs - Non-loadbearing / Scafco / 362VS125-18, 20EQ gauge",TRUE,FALSE,FALSE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G761),IF(G761<TODAY(),""""Expired """"&TO_TEXT(G761),),ISNUMBER(G761), IF(G761<YEAR(TODAY()),""""Expired """"&G761,),ISBLANK(G761),)""),""Expired 2024"")",Steel studs - Non-loadbearing,Scafco,,"362-S-125-18, 20EQ gauge, ""2x4""",,,US,,3.29,kg,=Q761*AI761,"m of ""2x4"" stud",m,ft,,,,,,,,,,,7850,kg/m3,0.6293817,kg/m,,,,,,,,,,Steel,20EQ gauge studs,Non-loadbearing Light Framing,2x4 equivalent,,SCS-EPD05752,Product-specific,,SCS Global,,,,,,,,,,,
g93fwm,"Straw Insulated Panels with wood framing (SIP) / EcoCocon / Prefabricated panel, 40 cm / R35 [EU]",TRUE,FALSE,FALSE,FALSE,46698,"=IFERROR(@__xludf.DUMMYFUNCTION(""IF(G762<TODAY(),""""Expired """"&TO_TEXT(G762),)""),"""")",Straw Wall Panels,EcoCocon,Standard and Brace Panels,"40 cm thickness / R35, panel only",Wooden frame with straw filling,Lithuania,EU,44963,14.3,m²,=Q762,m²,m²,ft²,=AC762*44/12,,,=W762*AF762,m²,,25.75,m2 panel,,0.9,110,kg/m2,=AG762*0.4,kg/m2 at 40cm,2.92,=0.0254*5.678/AK762,,,,,0.4,,,Straw,Infilled Panels,Prefab Panel,Straw bale,,EPD-2022-7601,Product-specific,EcoCocon s.r.o.,Hedgehog Company B.V.,N.A.,External,"Pieter Stadhouders, EcoReview NL B.V.",,EN15804+A2 / NMD Assessment Method,,,,75,,
INT009,Straw board sheathing / VestaEco Straw Boards 280 / 30 mm [EU],TRUE,FALSE,FALSE,FALSE,46098,,Straw Board Sheathing,VestaEco COMPOSITES Sp. Z o.o,VestaEco Straw Insulation Boards 140,30 mm,,EU,EU,45311,262.86,m3,=Q763/33.33,m2,m²,ft²,397,,,=W763/33.33*AF763,m2,,,,,0.9,280,kg/m3,,,,,,,,,,,,Straw,,cladding,Board,,B-EPD n° 21-0123-002-00.00-EN ,Product-specific,VestaEco COMPOSITES Sp. z o.o.,"Stella LAPALUS
Dr Carolina SZABLEWSKI
Dr Naeem ADIBI","Federal Public Service of Health, Food Chain Safety
and Environment",External,Evert Vermaut Vinçotte,--,"EN 15804+A2:2019
NBN/DTD B 08-001 and its complement
EN 16783",----,SimaPro version 9.1.0.7,Ecoinvent database version 3.6,60,,
WAL000,Straw board partition wall / Ekopanely / Ekopanel E60-1200 / 60 mm  [EU],TRUE,FALSE,FALSE,FALSE,2028,,Straw board partition wall,Ekopanely,Ekopanel E60-1200 ,60 mm x 1200 mm x 1200-3200 mm,,EU,EU,45311,8,m2,8,m2,m²,ft²,54,,,=W764*AF764,m2,,,,,0.9,379,kg/m3,,,=(0.0254*5.678)/AL764,0.099,,,,,,,,Straw,Wall Board,Insulation,Board,,CENIA 01.03.2024,Product-specific,Ekopanely,Ecopanely,None,Internal,,--,EN 15804:2012 + A2:2019 Sustainability of construction works - environmental product declarations,CML (v4.1),,,75,https://drive.google.com/file/d/1CL9fbmUQsd8PQcg7pCvx1nA20g9Reo5V/view?usp=drive_link,
WAL001,Straw board partition wall / Durra Panel / Durra Wall Panels / 50 mm [AUS],TRUE,FALSE,FALSE,FALSE,2029,,Straw panel,Durra Panel,Durra Wall & Ceiling Panels,50 mm,,Australia,Australia,45383,5.73,m2,5.73,m²,m²,ft²,25,,,=W765*AF765,m²,,,,,0.9,18.5,kg/m2,,,,,,,,,,,,Straw,Wall board,,Panel,,S-P-10940,Product-specific,Ortech Industries,Life Cycle Strategies,EPD Australasia,External,ADDERE,,,,,,,https://drive.google.com/file/d/1BOf-CcUpYu7VJ5sL22HQmYQ_1X8MQjir/view?usp=drive_link,
TPO000,TPO Roofing Membrane / Carlisle / Sure-Weld / 60 mils,TRUE,FALSE,FALSE,FALSE,2028,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G766),IF(G766<TODAY(),""""Expired """"&TO_TEXT(G766),),ISNUMBER(G766), IF(G766<YEAR(TODAY()),""""Expired """"&G766,),ISBLANK(G766),)""),"""")",TPO Roofing Membrane,Carlisle,Sure-Weld,60 mils,,US,US & CA,45328,3.77,m²,=Q766,m²,m²,ft²,,,,,,,,,,,1.62,kg/m2,,,,,,,,,,,,TPO,,Roofing,Membrane,,ASTM-EPD425,Product-specific,Carlisle,ASTM International,ASTM International,External,Athena Sustainable Materials Institute,ISO 21930:2017,"Single Ply Roofing Membranes, NSF, 2019",TRACI 2.1,GaBi v10,GaBi 2022,,https://drive.google.com/file/d/1eUqOm3lLuCq3jLJPOMRldAnK4cPfk9o4/view?usp=drive_link,
TPO001,TPO roofing membrane / Single Ply Roofing Industry / 45 mils / [Industry Avg | US ],TRUE,FALSE,TRUE,FALSE,2028,,TPO roofing membrane,Single Ply Roofing Industry,"Includes: Carlisle, Johns Manville, Holcim, IKO",45 mils,"Includes: Carlisle, Johns Manville, Holcim, IKO",US,US & CA,45332,5.8,m2,=Q767,m2,m²,ft²,,,,,,,,,,,1.15,kg/m2,,,,,,,,,,,,TPO roofing membrate,,Roofing,Membrane,,EPD 446,Product-specific,Single Ply Roofing Industry,ASTM International,ASTM International,External,Industrial Ecology Consultants,ISO 21930:2017,"Single ply roofing membranes, 2019",TRACI 2.1,,,,https://drive.google.com/file/d/1NnQ0By4ZsUxy5sp0dWn9RwJT9HAnl99z/view?usp=drive_link,
TPO002,TPO roofing membrane / Single Ply Roofing Industry / 60 mils / [Industry Avg | US ],TRUE,FALSE,TRUE,FALSE,2028,,TPO roofing membrane,Single Ply Roofing Industry,"Includes: Carlisle, Johns Manville, Holcim, IKO",60 mils,"Includes: Carlisle, Johns Manville, Holcim, IKO",US,US & CA,45332,7.5,m2,=Q768,m2,m²,ft²,,,,,,,,,,,1.48,kg/m2,,,,,,,,,,,,TPO roofing membrate,,Roofing,Membrane,,EPD 446,Product-specific,Single Ply Roofing Industry,ASTM International,ASTM International,External,Industrial Ecology Consultants,ISO 21930:2017,"Single ply roofing membranes, 2019",TRACI 2.1,,,,https://drive.google.com/file/d/1NnQ0By4ZsUxy5sp0dWn9RwJT9HAnl99z/view?usp=drive_link,
3fc60e,Vacuum Insulated Panel / Porextherm  / Vacupor / Fumed silica core / R 30/inch [EU],TRUE,FALSE,FALSE,FALSE,2019,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G769),IF(G769<TODAY(),""""Expired """"&TO_TEXT(G769),),ISNUMBER(G769), IF(G769<YEAR(TODAY()),""""Expired """"&G769,),ISBLANK(G769),)""),""Expired 2019"")",Vacuum Insulated Panel,Porextherm ,Vacupor,"Fumed silica core, R 30/inch",,,EU,,42.2,m2 at 25 mm,7.4272,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,181,kg/m3,,,30,0.0044,,,,,,,,Vaccum Panel,,Insulation,Board,,EPD-POR-20140214-IBC1-EN ,Product-specific,,IBU,,,,,,,,,,,
VRS000,"Ventilated rainscreen system / Branch / BranchClad Stucco / R1.3 / 6"" / Avg. of all finishes",FALSE,TRUE,FALSE,FALSE,2027,,Ventilated rainscreen system,Branch,BranchClad Stucco,"R1.3 / 6"" / Avg. of all finishes",,US,US & CA,45319,141,m²,141,m²,m²,ft²,,,,,,,,,,,32.6,kg/m2,,,=(0.0254*5.678)/AL770,0.109,,,,,,,,PU Foam,"Fiberglass, stucco",Cladding,Ventilated rainscreen,,4790500569.102.1,Product-specific,Branch Technology,UL,UL,External,"James Mellentine, Thrive ESG",ISO 14025:2006,"Part B: Cladding product systems EPD requirements, UL v2.0","TRACI 2.1, IPCC AR5",GaBi 10.6.135,GaBi 2022.1,,,
7f7bd8,Waterproofing membrane adhesive / GCP / Bituthene / ,FALSE,TRUE,FALSE,FALSE,2022,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G771),IF(G771<TODAY(),""""Expired """"&TO_TEXT(G771),),ISNUMBER(G771), IF(G771<YEAR(TODAY()),""""Expired """"&G771,),ISBLANK(G771),)""),""Expired 2022"")",Waterproofing membrane adhesive,GCP,Bituthene,,,,,,2.4,m²,2.4,m²,m²,ft²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPD-073 ,Product-specific,,ASTM International,,,,,,,,,,,
WIR000,"Welded wire reinforcement / Insteel Industries / 4"" x 4"" x 6/6g [US & CA]",TRUE,FALSE,FALSE,FALSE,2028,,Welded wire mesh,Insteel Industries,"6"" x 6"" x 6/6g",,,US,US & CA,45329,1.73,kg,=Q772*AI772,m2,m²,ft²,,,,,,,,,,,62,lb/100ft2,3.03,kg/m2,,,,,,,,,,Steel,,Welded wire reinforcement,,,EPD 585,Product-specific,Insteel Wire Products Co,WAP Sustainability,ASTM,External,Tim Brooke,ISO 21930:2017,,IPCC AR5,Sphera LCA 10.7.0.183,Sphera Managed LCA Content,,https://drive.google.com/file/d/1ErzpMikQ6IjQm8WBtL-X4xKqk65JnQ8x/view?usp=drive_link,
WIR001,"Welded wire reinforcement / Insteel Industries / 6"" x 6"" x 6/6g [US & CA]",TRUE,FALSE,FALSE,FALSE,2028,,Welded wire mesh,Insteel Industries,"4"" x 4"" x 6/6g",,,US,US & CA,45329,1.73,kg,=Q773*AI773,m2,m²,ft²,,,,,,,,,,,42,lb/100ft2,2.05,kg/m2,,,,,,,,,,Steel,,Welded wire reinforcement,,,EPD 585,Product-specific,Insteel Wire Products Co,WAP Sustainability,ASTM,External,Tim Brooke,ISO 21930:2017,,IPCC AR5,Sphera LCA 10.7.0.183,Sphera Managed LCA Content,,https://drive.google.com/file/d/1ErzpMikQ6IjQm8WBtL-X4xKqk65JnQ8x/view?usp=drive_link,
