ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD kg CO2e/common unit,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage kgCO2e/(common unit),Common Unit: kgCO2e / _,WWF Storage Factor kgCO2e/kgC,Carbon content kgC/unit,Units: kgC / _,Biogenic CO2 kg - full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity
W/(mK)",Moisture content %,Mass (kg),Length (m) ,Width (m) ,Depth (m) ,Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,CSI MasterFormat,EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,
1742d8,"Drywall 1/2"" Type C / Georgia-Pacific / ToughRock Fireguard C / ",TRUE,FALSE,FALSE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G561),IF(G561<TODAY(),""""Expired """"&TO_TEXT(G561),),ISNUMBER(G561), IF(G561<YEAR(TODAY()),""""Expired """"&G561,),ISBLANK(G561),)""),""Expired 2024"")","Drywall 1/2"" Type C",Georgia-Pacific,ToughRock Fireguard C,Type C,Type C,,US,44399,285,1000 ft2,3.06781485468245,m²,m²,ft²,,,,,,,,,,,8.128,kg/m2,,,,,,,,,,,,,,,,,EPD10310,Product-specific,,NSF,,,,,,,,,,,
INT004,"Drywall 5/8"" / Georgia-Pacific / ToughRock Fireguard C/ ",TRUE,FALSE,FALSE,FALSE,45645,,"Drywall 5/8""",Georgia-Pacific ,"5/8"" ToughRock® Fireguard C® Gypsum Panel
5/8” Type C (Generic name)",5/8'' type X,,US,US & CA,45293,296,1000 ft2,3.19,m²,m²,ft²,,,,,,,,,,,,,,,,,,,,,,,,Gypsum,,Gypsum panel,Board,,EPD10312,Product-specific,Georgia-Pacific Gypsum LLC,Georgia-Pacific LLC,"NSF Certification, LLC",External,Jenny Oorbeck & Jack Geibig – EcoForm,--,"Product Category Rules
for North American Gypsum Panel Products – Gypsum PCR-2019: v1.",TRACI 2.1,GaBi 9.5.2.49,"GaBi Database, Service Pack 40",60,,
INT005,"Drywall 5/8"" / National Gypsum / Gold Bond XP Fire-Shield Gypsum Board / 5/8"" type X",TRUE,FALSE,FALSE,FALSE,46681,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G563),IF(G563<TODAY(),""""Expired """"&YEAR(G563),),ISNUMBER(G563), IF(G563<2022,""""Expired """"&G563,),ISBLANK(G563),)""),"""")","Drywall 5/8""",National Gypsum,Gold Bond XP Fire-Shield Gypsum Board ,5/8'' type X,,US,US & CA,44983,481,92.9m2,=Q563/92.9,"m2 @ 5/8""",m²,ft²,0.527,,,=W563*AF563,m2,,,,,0.9,1195,kg/92.9m2,=AG563/92.9,kg/m2,,,,1195,,,,,,Gypsum,,Cladding,Gypsum board,,EPD10792,Product-specific,National Gypsum,,NSF,External,Jack Geibig - EcoForm,,"NSF PCR for Gypsum Panel Products (Version 1.1, 2020)",TRACI 2.1,GaBi 10,GaBi 2021.2 ,75,,
INT006,"Drywall 5/8"" / USG / Sheetrock Brand EcoSmart Firecode X / 5/8""",TRUE,FALSE,FALSE,FALSE,46118,,"Drywall 5/8"" Type X",USG,5/8 in. (15.9 mm) Sheetrock ® Brand EcoSmart Panels Firecode® X,5/8'' type X,Type X,US,US & CA,45294,219,1000 ft2,=219*10.764/1000,m²,m²,ft²,,,,,,,,,,,8.8,kg/m2,,,,,,,,,,,,Gypsum,,Gypsum panel,Board,,EPD 216,Product-specific,USG Corporation,"Thomas P. Gloria, Industrial Ecology
Consultants",ASTM International,External,"Tim Brooke, ASTM International",--,"NSF International - Product Category Rule for Environmental Product Declarations, PCR for Gypsum Panel Products,
v1.1, April 2020. UL Environment - Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Joint
Compound EPD Requirements, ULE 10010-30, v.1, August 3, 2016",TRACI 2.1,Gabi version unspecified,---,75,,
LP0004,"Engineered Wood Siding & Trim / LP / SmartSide / 0.354"" (9 mm)",TRUE,FALSE,FALSE,FALSE,47078,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G565),IF(G565<TODAY(),""""Expired """"&TO_TEXT(G565),),ISNUMBER(G565), IF(G565<YEAR(TODAY()),""""Expired """"&G565,),ISBLANK(G565),)""),"""")",Engineered Wood Siding & Trim,LP,SmartSide,"0.354"" (9 mm)",SFI sourced raw logs (aspen),,US & CA,45364,279.43,m3,=Q565*AQ565,"m2 at 9 mm (0.354"")",m²,ft²,1886.06,,,,,=W565*AQ565*AF565,"m2 at 9 mm (0.354"")",,=AG565*0.008*X565*Y565*3.67,0.9,657,kg/m3,,,,,SFI Aspen,,,,0.009,,,Engineered Wood siding,,Cladding,board,,EPD 597,Product-specific,LP,CORRIM,ASTM International,External,"Lindita Bushi, PhD, Athena Sustainable Materials Institute",,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0
2020 [16]",TRACI 2.1,SimaPro v9.5,"USLCI, Ecoinvent 3.5, Datasmart",75,https://drive.google.com/file/d/1O0boRwL_StZAOWC0r1FL4m2ydpU3x5j6/view?usp=drive_link,
LP0002,"Engineered Wood Siding & Trim / LP / SmartSide / 0.418"" (10.6 mm)",TRUE,FALSE,FALSE,FALSE,47078,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G566),IF(G566<TODAY(),""""Expired """"&TO_TEXT(G566),),ISNUMBER(G566), IF(G566<YEAR(TODAY()),""""Expired """"&G566,),ISBLANK(G566),)""),"""")",Engineered Wood Siding & Trim,LP,SmartSide,"0.418"" (10.6 mm)",SFI sourced raw logs (aspen),,US & CA,45364,279.43,m3,=Q566*AQ566,"m2 at 10.6 mm (0.418"")",m²,ft²,1886.06,,,,,=W566*AQ566*AF566,"m2 at 10.6 mm (0.418"")",,=AG566*0.0095*X566*Y566*3.67,0.9,657,kg/m3,,,,,SFI Aspen,,,,0.0106,,,Engineered Wood siding,,Cladding,board,,EPD 597,Product-specific,LP,CORRIM,ASTM International,External,"Lindita Bushi, PhD, Athena Sustainable Materials Institute",,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0
2020 [16]",TRACI 2.1,SimaPro v9.5,"USLCI, Ecoinvent 3.5, Datasmart",75,https://drive.google.com/file/d/1O0boRwL_StZAOWC0r1FL4m2ydpU3x5j6/view?usp=drive_link,
LP0003,"Engineered Wood Siding & Trim / LP / SmartSide / 0.578"" (14.7mm)",TRUE,FALSE,FALSE,FALSE,47078,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G567),IF(G567<TODAY(),""""Expired """"&TO_TEXT(G567),),ISNUMBER(G567), IF(G567<YEAR(TODAY()),""""Expired """"&G567,),ISBLANK(G567),)""),"""")",Engineered Wood Siding & Trim,LP,SmartSide,"0.578"" (14.7mm)",SFI sourced raw logs (aspen),,US & CA,45364,279.43,m3,=Q567*AQ567,"m2 at 14.7 mm (0.578"")",m²,ft²,1886.06,,,,,=W567*AQ567*AF567,"m2 at 14.7 mm (0.578"")",,=AG567*0.0135*X567*Y567*3.67,0.9,657,kg/m3,,,,,SFI Aspen,,,,0.0147,,,Engineered Wood siding,,Cladding,board,,EPD 597,Product-specific,LP,CORRIM,ASTM International,External,"Lindita Bushi, PhD, Athena Sustainable Materials Institute",,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0
2020 [16]",TRACI 2.1,SimaPro v9.5,"USLCI, Ecoinvent 3.5, Datasmart",75,https://drive.google.com/file/d/1O0boRwL_StZAOWC0r1FL4m2ydpU3x5j6/view?usp=drive_link,
LP0000,"Engineered Wood Siding & Trim / LP / BuilderSeries® Lap Siding / 9/32"" (7.3 mm)",TRUE,FALSE,FALSE,FALSE,47107,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G568),IF(G568<TODAY(),""""Expired """"&TO_TEXT(G568),),ISNUMBER(G568), IF(G568<YEAR(TODAY()),""""Expired """"&G568,),ISBLANK(G568),)""),"""")",Engineered Wood Siding & Trim,LP,BuilderSeries® Lap Siding,"9/32"" (7.3 mm)",SFI sourced raw logs (aspen),US,US & CA,45316,267.01,m3,=Q568*AQ568,m2 at 7.3 mm,m²,ft²,1576.54,,,,,=W568*AQ568*AF568,"m2 at 7.3  mm (9/32"")",,,0.9,644.77,kg/m3,3.67,kg/m2,,,SFI Aspen,,,,0.0073,,,Engineered Wood siding,,Cladding,board,,EPD 617,Product-specific,LP,CORRIM,ASTM International,External,"Lindita Bushi, PhD, Athena Sustainable Materials Institute",,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0
2020 [16]",TRACI 2.1,SimaPro v9.5,"USLCI, Ecoinvent 3.5, Datasmart",75,,
LP0001,"Engineered Wood Siding & Trim / LP / SmartSide ExpertFinish/ 3/8"" (9.5 mm)",TRUE,FALSE,FALSE,FALSE,47078,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G569),IF(G569<TODAY(),""""Expired """"&TO_TEXT(G569),),ISNUMBER(G569), IF(G569<YEAR(TODAY()),""""Expired """"&G569,),ISBLANK(G569),)""),"""")",Engineered Wood Siding & Trim,LP,SmartSide ExpertFinish,"3/8"" (9.5 mm)",SFI sourced raw logs (aspen),US,US & CA,45316,487.03,m3,=Q569*AQ569,m2 at 9.5 mm,m²,ft²,1095.62,=(9.5+72)/100,0.48,,,=W569*AQ569*AF569,"m2 at 9.5 mm (3/8"")",,,0.9,657,kg/m3,,,,,SFI Aspen,,,,0.0095,,,Engineered Wood siding,,Cladding,board,,EPD 601,Product-specific,LP,CORRIM,ASTM International,External,"Lindita Bushi, PhD, Athena Sustainable Materials Institute",,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0
2020 [16]",TRACI 2.1,SimaPro v9.5,"USLCI, Ecoinvent 3.5, Datasmart",75,,
EPS004,"EPS foam board with graphite / BASF  / Neopor F 5200 Plus / R 4.7-inch, Type IX, 25 psi",TRUE,FALSE,FALSE,FALSE,2028,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G570),IF(G570<TODAY(),""""Expired """"&TO_TEXT(G570),),ISNUMBER(G570), IF(G570<YEAR(TODAY()),""""Expired """"&G570,),ISBLANK(G570),)""),"""")",EPS foam board with graphite,BASF ,Neopor F 5200 Plus,"R 4.7-inch, Type IX, 25 psi","Includes: Atlas Molded Products, Beaver Plastic, Insulfoam, Polar Central, Progressive Foam, Plastifab",US & CA,US & CA,45328,2.944,m2•RSI,2.944,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,21.62,kg/m3,,,4.7,=0.0254*5.678/AK570,,,,,,,,EPS Foam,,Insulation,Board,,EPD10841,Product-specific,BASF Corporation,Intertek Deutschland,NSF,External,Ecoform,ISO 21930:2017,"Sub-category Part B: Building Envelope Thermal Insulation EPD
Requirements, Version 2.0 (2018",TRACI 2.1,SimaPro 9.4.0.2,Ecoinvent 3.11,,https://drive.google.com/file/d/1LSHdG42M88hupkq8np-krqbiDh7isHB6/view?usp=drive_link,
EPS005,"EPS foam board with graphite / BASF / Neopor F 5200 Plus / R 4.7-inch, Type II, 15 psi (Type 2, 110 kPa)",TRUE,FALSE,FALSE,FALSE,2028,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G571),IF(G571<TODAY(),""""Expired """"&TO_TEXT(G571),),ISNUMBER(G571), IF(G571<YEAR(TODAY()),""""Expired """"&G571,),ISBLANK(G571),)""),"""")",EPS foam board with graphite,BASF,Neopor F 5200 Plus,"R 4.7/inch, Type II, 15 psi (Type 2, 110 kPa)","Includes: Atlas Molded Products, Beaver Plastic, Insulfoam, Polar Central, Progressive Foam, Plastifab",US & CA,US & CA,45328,2.275,m2•RSI,2.275,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,14.42,kg/m3,,,4.7,=0.0254*5.678/AK571,,,,,,,,EPS Foam,,Insulation,Board,,EPD10841,Product-specific,BASF Corporation,Intertek Deutschland,NSF,External,Ecoform,ISO 21930:2017,"Building envelope thermal insulation, v2.1",TRACI 2.1,SimaPro 9.4.0.3,Ecoinvent 3.10,,https://drive.google.com/file/d/1LSHdG42M88hupkq8np-krqbiDh7isHB6/view?usp=drive_link,
EPS006,"EPS foam board with graphite / BASF / Neopor F 5200 & F 5300 Plus BMB / R 4.7-inch, Type IX, 25 psi (Type 9, 175 kPa)",TRUE,FALSE,FALSE,FALSE,46905,,EPS foam board with graphite,BASF ,"Neopor® Plus BMB  Atlas Molded Products, Beaver Plastic, Insulfoam, Polar Central, Progressive Foam, Plastifab ","R 4.7/inch, Type IX, 25 psi (Type 9, 175 kPa)",,US & CA,US & CA,45293,=2.24+0.158+0.686,m2•RSI,3.084,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,28.8,kg/m3,,,4.7,,,,,,,,,EPS Foam,,Insulation,Board,,EPD10842,Product-specific,BASF Corporation,Intertek Sustainability,NSF Certification LLC,External,"Jack Geibig, Ecoform",--,"Sub-category Part B: Building Envelope Thermal Insulation EPD
Requirements, Version 2.0 (2018",TRACI v2.1 (July 2012),SimaPro 9.4.0.2 Multiuser,Ecoinvent 3.9,75,,
EPS007,"EPS foam board with graphite / BASF / Neopor F 5200 & F 5300 Plus BMB  / R 4.7-inch, Type II, 15 psi (Type 2, 110 kPa)",TRUE,FALSE,FALSE,FALSE,46905,,EPS foam board with graphite,BASF ,"Neopor® Plus BMB  Atlas Molded Products, Beaver Plastic, Insulfoam, Polar Central, Progressive Foam, Plastifab ","R 4.7/inch, Type II, 15 psi (Type 2, 110 kPa)",,US & CA,US & CA,45293,2.313,m2•RSI,2.313,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,21.6,kg/m3,,,4.7,,,,,,,,,EPS Foam,,Insulation,Board,,EPD10842,Product-specific,BASF Corporation,Intertek Sustainability,NSF Certification LLC,External,"Jack Geibig, Ecoform",--,"Sub-category Part B: Building Envelope Thermal Insulation EPD
Requirements, Version 2.0 (2018",TRACI v2.1 (July 2012),SimaPro 9.4.0.2 Multiuser,Ecoinvent 3.8,75,,
8bcce7,Fiber Cement roofing / Cembrit / Corrugated sheets / 6.5 mm / [EU],TRUE,FALSE,FALSE,FALSE,2021,Expired 2021; BfCA BioC calc by mass,Fiber Cement roofing,Cembrit,Corrugated sheets,6.5 mm,,,EU,,0.804,kg,8.30934,m2 at 6.5 mm,m²,ft²,,0.04,0.5,=AE574*AF574,m²,,=X574*Y574*AG574,,=AC574*44/12,0.9,10.335,kg/m2,,,,,,,,,,,,,,,,,EPD-CEM-20160114-IAD1-EN ,Product-specific,,IBU,,,,,,,,,,,
b72f13,Fiber Cement roofing / Cembrit / Slates / 4 mm / [EU],TRUE,FALSE,FALSE,FALSE,2021,Expired 2021; BfCA BioC calc by mass,Fiber Cement roofing,Cembrit,Slates,4 mm,,,EU,,0.946,kg,7.0004,m2 at 4 mm,m²,ft²,,0.035,0.5,=AE575*AF575,m²,,=X575*Y575*AG575,,=AC575*44/12,0.9,7.4,kg/m2,,,,,,,,,,,,,,,,,EPD-CEM-20160113-IAD1-EN ,Product-specific,,IBU,,,,,,,,,,,
FIB000,Fiber Cement siding / Equitone / Linea|Lunara sheets / 10 mm [EU],TRUE,FALSE,FALSE,FALSE,2025,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G576),IF(G576<TODAY(),""""Expired """"&TO_TEXT(G576)&""""; BfCA BioC calc by mass"""",""""BfCA BioC calc by mass""""),ISNUMBER(G576), IF(G576<YEAR(TODAY()),""""Expired """"&G576&""""; BfCA BioC calc by mass"""",""""BfCA BioC calc by mass""""),ISBLANK(G576),""""BfCA BioC""&"" calc by mass"""")""),""Expired 2025; BfCA BioC calc by mass"")",Fiber Cement siding,Equitone,Linea|Lunara,10 mm,,EU,Global,45325,7.8,m²,7.8,"m2 at 8 mm (5/16"")",m²,ft²,,0.05,0.5,=AG576*X576*Y576*3.67*AF576,m²,,=Y576*X576*AI576,,=AC576*44/12,0.9,16.5,kg/m2 at 10mm,,,,,,,,,,,,Fiber cement,,Cladding,Panel,,EPD-ETE-20190128-CCA1-EN,Product-specific,ETEX,3E NV/SA,IBU,External,"Mr Carl-Otto Neven
(Independent verifier appointed by SVR)",,"Fibre cement / Fibre concrete, 07.2014
(PCR checked and approved by the SVR)",,SimaPro 8.5,"Ecoinvent
 3.4",50,,
FIB001,"Fiber Cement siding / Equitone / Pictura, Natura Pro, sheets / 8 mm [EU]",TRUE,FALSE,FALSE,FALSE,45693,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G577),IF(G577<TODAY(),""""Expired """"&TO_TEXT(G577)&""""; BfCA BioC calc by mass"""",""""BfCA BioC calc by mass""""),ISNUMBER(G577), IF(G577<YEAR(TODAY()),""""Expired """"&G577&""""; BfCA BioC calc by mass"""",""""BfCA BioC calc by mass""""),ISBLANK(G577),""""BfCA BioC""&"" calc by mass"""")""),""Expired 2025-02-05; BfCA BioC calc by mass"")",Fiber Cement siding,Equitone,Pictura and Natura Pro,"8 mm (5/16"")",,Germany,Global,44983,16.305,m²,=Q577,"m2 at 8 mm (5/16"")",m²,ft²,,0.095,0.5,=AE577*AF577,m²,,=Y577*X577*AI577,,=AC577*44/12,0.9,1850,kg/m3,=AG577*0.008,kg/m2 at 8mm,,,,,,,,,,Fiber cement,,Cladding,Board,,EPD-ETE-20190179-CCC1-EN,Product-specific,Equitone,VITO NV / EnergyVille,IBU,External,"Mr Carl-Otto Neven
(Independent verifier appointed by SVR)",,"Fibre cement / Fibre concrete, 07.2014
(PCR checked and approved by the SVR)",,SimaPro 8.5.2.0,Ecoinvent 3.5,50,https://drive.google.com/file/d/1c07B_zJ0ZWkldiM9Nu4srYFl80hQyAWG/view?usp=drive_link,
FIB002,"Fiber Cement siding / JamesHardie / Hardie Plank HZ10, Hardie Panel HZ10, Hardie Architectural Panel HZ10 / 8 mm",TRUE,FALSE,FALSE,FALSE,46722,,Fiber Cement siding,James Hardie,"Fiber Cement Siding Hardie Plank HZ10, HArdie Panel HZ10, Hardie Architectural Panel HZ10",7.85mm,,US,US & CA,45294,6.84,m2,=Q578,m²,m²,ft²,1.94,,,=W578*AF578,m²,,,,,0.9,9.79,kg/m2,,,,,,,,,,,,Fiber cement,,Cladding,Board/Panel,,S-P-05037,Product-specific,James Hardie,Edge Environment,EPD International,External,"Lindita Bushi, Athena Sustainable Materials Institute",--,"PCR 2019:14 Construction products (EN 15804+A2) (1.11); UN
CPC Code: 37570, 2021-02-05",CML (v4.1),SimaPro (v9.1.1.1),Ecoinvent v3.6,50,,
FIB003,"Fiber Cement siding / JamesHardie / Hardie Plank HZ5, Hardie Panel HZ5, Hardie Architectural Panel HZ5 / 8 mm",TRUE,FALSE,FALSE,FALSE,46722,,Fiber Cement siding,James Hardie,"Fiber Cement Siding Hardie Plank HZ5, Hardie Panel HZ5, Hardie Architectural Panel HZ5",7.85mm,,US,US & CA,45294,7.63,m2,7.63,m2,m²,ft²,1.93,,,=W579*AF579,m²,,,,,0.9,9.79,kg/m2,,,,,,,,,,,,Fiber cement,,Cladding,Board/Panel,,S-P-05037,Product-specific,James Hardie,Edge Environment,EPD International,External,"Lindita Bushi, Athena Sustainable Materials Institute",--,"PCR 2019:14 Construction products (EN 15804+A2) (1.11); UN
CPC Code: 37570, 2021-02-05",CML (v4.1),SimaPro (v9.1.1.1),Ecoinvent v3.6,50,,
FIB004,Fiber Cement siding / JamesHardie / Hardie Shingle HZ10 /  6.3 mm,TRUE,FALSE,FALSE,FALSE,46722,,Fiber Cement siding,James Hardie,Fiber Cement Siding Hardie Shingle HZ10,6.3mm,,US,US & CA,45294,5.11,m2,5.11,m²,m²,ft²,1.36,,,=W580*AF580,m²,,,,,0.9,7.86,kg/m2,,,,,,,,,,,,Fiber cement,,Cladding,Shingle,,S-P-05037,Product-specific,James Hardie,Edge Environment,EPD International,External,"Lindita Bushi, Athena Sustainable Materials Institute",--,"PCR 2019:14 Construction products (EN 15804+A2) (1.11); UN
CPC Code: 37570, 2021-02-05",CML (v4.1),SimaPro (v9.1.1.1),Ecoinvent v3.6,50,,
FIB005,Fiber Cement siding / JamesHardie / Hardie Shingle HZ5 / 6.3 mm,TRUE,FALSE,FALSE,FALSE,46722,,Fiber Cement siding,James Hardie,Fiber Cement Siding Hardie Shingle HZ5,6.3mm,,US,US & CA,45294,5.98,m2,5.98,m²,m²,ft²,1.56,,,=W581*AF581,m²,,,,,0.9,7.86,kg/m2,,,,,,,,,,,,Fiber cement,,Cladding,Shingle,,S-P-05037,Product-specific,James Hardie,Edge Environment,EPD International,External,"Lindita Bushi, Athena Sustainable Materials Institute",--,"PCR 2019:14 Construction products (EN 15804+A2) (1.11); UN
CPC Code: 37570, 2021-02-05",CML (v4.1),SimaPro (v9.1.1.1),Ecoinvent v3.6,50,,
INS006,"Fiberglass batt / Johns Manville / Unfaced, ComfortTherm, Cavity-SHIELD, FSK-25 / R 3.4-inch",TRUE,FALSE,FALSE,FALSE,2027,,Fiberglass batt,Johns Manville,"Unfaced, ComfortTherm, Cavity-SHIELD, FSK-25",R 3.4/inch,,US,US & CA,45323,1.14,m2•RSI,1.14,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,,,,,3.4,,,,,,,,,Fiberglass,,Insulation,Batt,,47899773160.101.1,Product-specific,Johns Manville,"Sphera Solutions, Inc.",UL Environment,External,"Cooper McCollum, UL Environment",ISO 14044,"Building Envelope Thermal Insulation EPD Requirements, UL 10010-1",TRACI 2.1,GaBi 10.5,GaBi 2021,75,,
INS048,"Fiberglass batt & roll / Owens Corning / Unfaced, PINK Next Gen Fiberglas / R 3.6-inch avg.",TRUE,FALSE,FALSE,FALSE,2028,,Fiberglass batt,Owens Corning,PINK Next Gen Fiberglas,R 3.6/inch,,US & CA,US & CA,45383,0.659,m2 RSI1,=Q583,m²•RSI,m²•RSI,ft²•R,,,,,,,,,,,,,,,,,,,,,,,,Fiberglass,,Insulation,Batt,,SCS-EPD-09348,Product-specific,Owens Corning,Owens Corning,SCS Global,External,SCS Global,ISO 21930,Building Envelope Thermal Insulation V3.0,TRACI 2.1,SimaPro 9.5.0,Ecoinvent 3.9.1,75,https://drive.google.com/file/d/11YlsFWjXmAiSgQ_YfF16dsitSou9CgMC/view?usp=drive_link,
1f3cc3,Fiberglass batt / CertainTeed / Sustainable Insulation / R 3.6-inch,TRUE,FALSE,FALSE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G584),IF(G584<TODAY(),""""Expired """"&TO_TEXT(G584),),ISNUMBER(G584), IF(G584<YEAR(TODAY()),""""Expired """"&G584,),ISBLANK(G584),)""),""Expired 2024"")",Fiberglass batt,CertainTeed,Sustainable Insulation,R 3.6/inch,,,US,,0.94,m2•RSI,0.94,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,0.488,kg/m2 at RSI 1,,,3.64,=0.0254*5.678/AK584,,,,,,,,Fiberglass,,Insulation,Batt & Blanket,,4788647002.101.1 ,Product-specific,,UL Environment,,,,,,,,,,,
INS009,"Fiberglass loose fill / Johns Manville / Climate Pro, Attic Protector, JM Spider PLUS (Canada) / R 2.8-inch",TRUE,FALSE,FALSE,FALSE,47027,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G585),IF(G585<TODAY(),""""Expired """"&YEAR(G585),),ISNUMBER(G585), IF(G585<2022,""""Expired """"&G585,),ISBLANK(G585),)""),"""")",Fiberglass loose fill,Johns Manville,"Climate Pro, Attic Protector, JM Spider PLUS (Canada)","R 2.8/inch, Formaldehyde-free",,US & CA,US & CA,44916,0.551,m2•RSI,=Q585,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,0.46,kg/m2,,,,,,,,,,,,Fiberglass,,Insulation,Loose fill,,4789973160.110.1,Product-specific,Johns Manville,"Sphera Solutions, Inc.",UL Environment,External,Cooper McCollum,,"Building Envelope Thermal Insulation EPD Requirements, UL 10010-1",TRACI 2.1,GaBi 10.5,GaBi 2021.2 (CUP 2021.2),75,,
f33e5e,"Fiberglass loose fill / CertainTeed / InsulSafe, Optima, TruComfort / R 2.6-inch",TRUE,FALSE,FALSE,FALSE,2024,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G586),IF(G586<TODAY(),""""Expired """"&TO_TEXT(G586),),ISNUMBER(G586), IF(G586<YEAR(TODAY()),""""Expired """"&G586,),ISBLANK(G586),)""),""Expired 2024"")",Fiberglass loose fill,CertainTeed,"InsulSafe, Optima, TruComfort",R 2.6/inch,,,US,,1.29,m2•RSI,1.29,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,0.574,kg/m2 at RSI 1,,,2.6,=0.0254*5.678/AK586,,,,,,,,Fiberglass,,Insulation,Loose fill,,4788647002.102.1 ,Product-specific,,UL Environment,,,,,,,,,,,
INS049,"Fiberglass loose fill / Owens Corning / AttiCat, ProCat, ProPink / R 3.28-inch",TRUE,FALSE,FALSE,FALSE,46996,,Fiberglass loose fill,Owens Corning,"AttiCat, ProCat, ProPink",R 3.28/inch,,US & CA,US & CA,45412,0.872,m2 RSI1,=Q587,m²•RSI,m²•RSI,ft²•R,,,,,,,,,,,0.567,kg/m2 at RSI 1,,,=5.678/1.7322835,=0.0254*5.678/AK587,,,,,0.044,,,Fiberglass,,Insulation,Loose fill,,SCS-EPD-09349,Product-specific,Owens Corning,Owens Corning,SCS Global,External,SCS Global," ISO 14025, 14040, 14044, and 21930. ",Building Envelope Thermal Insulation V3.0,IPCC 2013 (AR5),SimaPro 9.5.0,Ecoinvent 3.9.1,75,,
LEC000,"Light expanded clay aggregate (LECA) / Leca Int'l / Leca Arlita 10-20 / R 1.3-inch, 10-20 mm [EU]",TRUE,FALSE,FALSE,FALSE,2025,,Light expanded clay aggregate (LECA),Leca International,Leca Arlita 10-20,"R 1.3/inch, 10-20 mm",,EU,EU,45319,65.524,m3,=Q588/9.033,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,275,kg/m3,,,=(0.0254*5.678)/AL588,0.11,,,,,,,,Leca,,Insulation,Lightweight aggregate,,NEPD-2540-1277-EN,Product-specific,Leca International,Ostfoldforskning AS,Norwegian EPD Foundation,External,Anne Ronning,EN 15804:2012+A1:2014,NPCR 012:2018 Part B for Thermal insulation products,,LCA.no AS,,,,
LEC001,"Light expanded clay aggregate (LECA) / Leca Int'l / Leca ISO 10-20 / R 1.35-inch, 10-20 mm [EU]",TRUE,FALSE,FALSE,FALSE,2025,,Light expanded clay aggregate (LECA),Leca International,Leca ISO 10-20,"R 1.35/inch, 10-20 mm",,EU,EU,45319,61.5,m3,=Q589/9.372,m2•RSI,m²•RSI,ft²•R,,,,,,,,,,,245,kg/m3,,,=(0.0254*5.678)/AL589,0.107,,,,,,,,Leca,,Insulation,Lightweight aggregate,,NEPD-1742-715-EN,Product-specific,Leca International,Ostfoldforskning AS,Norwegian EPD Foundation,External,Anne Ronning,EN 15804:2012+A1:2013,NPCR 012:2018 Part B for Thermal insulation products,,LCA.no AS,,,,
