beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
INS042,4790550934-101.1,,,,,,,2027,,Spray polyurethane foam,Carlisle,"SealTite PRO HFO, SealTite One",R7.0-inch,,US,US & CA,,2.67,m2•RSI,,,,,,,,,,,,,,,32,kg/m3,,,7.00,,,,,,,,,Spray polyurethane foam,,,,,4790550934-101.1,Product-specific,Carlisle Spray Foam Insulation,Thrive ESG,UL Environment,External,UL Environment,ISO 21930:2017,"Building Envelope Thermal Insulation, UL 2018",TRACI 2.1,GaBi 10,GaBi 2022,75,
INS044,4790550934-101.1,,,,,,,2027,,Spray polyurethane foam,Carlisle,"SealTite PRO Open Cell, SealTite PRO High Yield, SealTite PRO No Mix, SealTite PRO OCX",R3.7-inch,,US,US & CA,,1.12,m2•RSI,,,,,,,,,,,,,,,48,kg/m3,,,6.50,,,,,,,,,Spray polyurethane foam,,,,,4790550934-101.1,Product-specific,Carlisle Spray Foam Insulation,Thrive ESG,UL Environment,External,UL Environment,ISO 21930:2017,"Building Envelope Thermal Insulation, UL 2018",TRACI 2.1,GaBi 10,GaBi 2022,75,
INS046,4790550934-101.1,,,,,,,2027,,Spray polyurethane foam,Carlisle,PremiSEAL,R6.5-inch,,US,US & CA,,12.99,m2•RSI,,,,,,,,,,,,,,,48,kg/m3,,,6.50,,,,,,,,,Spray polyurethane foam,,,,,4790550934-101.1,Product-specific,Carlisle Spray Foam Insulation,Thrive ESG,UL Environment,External,UL Environment,ISO 21930:2017,"Building Envelope Thermal Insulation, UL 2018",TRACI 2.1,GaBi 10,GaBi 2022,75,
INS047,4790550934-101.1,,,,,,,2027,,Spray polyurethane foam,Carlisle,PremiR + EVO,R6.5-inch,,US,US & CA,,4.44,m2•RSI,,,,,,,,,,,,,,,48,kg/m3,,,6.50,,,,,,,,,Spray polyurethane foam,,,,,4790550934-101.1,Product-specific,Carlisle Spray Foam Insulation,Thrive ESG,UL Environment,External,UL Environment,ISO 21930:2017,"Building Envelope Thermal Insulation, UL 2018",TRACI 2.1,GaBi 10,GaBi 2022,75,
EPS000,4790678084.101.1,,,,,,,2028,,EPS foam board,EPS Industry Alliance,"Includes: Atlas Molded Products, Beaver Plastics, Insulfoam, Insulation Technology, Groupe Isolofoam, Le Groupe Legerlite, Plasti-Fab EPS, Polar Industries, Progressive Foam Technologies, Thermal Foams","R 4.3/inch, Type XV, 60 psi (400 kPa)",,US & CA,US & CA,,7.04,m2•RSI,,,,,,,,,,,,,,,48.1,kg/m3,0.76,KM2/w,4.3,0.0335398,,,,,,,,EPS Foam,,,,,4790678084.101.1,Industry average,EPS Industry Alliance,UL Environment,UL Environment,External,Thrive ESG,ISO 21930:2017,Building Envelope Thermal Insulation EPD Requirements UL v2.3,TRACI 2.1 & CML-IA v4.10,SimaPro 9.7,Ecoinvent 3.11,75,
EPS001,4790678084.101.1,,,,,,,2028,,EPS foam board,EPS Industry Alliance,"Includes: Atlas Molded Products, Beaver Plastics, Insulfoam, Insulation Technology, Groupe Isolofoam, Le Groupe Legerlite, Plasti-Fab EPS, Polar Industries, Progressive Foam Technologies, Thermal Foams","R 4.2/inch, Type IX, 25 psi (170 kPa)",,US & CA,US & CA,,4.33,m2•RSI,,,,,,,,,,,,,,,28.8,kg/m3,0.74,KM2/w,4.2,0.0343384,,,,,,,,EPS Foam,,,,,4790678084.101.1,Industry average,EPS Industry Alliance,UL Environment,UL Environment,External,Thrive ESG,ISO 21930:2017,Building Envelope Thermal Insulation EPD Requirements UL v2.2,TRACI 2.1 & CML-IA v4.9,SimaPro 9.6,Ecoinvent 3.10,75,
EPS002,4790678084.101.1,,,,,,,2028,,EPS foam board,EPS Industry Alliance,"Includes: Atlas Molded Products, Beaver Plastics, Insulfoam, Insulation Technology, Groupe Isolofoam, Le Groupe Legerlite, Plasti-Fab EPS, Polar Industries, Progressive Foam Technologies, Thermal Foams","R 4.0/inch, Type II, 15 psi (100 kPa)",,US & CA,US & CA,,3.43,m2•RSI,,,,,,,,,,,,,,,21.6,kg/m3,0.7,KM2/w,4.0,0.0360553,,,,,,,,EPS Foam,,,,,4790678084.101.1,Industry average,EPS Industry Alliance,UL Environment,UL Environment,External,Thrive ESG,ISO 21930:2017,Building Envelope Thermal Insulation EPD Requirements UL v2.1,TRACI 2.1 & CML-IA v4.8,SimaPro 9.5,Ecoinvent 3.9,75,
EPS003,4790678084.101.1,,,,,,,2028,,EPS foam board,EPS Industry Alliance,"Includes: Atlas Molded Products, Beaver Plastics, Insulfoam, Insulation Technology, Groupe Isolofoam, Le Groupe Legerlite, Plasti-Fab EPS, Polar Industries, Progressive Foam Technologies, Thermal Foams","R 3.6/inch, Type I, 10 psi (70 kPa)",,US & CA,US & CA,,2.53,m2•RSI,,,,,,,,,,,,,,,14.4,kg/m3,,,3.6,0.0400614,,,,,,,,EPS Foam,,,,,4790678084.101.1,Industry average,EPS Industry Alliance,UL Environment,UL Environment,External,Thrive ESG,ISO 21930:2017,Building Envelope Thermal Insulation EPD Requirements UL v2.0,TRACI 2.1 & CML-IA v4.7,SimaPro 9.4,Ecoinvent 3.8,75,
LIN005,4790690881.101.1,,,,,,,2028,,Linoleum flooring,Forbo,Marmoleum,2.0 mm sheet,,EU,US & CAN,,2.62,m²,,,,,2.73,,,,,,,,,,2.4,kg/m2,,,,,,,,,,,,Linoleum,,,,,4790690881.101.1,Product-specific,Forbo Floorng,UL Environment,UL Environment,External,Industrial Ecology Consultants,EN 15804 + A2,,,,,,
e075b4,4790690881.101.1,,,,,,,2028,,Linoleum flooring,Forbo,Marmoleum,2.5 mm sheet,,EU,US & CAN,,3.73,m²,,,,,4.17,,,,,,,,,,3,kg/m2,,,,,,,,,,,,Linoleum,,,,,4790690881.101.1,Product-specific,Forbo Floorng,UL Environment,UL Environment,External,Industrial Ecology Consultants,,,,,,,
b8ldec,4937-6316,,,,,,,2024-03-25,,Rebar,ArcelorMittal Long Products Canada,Canadian sizes,10M,,Canada,Canada,,1.29,kg,,,,,,,,,,,,,,,7850,kg/m3,0.785,kg/m,,,,,,,,,,,,,,,4937-6316,Product-specific,ArcelorMittal Long Products Canada,Vertima Inc.,CSA Groups,External,Athena Sustainable Materials Institute,ISO 14025: 2006. ISO 21930:2007,,,,,,
kb2gox,4937-6316,,,,,,,2024-03-25,,Rebar,ArcelorMittal Long Products Canada,Canadian sizes,15M,,Canada,Canada,,1.29,kg,,,,,,,,,,,,,,,7850,kg/m3,1.57,kg/m,,,,,,,,,,,,,,,4937-6316,Product-specific,ArcelorMittal Long Products Canada,Vertima Inc.,CSA Groups,External,Athena Sustainable Materials Institute,ISO 14025: 2006. ISO 21930:2007,,,,,,
l29vks,4937-6316,,,,,,,2024-03-25,,Rebar,ArcelorMittal Long Products Canada,Canadian sizes,20M,,Canada,Canada,,1.29,kg,,,,,,,,,,,,,,,7850,kg/m3,2.355,kg/m,,,,,,,,,,,,,,,4937-6316,Product-specific,ArcelorMittal Long Products Canada,Vertima Inc.,CSA Groups,External,Athena Sustainable Materials Institute,ISO 14025: 2006. ISO 21930:2007,,,,,,
www119,494,,,,,,,2028,,"Window, aluminum frame",EFCO,"Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX32, OG32, OG45",Double pane,,US,US & CA,,94.38,m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double pane window,,,,,494,Product-specific,EFCO,Four Elements Consulting,ASTM,External,"Lindita Bushi, Athena Sustainable Materials Institute",ISO 21930,Earthsure cradle to gate window product category rule 30171600-2017,TRACI 2.1,SimaPro 9.4,,,
www120,494,,,,,,,2028,,"Window, aluminum frame",EFCO,"Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430",Double pane,,US,US & CA,,146.28,m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double pane window,,,,,494,Product-specific,EFCO,Four Elements Consulting,ASTM,External,"Lindita Bushi, Athena Sustainable Materials Institute",ISO 21930,Earthsure cradle to gate window product category rule 30171600-2017,TRACI 2.1,SimaPro 9.4,,,
LAM010,5915-5885,,,,,,,2028,,Cross Laminated Timber,Nordic,Nordic Lam,"3-1/2""",,CAN,US & CA,,136.34,m3,,,,,,,,,,,,,,,486,kg/m3,0.09,m thickness,,,,,,,,,,Wood,,,,,5915-5885,Product-specific,Nordic Structures,FPInnovations,CSA,External,Jean-Francois Menard,ISO 21930,"Structural and architectural wood products, v1.1",TRACI 2.1,SimaPro 9.0003,US-EI 2.2,,
LAM011,5960-4998,,,,,,,2028,,Cross Laminated Timber,Nordic,X-Lam,"3-1/2""",,CAN,US & CA,,69.96,m3,,,,,,,,,,,,,,,456,kg/m3,0.09,m thickness,,,,,,,,,,Wood,,,,,5960-4998,Product-specific,Nordic Structures,FPInnovations,CSA,External,Jean-Francois Menard,ISO 21930,"Structural and architectural wood products, v1.1",TRACI 2.1,SimaPro 9.0003,US-EI 2.2,,
EWF001,6742-7944,,,,,,,2027,,Engineered Wood Flooring,Wickham,Engineered hardwood flooring,16 mm,,CAN,US & CA,,10.5,m2,,,,,13.490,,,,,,,,,,9.97,kg/m2,,,,,,,,,,,,Engineered wood,,,,,6742-7944,Product-specific,Wickham Hardwood Flooring,Vertima Inc,CSA,External,CIRAIG,ISO 14044:2006,Flooring EPD requirements v2.0,TRACI 2.1,OpenLCA 1.10.3,Ecoinvent 3.7,,
WWF001,6742-7944,,,,,,,2027,,Hardwood flooring,Wickham,Solid Hardwood,"3/4""",,CAN,US & CA,,3.2,m2,,,,,20.95,,,,,,,,,,12.35,kg/m2,,,,,,,,,,,,Hardwood,,,,,6742-7944,Product-specific,Wickham Hardwood Flooring,Vertima Inc,CSA,External,CIRAIG,ISO 14044:2006,Flooring EPD requirements v2.0,TRACI 2.1,OpenLCA 1.10.3,Ecoinvent 3.7,,
8b5828,#7730-2734,,,,,,,2024-12-23,,Window - average,AluQuébec,,Aluminum frame,,Canada,CAN,,136,m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,,,,,#7730-2734,Product-specific,,"Groupe AGECO, CSA",,,,,,,,,,
www117,7730-2734,,,,,,,2024,,"Window, aluminum frame",AluQuebec,"Avg of fixed, casement, slider, hung, tilt & turn, awning",Double pane,,CA,US & CA,,136,m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double pane window,,,,,7730-2734,Product-specific,AluQuebec,Groupe AGECO,CSA,External,"Tom Gloria, Industrial Ecology Consultants",ISO 21930,Earthsure cradle to gate window product category rule 30171600-2015,TRACI 2.1,,Ecoinvent 3.5,,
MPS003,7740-1109,,,,,,,2028,,Metal Panels - Steel,ArcelorMittal,XCarb RRP,24 gauge,,CAN,US & CA,,1.36,kg,,,,,,,,,,,,,,,7800,kg/m3,4.88,kg/m2,,,,,,,,,,Steel,,,,,7740-1109,Product-specific,ArcelorMittal Dofasco,ArcelorMittal Global R&D,CSA,External,Groupe AGECO,ISO 14044,"Designated steel construction product EPD requirements, v2.0",TRACI 2.1,GaBi 10.7,"AISI, 2020",,
Cel001,AFT-20200701-001,,,,,,,2025,,Cellulose - dense pack,Advanced Fiber Technology,AFT Carbon Smart,R 3.8-inch,,US,US & CA,,0.389,m2•RSI,,,,,,,,,,,,,,,56,kg/m3,2.13,kg/m2 at RSI1,3.80,0.0379529,,,,,,,,Cellulose,,,,,AFT-20200701-001,Product-specific,Advanced Fiber Technology,Sustainable Minds,NSF,External,NSF Certification,ISO 21930:2017,UL Building Envelope Thermal Insulation 02/23,TRACI 2.1,SimaPro 8.5.2,"Ecoinvent 3.1, 2.2",,
Cel003,AFT-20200701-001,,,,,,,2025,,Cellulose - loose fill,Advanced Fiber Technology,AFT Carbon Smart,R 3.8-inch,,US,US & CA,,0.389,m2•RSI,,,,,,,,,,,,,,,25.214,kg/m3,0.957,kg/m2 at RSI1,3.80,0.0379529,,,,,,,,Cellulose,,,,,AFT-20200701-001,Product-specific,Advanced Fiber Technology,Sustainable Minds,NSF,External,NSF Certification,ISO 21930:2017,UL Building Envelope Thermal Insulation 02/23,TRACI 2.1,SimaPro 8.5.2,"Ecoinvent 3.1, 2.2",,
Cel002,AGG-20221209-001,,,,,,,2027,,Cellulose - dense pack,Greenfiber,Sanctuary,Avg of all facilties / R3.8/inch / 56.1 kg/m3,,US,US & CA,,0.24,m²•RSI,,,,,,,,,,,,,,,56.1,kg/m3,2.171,kg/m2 at RSI1,3.80,0.0387000,,,,,,,,Cellulose,,,,,AGG-20221209-001,Product-specific,Greenfiber,Sustainable Minds,"Ecoform, LLC",External,"Jack Gelbig, Ecoform",ISO 21930:2017,ULE PCR Part B: Building envelope thermal insulation v2.0,Traci 2.1,Simapro 9.4,Ecoinvent v3.9,75,
cel004,AGG-20221209-001,,,,,,,2027,,Cellulose - loose fill,Greenfiber,Sanctuary,Avg of all facilties / R3.8/inch / 17.1 kg/m3,,US,US & CA,,0.24,m²•RSI,,,,,,,,,,,,,,,17.1,kg/m3,0.662,kg/m2 at RSI1,3.80,0.0387000,,,,,,,,Cellulose,,,,,AGG-20221209-001,Product-specific,Greenfiber,Sustainable Minds,"Ecoform, LLC",External,"Jack Gelbig, Ecoform",ISO 21930:2017,ULE PCR Part B: Building envelope thermal insulation v2.0,Traci 2.1,Simapro 9.4,Ecoinvent v3.9,75,
TPO000,ASTM-EPD425,,,,,,,2028,,TPO Roofing Membrane,Carlisle,Sure-Weld,60 mils,,US,US & CA,,3.77,m²,,,,,,,,,,,,,,,1.62,kg/m2,,,,,,,,,,,,TPO,,,,,ASTM-EPD425,Product-specific,Carlisle,ASTM International,ASTM International,External,Athena Sustainable Materials Institute,ISO 21930:2017,"Single Ply Roofing Membranes, NSF, 2019",TRACI 2.1,GaBi v10,GaBi 2022,,
INS021,BAU-EPD-FASBA-2019-01-GABI,,,,,,,2024-10-10,,Straw Bale,FASBA (Germany),Wheat & rye straw,R 2.8/inch,,EU,EU,,6.58,m3,,,,,134,,,,,,,,,,100,kg/m3,4.300,kg/m2•RSI,3.35,0.0430,11.8,,0.5-3,0.3-0.9,0.2-0.7,,,Straw,,,,,BAU-EPD-FASBA-2019-01-GABI,Industry average,Fachverband Straw Ball Construction Germany (FASBA ),Markus Worm  IBO - Austrian Institute for Building and ecology,Bau-EPD,External,"DI Dr. sc ETHZ Florian Gschösser, University of Innsbruck",,Requirements for an EPD for insulating materials made from renewable raw materials PKR-Code: 2.22.5  Version: 07.06.2019,,Umberto LCA+ (Version 10.0),GaBi Database 2016,50,
CCF001,BAU-EPD-Perlmooser-2022-1-Ecoinvent,,,,,,,1905-07-19,,Cementitious foam,Perlmooser,Airium Spray,R3.43/inch / 70 kg/m3,,EU,EU,,31.4,m3,,,,,,,,,,,,,,,70,kg/m3,,,3.43,0.042,,,,,,,,Cementitious foam,,,,,BAU-EPD-Perlmooser-2022-1-Ecoinvent,Product-specific,Perlmooser,Bau EPD GmbH,Bau EPD GmbH,External,Florian Gschosser & Hanna Schreiber,EN 15804,Andorderungen an eine EPD fur mineralische schaume v1,,Simapro 9.3,Ecoinvent v3.8,50,
INS000,B-EPD n° 21-0123-002-00.00-EN,,,,,,,2026-03-17,,Straw board,VestaEco COMPOSITES Sp. Z o.o,VestaEco Straw Insulation Boards 140,40 - 200 mm / R4-inch,,EU,EU,,5.7,m2•RSI,,,,,8.53,,,,,,,,,,140,kg/m3,,,3.35,0.043,,,,,,,,Straw,,,,,B-EPD n° 21-0123-002-00.00-EN,Product-specific,VestaEco COMPOSITES Sp. z o.o.,"Stella LAPALUS
Dr Carolina SZABLEWSKI
Dr Naeem ADIBI","Federal Public Service of Health, Food Chain Safety
and Environment",External,Evert Vermaut Vinçotte,--,"EN 15804+A2:2019
NBN/DTD B 08-001 and its complement
EN 16783",----,SimaPro version 9.1.0.7,Ecoinvent database version 3.6,60,
INT009,B-EPD n° 21-0123-002-00.00-EN,,,,,,,2026-03-17,,Straw Board Sheathing,VestaEco COMPOSITES Sp. Z o.o,VestaEco Straw Insulation Boards 140,30 mm,,EU,EU,,262.9,m3,,,,,397,,,,,,,,,,280,kg/m3,,,,,,,,,,,,Straw,,,,,B-EPD n° 21-0123-002-00.00-EN,Product-specific,VestaEco COMPOSITES Sp. z o.o.,"Stella LAPALUS
Dr Carolina SZABLEWSKI
Dr Naeem ADIBI","Federal Public Service of Health, Food Chain Safety
and Environment",External,Evert Vermaut Vinçotte,--,"EN 15804+A2:2019
NBN/DTD B 08-001 and its complement
EN 16783",----,SimaPro version 9.1.0.7,Ecoinvent database version 3.6,60,
INS002,CENIA 01.03.2023,,,,,,,2028,,Compressed straw board,Ekopanely,Ekopanel E40-800 / 40 mm,40 mm x 800 mm x 1200-3200 mm,,EU,EU,,5.0,m2 @ 40mm,,,,,9.44,,,,,,,,,,379,kg/m3,,,1.46,0.099,,,,,0.040,,,Straw,,,,,CENIA 01.03.2023,Product-specific,Ekopanely,Ecopanely,None,Internal,,--,EN 15804:2012 + A2:2019 Sustainability of construction works - environmental product declarations,CML (v4.1),,,75,
1ca576,CIM – 20191223 – 001,,,,,,,2024-12-23,,Cellulose - loose fill,CIMA,"Includes: AFT, Applegate, Can-Cell, Cell-Pak, Cleanfiber, Climatizer, Fiberlite, Igloo, ICC, Mason City, Nu-Wool, Soprema, Thermo-Kool",R 3.7/inch,,,US & CA,,0.487,m2•RSI,,,,,,,,,,,,,,,24.4,kg/m3,0.951,kg/m2 at RSI1,3.7,0.0389787,,,,,,,,Cellulose,,,,,CIM – 20191223 – 001,Industry average,CIMA - Cellulose Insulation Manufacturers Association,Sustainable Minds,UL Environment,External,NSF Certification,,,TRACI 2.1,"SimaPro Analyst 8.5.2.0, EcoInvent 3.1, 2.2",,75,
967ad6,CIM – 20191223 – 001,,,,,,,2024,,Cellulose - batt,CMS,EcoCell,R 3.6/inch,,,US,,0.487,m2•RSI,,,,,,,,,,,,,,,40,kg/m3,1.6,kg/m2 at RSI1,3.6,0.0400614,,,,,,,,Cellulose,,,,,CIM – 20191223 – 001,Product-specific,,Sustainable Minds,,,,,,,,,,
fc7d3a,CIM – 20191223 – 001,,,,,,,2024-12-23,,Cellulose - dense pack,CIMA,"Includes AFT, Applegate, Can-Cell, Cell-Pak, Cleanfiber, Climatizer, Fiberlite, Igloo, ICC, Mason City, Nu-Wool, Soprema, Thermo-Kool",R 3.7/inch,,US & CA,US & CA,,0.487,m2•RSI,,,,,,,,,,,,,,,56,kg/m3,2.184,kg/m2 at RSI1,3.7,0.0389787,,,,,,,,Cellulose,,,,,CIM – 20191223 – 001,Industry average,CIMA - Cellulose Insulation Manufacturers Association,Sustainable Minds,,,,,,,,,,
PLY000,EP397,,,,,,,2028-02-20,,Softwood Plywood Produced in British Columbia,"West Fraser Mills, Thompson River Veneer Products",Softwood Plywood Produced in British Columbia,"1/2""",,CA,US & CA,,131.68,m3,,,,,680.99,,,,,,,,,,477.33,kg/m3,,,,,,,,,,,,Sheathing,,,,,EP397,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
PLY001,EP397,,,,,,,2028-02-20,,Softwood Plywood Produced in British Columbia,"West Fraser Mills, Thompson River Veneer Products",Softwood Plywood Produced in British Columbia,"3/4""",,CA,US & CA,,131.68,m3,,,,,680.99,,,,,,,,,,477.33,kg/m3,,,,,,,,,,,,Sheathing,,,,,EP397,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
PLY002,EP397,,,,,,,2028-02-20,,Softwood Plywood Produced in British Columbia,"West Fraser Mills, Thompson River Veneer Products",Softwood Plywood Produced in British Columbia,"5/8""",,CA,US & CA,,131.68,m3,,,,,680.99,,,,,,,,,,477.33,kg/m3,,,,,,,,,,,,Sheathing,,,,,EP397,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
SPF000,EP398,,,,,,,2028-02-20,,Wood - SPF,"Canfor, Interfor, West Fraser Mills, Western Forest Products",Surfaced Dry Softwood Lumber Produced in British Columbia,2x4,,CA,US & CA,,45.86,m3,,,,,785.7,,,,,,,,,,462.91,kg/m3,,,,,,,1.000,0.0381,0.0889,0.003387,,Framing,,,,,EP398,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
SPF001,EP398,,,,,,,2028-02-20,,Wood - SPF,"Canfor, Interfor, West Fraser Mills, Western Forest Products",Surfaced Dry Softwood Lumber Produced in British Columbia,2x6,,CA,US & CA,,45.86,m3,,,,,785.7,,,,,,,,,,462.91,kg/m3,,,,,,,1.000,0.0381,0.1397,0.005323,,Framing,,,,,EP398,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
SPF002,EP398,,,,,,,2028-02-20,,Wood - SPF,"Canfor, Interfor, West Fraser Mills, Western Forest Products",Surfaced Dry Softwood Lumber Produced in British Columbia,2x4,,CA,US & CA,,45.86,m3,,,,,785.7,,,,,,,,,,462.91,kg/m3,,,,,,,1.000,0.0381,0.1842,0.007016,,Framing,,,,,EP398,Industry average,Forestry Innovation Investment Ltd.,Athena Sustainable Materials Institute,ASTM International,External,"Dr. Thomas Gloria
Industrial Ecology Consultants",--,"Part B: Structural and Architectural Wood Products EPD Requirements, v1.0 [12]",TRACI 2.1,SimaPro v8.5,"USLCI [9], ecoinvent 3.5 [15], Datasmart [8",--,
2014f0,EPD-003,,,,,,,2024,,BioBased Tile,Armstrong,BioBased Tile,"Non-PVC with BioStride polyester binder, Striations BBT and Migrations BBT",,,US,,4.55,m²,,,,,,,,,,,,,,,7.03,kg/m2,,,,,,,,,0.003,,,,,,,,EPD-003,Product-specific,,ASTM International,,,,,,,,,,
a3d86b,EPD‐009,,,,,,,2019-08-15,,PVC Roofing Membrane,CIFA,"Includes: Canadian General-Tower, Duro-Last, FiberTite",48 mils,,US & CA,US & CA,,5.39,m²,,,,,,,,,,,,,,,1.463,kg/m2,,,,,,,,,,,,,,,,,EPD‐009,Industry average,Chemical Fabrics and Film Association (CFFA),Athena Sustainable Materials Institute,ASTM International,,Groupe AGÉCO (François Charron Doucet),,ASTM PCR Rules For Preparing an Environmental Product Declaration For Single Ply Roofing Membranes,,,,30,
1a89c6,EPD-038,,,,,,,2021,,Gypsum panels - glass mat,,"Includes American Gypsum, CertainTeed, Continental, Georgia-Pacific, National Gypsum, Pabco, USG, CGC","1/2""",,,US & CA,,358,92.9m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gypsum,,,,,EPD-038,Industry average,,ASTM International,,,,,,,,,,
b23a5c,EPD-038,,,,,,,2021,,Gypsum panels - glass mat,,"Includes American Gypsum, CertainTeed, Continental, Georgia-Pacific, National Gypsum, Pabco, USG, CGC","5/8""",,,US & CA,,417,92.9m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gypsum,,,,,EPD-038,Industry average,,ASTM International,,,,,,,,,,
21a5bb,EPD-054,,,,,,,2021,,Dimensional Stone,Arriscraft,Natural Limestone Masonry,Weighted average product profile,,CAN,CAN,,441,100sf (9.29m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPD-054,Product-specific,,ASTM International,,,,,,,,,,
INS040,EPD 070,,,,,,,2027-09-22,,Spray polyurethane foam - Closed Cell - HFO gas filled,SPFA,"Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES",R 6.6/inch,,,US & CA,,3.47,m2•RSI,,,,,,,,,,,,,,,31.2,kg/m3,,,6.60,0.02185169697,,,,,,,,Polyurethane,,,,,EPD 070,Industry average,SPFA,ASTM,ASTM,External,Timothy S. Brooke,ISO 21930:2017,"Building envelope thermal insulation, UL 2018",,GaBi ts,GaBi 2018,75,
INS043,EPD 070,,,,,,,2027-09-22,,Spray polyurethane foam - Open Cell - HFO gas,SPFA,"Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES",R 4.1/inch,,,US & CA,,1.42,m2•RSI,,,,,,,,,,,,,,,9.6,kg/m3,,,4.1,0.03517590244,,,,,,,,Polyurethane,,,,,EPD 070,Industry average,SPFA,ASTM,ASTM,External,Timothy S. Brooke,ISO 21930:2019,"Building envelope thermal insulation, UL 2020",,GaBi ts,GaBi 2020,75,
INS045,EPD 070,,,,,,,2027-09-22,,Spray polyurethane foam - High Density - HFO gas filled,SPFA,"Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES",R 6.5/inch,,,US & CA,,4.05,m2•RSI,,,,,,,,,,,,,,,52,kg/m3,,,6.50,0.02218787692,,,,,,,,Polyurethane,,,,,EPD 070,Industry average,SPFA,ASTM,ASTM,External,Timothy S. Brooke,ISO 21930:2018,"Building envelope thermal insulation, UL 2019",,GaBi ts,GaBi 2019,75,
7f7bd8,EPD-073,,,,,,,2022,,Waterproofing membrane adhesive,GCP,Bituthene,,,,,,2.4,m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPD-073,Product-specific,,ASTM International,,,,,,,,,,
8ded24,EPD-087,,,,,,,2023,,Spray polyurethane foam - Closed Cell - HFC gas filled,SPFA,,R 6.6/inch,,,US & CA,,13.16,m2•RSI,,,,,,,,,,,,,,,31.2,kg/m3,,,6.6,0.02185169697,,,,,,,,Polyurethane,,,,,EPD-087,Industry average,,ASTM International,,,,,,,,,,
