beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,row_coverage_pct,mismatch_detail
e075b4,4790690881.101.1,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,15.0%,"EPD Expiry: beam=""2028"" pdf=∅ | Material: beam=""Linoleum flooring"" pdf=∅ | Manufacturer: beam=""Forbo"" pdf=""P.O. Box 13"" | Product Brand Name: beam=""Marmoleum"" pdf=∅ | Specifications: beam=""2.5 mm sheet"" pdf=∅ | Countries of Manufacture: beam=""EU"" pdf=""NLD"" | Markets of Applicability: beam=""US & CAN"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""3.73"" pdf=∅ | GWP-bio from EPD: beam=""4.17"" pdf=∅ | Density: beam=""3"" pdf=∅ | Density Units: beam=""kg/m2"" pdf=∅ | Material Type: beam=""Linoleum"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""Forbo Floorng"" pdf=∅ | EPD/LCA Prepared by: beam=""UL Environment"" pdf=""Industrial Ecology Consultants"" | Internal/External Validation: beam=""External"" pdf=∅ | EPD Verifying Agent: beam=""Industrial Ecology Consultants"" pdf=""CML in 2000 to create"""
b8ldec,4937-6316,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,28.6%,"EPD Expiry: beam=""2024-03-25"" pdf=∅ | Material: beam=""Rebar"" pdf=∅ | Product Brand Name: beam=""Canadian sizes"" pdf=∅ | Specifications: beam=""10M"" pdf=∅ | Markets of Applicability: beam=""Canada"" pdf=""of the World Steel"" | Stated EPD kgCO2e / unit: beam=""1.29"" pdf=""1.2855"" | GWP units kgCO2e per: beam=""kg"" pdf=""1 metric ton"" | Density: beam=""7850"" pdf=""7800"" | Addn'l factors: beam=""0.785"" pdf=∅ | Addn'l factor units: beam=""kg/m"" pdf=∅ | EPD ID: beam=""4937-6316"" pdf=""EPD"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""ArcelorMittal Long Products Canada"" pdf=""Athena Sustainable Materials Institute"" | EPD Verifying Agent: beam=""Athena Sustainable Materials Institute"" pdf=""Lindita Bushi from the Athena Sustainabl"" | EPD Standards: beam=""ISO 14025: 2006. ISO 21930:2007"" pdf=""ISO 14025, ISO 21930:2007, ISO 14040, CA"""
kb2gox,4937-6316,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,28.6%,"EPD Expiry: beam=""2024-03-25"" pdf=∅ | Material: beam=""Rebar"" pdf=∅ | Product Brand Name: beam=""Canadian sizes"" pdf=∅ | Specifications: beam=""15M"" pdf=∅ | Markets of Applicability: beam=""Canada"" pdf=""of the World Steel"" | Stated EPD kgCO2e / unit: beam=""1.29"" pdf=""1.2855"" | GWP units kgCO2e per: beam=""kg"" pdf=""1 metric ton"" | Density: beam=""7850"" pdf=""7800"" | Addn'l factors: beam=""1.57"" pdf=∅ | Addn'l factor units: beam=""kg/m"" pdf=∅ | EPD ID: beam=""4937-6316"" pdf=""EPD"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""ArcelorMittal Long Products Canada"" pdf=""Athena Sustainable Materials Institute"" | EPD Verifying Agent: beam=""Athena Sustainable Materials Institute"" pdf=""Lindita Bushi from the Athena Sustainabl"" | EPD Standards: beam=""ISO 14025: 2006. ISO 21930:2007"" pdf=""ISO 14025, ISO 21930:2007, ISO 14040, CA"""
l29vks,4937-6316,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,28.6%,"EPD Expiry: beam=""2024-03-25"" pdf=∅ | Material: beam=""Rebar"" pdf=∅ | Product Brand Name: beam=""Canadian sizes"" pdf=∅ | Specifications: beam=""20M"" pdf=∅ | Markets of Applicability: beam=""Canada"" pdf=""of the World Steel"" | Stated EPD kgCO2e / unit: beam=""1.29"" pdf=""1.2855"" | GWP units kgCO2e per: beam=""kg"" pdf=""1 metric ton"" | Density: beam=""7850"" pdf=""7800"" | Addn'l factors: beam=""2.355"" pdf=∅ | Addn'l factor units: beam=""kg/m"" pdf=∅ | EPD ID: beam=""4937-6316"" pdf=""EPD"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""ArcelorMittal Long Products Canada"" pdf=""Athena Sustainable Materials Institute"" | EPD Verifying Agent: beam=""Athena Sustainable Materials Institute"" pdf=""Lindita Bushi from the Athena Sustainabl"" | EPD Standards: beam=""ISO 14025: 2006. ISO 21930:2007"" pdf=""ISO 14025, ISO 21930:2007, ISO 14040, CA"""
www119,494,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MISMATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MATCH,—,—,—,33.3%,"EPD Expiry: beam=""2028"" pdf=""2023-09-30"" | Material: beam=""Window, aluminum frame"" pdf=∅ | Product Brand Name: beam=""Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX"" pdf=∅ | Specifications: beam=""Double pane"" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""94.38"" pdf=""182.61"" | GWP units kgCO2e per: beam=""m2"" pdf=""EFCO Fixed, Projected, Casement, Hung, a"" | Material Type: beam=""Double pane window"" pdf=""Aluminum"" | EPD ID: beam=""494"" pdf=""4790414446.101.1"" | EPD Owner: beam=""EFCO"" pdf=∅ | EPD Verifying Agent: beam=""Lindita Bushi, Athena Sustainable Materi"" pdf=""Lindita Bushi, Ph.D., Athena Sustainable"" | EPD PCR Guidelines: beam=""Earthsure cradle to gate window product "" pdf=∅ | LCA Method: beam=""TRACI 2.1"" pdf=""developed by the Center of Environmental"""
www120,494,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MISMATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MATCH,—,—,—,33.3%,"EPD Expiry: beam=""2028"" pdf=""2023-09-30"" | Material: beam=""Window, aluminum frame"" pdf=∅ | Product Brand Name: beam=""Xtherm, 875V, 2700, 2701, 450G, 590X, 67"" pdf=∅ | Specifications: beam=""Double pane"" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""146.28"" pdf=""182.61"" | GWP units kgCO2e per: beam=""m2"" pdf=""EFCO Fixed, Projected, Casement, Hung, a"" | Material Type: beam=""Double pane window"" pdf=""Aluminum"" | EPD ID: beam=""494"" pdf=""4790414446.101.1"" | EPD Owner: beam=""EFCO"" pdf=∅ | EPD Verifying Agent: beam=""Lindita Bushi, Athena Sustainable Materi"" pdf=""Lindita Bushi, Ph.D., Athena Sustainable"" | EPD PCR Guidelines: beam=""Earthsure cradle to gate window product "" pdf=∅ | LCA Method: beam=""TRACI 2.1"" pdf=""developed by the Center of Environmental"""
LAM010,5915-5885,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,—,—,30.8%,"EPD Expiry: beam=""2028"" pdf=""2023-11-10"" | Material: beam=""Cross Laminated Timber"" pdf=∅ | Product Brand Name: beam=""Nordic Lam"" pdf=∅ | Specifications: beam=""3-1/2"""" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""136.34"" pdf=∅ | GWP units kgCO2e per: beam=""m3"" pdf=""In LCA, a reference unit is defined base"" | Density: beam=""486"" pdf=""569"" | Addn'l factors: beam=""0.09"" pdf=∅ | Addn'l factor units: beam=""m thickness"" pdf=∅ | Material Type: beam=""Wood"" pdf=""Glulam"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""Nordic Structures"" pdf=∅ | EPD/LCA Prepared by: beam=""FPInnovations"" pdf=""Industrial Ecology
Consultants"" | EPD Verifying Agent: beam=""Jean-Francois Menard"" pdf=""Jean-François Menard from the"" | LCA Method: beam=""TRACI 2.1"" pdf=""& VERSION NUMBER"" | EPD LCA Software: beam=""SimaPro 9.0003"" pdf=""& VERSION NUMBERDATA"" | EPD LCI Database: beam=""US-EI 2.2"" pdf=∅"
LAM011,5960-4998,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,—,—,38.5%,"EPD Expiry: beam=""2028"" pdf=""2023-11-10"" | Material: beam=""Cross Laminated Timber"" pdf=∅ | Product Brand Name: beam=""X-Lam"" pdf=∅ | Specifications: beam=""3-1/2"""" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""69.96"" pdf=∅ | Density: beam=""456"" pdf=""523"" | Addn'l factors: beam=""0.09"" pdf=∅ | Addn'l factor units: beam=""m thickness"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""Nordic Structures"" pdf=∅ | EPD/LCA Prepared by: beam=""FPInnovations"" pdf=""Industrial Ecology
Consultants"" | EPD Verifying Agent: beam=""Jean-Francois Menard"" pdf=""Jean-François Menard from the In-"" | LCA Method: beam=""TRACI 2.1"" pdf=""& VERSION NUMBER"" | EPD LCA Software: beam=""SimaPro 9.0003"" pdf=""& VERSION NUMBERDATA"" | EPD LCI Database: beam=""US-EI 2.2"" pdf=∅"
EWF001,6742-7944,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MATCH,—,—,36.0%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Engineered Wood Flooring"" pdf=∅ | Product Brand Name: beam=""Engineered hardwood flooring"" pdf=∅ | Specifications: beam=""16 mm"" pdf=∅ | Countries of Manufacture: beam=""CAN"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""coverage of primary"" | Stated EPD kgCO2e / unit: beam=""10.5"" pdf=""104.3"" | GWP units kgCO2e per: beam=""m2"" pdf=""Primary data"" | GWP-bio from EPD: beam=""13.490"" pdf=∅ | Density: beam=""9.97"" pdf=∅ | Density Units: beam=""kg/m2"" pdf=∅ | Material Type: beam=""Engineered wood"" pdf=""Hardwood"" | EPD Owner: beam=""Wickham Hardwood Flooring"" pdf=∅ | EPD Standards: beam=""ISO 14044:2006"" pdf=""ISO 14025, ISO 21930:2017, EN 15804, ISO"" | EPD PCR Guidelines: beam=""Flooring EPD requirements v2.0"" pdf=""Flooring EPD Requirements. Version 2.0."" | EPD LCA Software: beam=""OpenLCA 1.10.3"" pdf=""LCI databases LCIA Methodology"""
WWF001,6742-7944,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MATCH,—,—,40.0%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Hardwood flooring"" pdf=∅ | Product Brand Name: beam=""Solid Hardwood"" pdf=∅ | Specifications: beam=""3/4"""" pdf=∅ | Countries of Manufacture: beam=""CAN"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""coverage of primary"" | Stated EPD kgCO2e / unit: beam=""3.2"" pdf=""104.3"" | GWP units kgCO2e per: beam=""m2"" pdf=""Primary data"" | GWP-bio from EPD: beam=""20.95"" pdf=∅ | Density: beam=""12.35"" pdf=∅ | Density Units: beam=""kg/m2"" pdf=∅ | EPD Owner: beam=""Wickham Hardwood Flooring"" pdf=∅ | EPD Standards: beam=""ISO 14044:2006"" pdf=""ISO 14025, ISO 21930:2017, EN 15804, ISO"" | EPD PCR Guidelines: beam=""Flooring EPD requirements v2.0"" pdf=""Flooring EPD Requirements. Version 2.0."" | EPD LCA Software: beam=""OpenLCA 1.10.3"" pdf=""LCI databases LCIA Methodology"""
8b5828,#7730-2734,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,16.7%,"EPD Expiry: beam=""2024-12-23"" pdf=""2019-12-24"" | Material: beam=""Window - average"" pdf=∅ | Manufacturer: beam=""AluQuébec"" pdf=∅ | Specifications: beam=""Aluminum frame"" pdf=∅ | Markets of Applicability: beam=""CAN"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""136"" pdf=∅ | GWP units kgCO2e per: beam=""m²"" pdf=""guidelines on how to conduct the LCA of "" | EPD ID: beam=""#7730-2734"" pdf=""7730-2734"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""Groupe AGECO, CSA"" pdf=∅"
www117,7730-2734,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,MATCH,—,MATCH,—,—,33.3%,"EPD Expiry: beam=""2024"" pdf=""2019-12-24"" | Material: beam=""Window, aluminum frame"" pdf=∅ | Manufacturer: beam=""AluQuebec"" pdf=∅ | Product Brand Name: beam=""Avg of fixed, casement, slider, hung, ti"" pdf=∅ | Specifications: beam=""Double pane"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""136"" pdf=∅ | GWP units kgCO2e per: beam=""m2"" pdf=""guidelines on how to conduct the LCA of "" | Material Type: beam=""Double pane window"" pdf=""Aluminum"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""AluQuebec"" pdf=""CSA Group"" | EPD/LCA Prepared by: beam=""Groupe AGECO"" pdf=∅ | EPD Verifying Agent: beam=""Tom Gloria, Industrial Ecology Consultan"" pdf=""Industrial Ecology Consultants."" | EPD PCR Guidelines: beam=""Earthsure cradle to gate window product "" pdf=""Cradle to Gate Windows Product Category """
MPS003,7740-1109,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,—,—,42.3%,"EPD Expiry: beam=""2028"" pdf=""2023-11-29"" | Material: beam=""Metal Panels - Steel"" pdf=∅ | Product Brand Name: beam=""XCarb RRP"" pdf=""for ArcelorMittal"" | Specifications: beam=""24 gauge"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""CAN"" | Stated EPD kgCO2e / unit: beam=""1.36"" pdf=""1364.28"" | GWP units kgCO2e per: beam=""kg"" pdf=""1 metric ton"" | Addn'l factors: beam=""4.88"" pdf=∅ | Addn'l factor units: beam=""kg/m2"" pdf=∅ | EPD Owner: beam=""ArcelorMittal Dofasco"" pdf=∅ | EPD/LCA Prepared by: beam=""ArcelorMittal Global R&D"" pdf=""Industrial Ecology Consultants"" | EPD Verifying Agent: beam=""Groupe AGECO"" pdf=∅ | EPD Standards: beam=""ISO 14044"" pdf=""ISO 14025, ISO 21930, EN 15804, ISO 1404"" | LCA Method: beam=""TRACI 2.1"" pdf=""report, Worldsteel Association (2017). I"" | EPD LCI Database: beam=""AISI, 2020"" pdf=""Ecoinvent 3.8"""
Cel001,AFT-20200701-001,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MATCH,—,—,—,—,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,25.0%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Cellulose - dense pack"" pdf=∅ | Manufacturer: beam=""Advanced Fiber Technology"" pdf=""several defined by the functional"" | Product Brand Name: beam=""AFT Carbon Smart"" pdf=∅ | Specifications: beam=""R 3.8-inch"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""0.389"" pdf=∅ | GWP units kgCO2e per: beam=""m2•RSI"" pdf=""/ reference service life:"" | Density: beam=""56"" pdf=""25.214"" | Addn'l factors: beam=""2.13"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""3.80"" pdf=∅ | k, Thermal Conductivity: beam=""0.0379529"" pdf=∅ | EPD ID: beam=""AFT-20200701-001"" pdf=∅ | EPD Owner: beam=""Advanced Fiber Technology"" pdf=""NSF"" | EPD Program / Operator: beam=""NSF"" pdf=""UL Environment"" | Internal/External Validation: beam=""External"" pdf=∅ | EPD Verifying Agent: beam=""NSF Certification"" pdf=∅ | EPD PCR Guidelines: beam=""UL Building Envelope Thermal Insulation "" pdf=""Benchmarking"" | EPD LCA Software: beam=""SimaPro 8.5.2"" pdf=""and background LCI data sets"" | EPD LCI Database: beam=""Ecoinvent 3.1, 2.2"" pdf=""SimaPro Analyst 8.5.2.0"""
Cel003,AFT-20200701-001,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MATCH,—,—,—,—,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,28.6%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Cellulose - loose fill"" pdf=∅ | Manufacturer: beam=""Advanced Fiber Technology"" pdf=""several defined by the functional"" | Product Brand Name: beam=""AFT Carbon Smart"" pdf=∅ | Specifications: beam=""R 3.8-inch"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""0.389"" pdf=∅ | GWP units kgCO2e per: beam=""m2•RSI"" pdf=""/ reference service life:"" | Addn'l factors: beam=""0.957"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""3.80"" pdf=∅ | k, Thermal Conductivity: beam=""0.0379529"" pdf=∅ | EPD ID: beam=""AFT-20200701-001"" pdf=∅ | EPD Owner: beam=""Advanced Fiber Technology"" pdf=""NSF"" | EPD Program / Operator: beam=""NSF"" pdf=""UL Environment"" | Internal/External Validation: beam=""External"" pdf=∅ | EPD Verifying Agent: beam=""NSF Certification"" pdf=∅ | EPD PCR Guidelines: beam=""UL Building Envelope Thermal Insulation "" pdf=""Benchmarking"" | EPD LCA Software: beam=""SimaPro 8.5.2"" pdf=""and background LCI data sets"" | EPD LCI Database: beam=""Ecoinvent 3.1, 2.2"" pdf=""SimaPro Analyst 8.5.2.0"""
Cel002,AGG-20221209-001,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,MATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,—,24.1%,"EPD Expiry: beam=""2027"" pdf=∅ | Material: beam=""Cellulose - dense pack"" pdf=∅ | Manufacturer: beam=""Greenfiber"" pdf=∅ | Product Brand Name: beam=""Sanctuary"" pdf=∅ | Specifications: beam=""Avg of all facilties / R3.8/inch / 56.1 "" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""0.24"" pdf=∅ | GWP units kgCO2e per: beam=""m²•RSI"" pdf=""/ reference service life:"" | Density: beam=""56.1"" pdf=""17.1"" | Addn'l factors: beam=""2.171"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at RSI1"" pdf=∅ | R-value / inch: beam=""3.80"" pdf=∅ | k, Thermal Conductivity: beam=""0.0387000"" pdf=∅ | EPD ID: beam=""AGG-20221209-001"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD Owner: beam=""Greenfiber"" pdf=∅ | EPD Program / Operator: beam=""Ecoform, LLC"" pdf=""UL Environment"" | Internal/External Validation: beam=""External"" pdf=∅ | EPD Verifying Agent: beam=""Jack Gelbig, Ecoform"" pdf=∅ | EPD LCA Software: beam=""Simapro 9.4"" pdf=""and background LCI datasets may lead to "" | EPD LCI Database: beam=""Ecoinvent v3.9"" pdf=""SimaPro Developer 9.4"""
