beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,row_coverage_pct,mismatch_detail
134c8d,EPD124,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,43.8%,"Material: beam=""Cross Laminated Timber"" pdf=∅ | Product Brand Name: beam=""CrossLam"" pdf=∅ | Specifications: beam=""3-1/2"""" pdf=∅ | Markets of Applicability: beam=""CAN"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""124.02"" pdf=""187.73"" | Density: beam=""481"" pdf=""500"" | Addn'l factors: beam=""0.09"" pdf=∅ | Addn'l factor units: beam=""m thickness"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=""PRé Consultants"""
da1134,EPD125,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,MATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,42.9%,"Material: beam=""Glued Laminated Timber (Glulam)"" pdf=∅ | Product Brand Name: beam=""Glulam Plus"" pdf=∅ | Countries of Manufacture: beam=""CAN"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""115.32"" pdf=""170.94"" | Density: beam=""544"" pdf=""500"" | Depth (m): beam=""0.089"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=""PRé Consultants"""
2d7548,EPD-131,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,MISMATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,11.1%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Brick, Clay"" pdf=∅ | Manufacturer: beam=""Interstate"" pdf=""Climate Earth, Inc"" | Product Brand Name: beam=""Avg Face Brick"" pdf=∅ | Specifications: beam=""3-5/8"" x 2-3/4"" x 7-5/8"" (92 x 70 x 194 "" pdf=∅ | Markets of Applicability: beam=""US"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""566.85"" pdf=∅ | Density: beam=""269"" pdf=""960"" | Density Units: beam=""kgCO2/m3 mortar"" pdf=""kg/m3"" | Addn'l factor units: beam=""83% brick, 17% mortar"" pdf=∅ | Length (m): beam=""0.194"" pdf=∅ | Width (m): beam=""0.092"" pdf=∅ | Depth (m): beam=""0.070"" pdf=∅ | Unit Volume (m3): beam=""0.001247"" pdf=∅ | EPD ID: beam=""EPD-131"" pdf=""EPD-131 Page"" | EPD/LCA Prepared by: beam=""ASTM International"" pdf=∅"
c9a7f3,EPD-131,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MATCH,—,—,—,—,MISMATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,15.8%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Brick, Clay"" pdf=∅ | Manufacturer: beam=""Interstate"" pdf=""Climate Earth, Inc"" | Product Brand Name: beam=""Avg Thin Face Brick"" pdf=∅ | Specifications: beam=""3-9/16"" x 5/8"" x 11-5/8"" (90 x 16 mm x 2"" pdf=∅ | Markets of Applicability: beam=""US"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""755.85"" pdf=∅ | Density: beam=""269"" pdf=""960"" | Density Units: beam=""kgCO2/m3 mortar"" pdf=""kg/m3"" | Addn'l factor units: beam=""87% brick, 13% mortar, plus 100% surface"" pdf=∅ | Length (m): beam=""0.295"" pdf=∅ | Width (m): beam=""0.016"" pdf=∅ | Depth (m): beam=""0.090"" pdf=∅ | Unit Volume (m3): beam=""0.000425196"" pdf=∅ | EPD ID: beam=""EPD-131"" pdf=""EPD-131 Page"" | EPD/LCA Prepared by: beam=""ASTM International"" pdf=∅"
cfd454,EPD-132,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,15.4%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Cement board"" pdf=∅ | Manufacturer: beam=""USG (Baltimore, MD plant)"" pdf=""USG Corporation - 550 W. Adams St., Chic"" | Product Brand Name: beam=""Durock with EdgeGuard"" pdf=∅ | Specifications: beam=""1/2"" (13 mm)"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""912.19"" pdf=""599"" | GWP units kgCO2e per: beam=""92.9m2"" pdf=""– 1,000 square feet"" | Density: beam=""921"" pdf=""1139"" | EPD ID: beam=""EPD-132"" pdf=""EPD 132"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=∅"
f034jf,EPD-132,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,15.4%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Cement board"" pdf=∅ | Manufacturer: beam=""USG (Baltimore, MD plant)"" pdf=""USG Corporation - 550 W. Adams St., Chic"" | Product Brand Name: beam=""Durock with EdgeGuard"" pdf=∅ | Specifications: beam=""1/4"" (6 mm)"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""636.49"" pdf=""599"" | GWP units kgCO2e per: beam=""92.9m2"" pdf=""– 1,000 square feet"" | Density: beam=""1,139"" pdf=""1139"" | EPD ID: beam=""EPD-132"" pdf=""EPD 132"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=∅"
m210vf,EPD-132,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,15.4%,"EPD Expiry: beam=""2025"" pdf=∅ | Material: beam=""Cement board"" pdf=∅ | Manufacturer: beam=""USG (Baltimore, MD plant)"" pdf=""USG Corporation - 550 W. Adams St., Chic"" | Product Brand Name: beam=""Durock with EdgeGuard"" pdf=∅ | Specifications: beam=""5/8"" (16 mm)"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""1112.3"" pdf=""599"" | GWP units kgCO2e per: beam=""92.9m2"" pdf=""– 1,000 square feet"" | Density: beam=""927"" pdf=""1139"" | EPD ID: beam=""EPD-132"" pdf=""EPD 132"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=∅"
d00294,EPD 142,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,MISMATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,21.4%,"EPD Expiry: beam=""2025-04-17"" pdf=∅ | Material: beam=""Gypsum concrete floor underlayment"" pdf=∅ | Product Brand Name: beam=""Levelrock 2500 Green"" pdf=∅ | Specifications: beam=""30 mm"" pdf=∅ | Markets of Applicability: beam=""US"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""165"" pdf=""185"" | GWP units kgCO2e per: beam=""1000 kg"" pdf=""1 tonne"" | Density: beam=""1906"" pdf=""500"" | Depth (m): beam=""0.030"" pdf=∅ | EPD ID: beam=""EPD 142"" pdf=""EPD 863"" | EPD/LCA Prepared by: beam=""ASTM International"" pdf=""Sphera"""
bc703d,EPD-156,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,7.7%,"EPD Expiry: beam=""2025"" pdf=""2026-03-04"" | Material: beam=""Drywall 1/2"""" pdf=∅ | Product Brand Name: beam=""QuietRock"" pdf=∅ | Specifications: beam=""QuietRock 1/2"""" pdf=∅ | Markets of Applicability: beam=""US"" pdf=""of all LCI databases and"" | Stated EPD kgCO2e / unit: beam=""451"" pdf=""1309.6"" | GWP units kgCO2e per: beam=""92.9m2"" pdf=""92.9 m (1,000 square feet (MSF))"" | Density: beam=""10.3"" pdf=""900"" | Density Units: beam=""kg/m2"" pdf=""kg/m3"" | EPD ID: beam=""EPD-156"" pdf=""EPD #156"" | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""ASTM International"" pdf=""Lindita Bushi, PhD, Mr. Jamie Meil, and """
c930d2,EPD157,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MATCH,MISMATCH,—,—,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,46.4%,"Material: beam=""Dowel Laminated Timber"" pdf=∅ | Specifications: beam=""3-1/2"""" pdf=∅ | Markets of Applicability: beam=""CAN"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""121.4"" pdf=""177.84"" | GWP-bio from EPD: beam=""924.01"" pdf=∅ | Density: beam=""449"" pdf=""500"" | Addn'l factors: beam=""0.09"" pdf=∅ | Addn'l factor units: beam=""m thickness"" pdf=∅ | Depth (m): beam=""0.089"" pdf=∅ | Material Type: beam=""Structure"" pdf=""Engineered wood"" | EPD Owner: beam=""StructureCraft Builder Inc"" pdf=""Abbotsford, BC V2T 6B1, Canada"" | EPD/LCA Prepared by: beam=""Athena Sustainable Materials Institute"" pdf=""PRé Consultants"" | EPD Standards: beam=""--"" pdf=""ISO 14025:2006, ISO 21930:2017, EN 15804"" | EPD LCI Database: beam=""USLCI [11], Ecoinvent 3.5 [17], Datasmar"" pdf=""http://www.nrel.gov/lci/"" | Product Service Life (Years): beam=""---"" pdf=∅"
LAM012,EPD160,—,—,—,—,—,—,MATCH,—,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,—,48.0%,"Material: beam=""Mass Ply Panels"" pdf=∅ | Manufacturer: beam=""Freres Lumber Company Inc."" pdf=""Freres Lumber in Lyons"" | Product Brand Name: beam=""Mass Ply Panels"" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""259.16"" pdf=""365.17"" | GWP-bio from EPD: beam=""2105.83"" pdf=∅ | Density: beam=""546"" pdf=""500"" | EPD Owner: beam=""Freres Lumber Company Inc"" pdf=""Lyons, Oregon 97358, USA"" | EPD/LCA Prepared by: beam=""CORRIM, Consortium for Research on Renew"" pdf=""PRé Consultants"" | EPD Standards: beam=""--"" pdf=""ISO 14025:2006, ISO 21930:2017, ISO 1404"" | EPD LCI Database: beam=""USLCI [9], Ecoinvent 3.5 [14], Datasmart"" pdf=""http://www.nrel.gov/lci/"" | Product Service Life (Years): beam=""--"" pdf=∅"
LAM002,EPD 168,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,41.7%,"Material: beam=""Glued Laminated Timber (Glulam)"" pdf=∅ | Product Brand Name: beam=""Glulam"" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""147.99"" pdf=""226.96"" | GWP-bio from EPD: beam=""1014.99"" pdf=""136.11"" | Density: beam=""442.1"" pdf=""500"" | Material Type: beam=""Structure"" pdf=""Engineered wood"" | EPD Owner: beam=""Vaagen Timbers"" pdf=""Colville, WA 99114 USA"" | EPD/LCA Prepared by: beam=""Athena Sustainable Materials Institute"" pdf=""PRé Consultants"" | EPD Verifying Agent: beam=""Tom Gloria, Industrial Ecology Consultan"" pdf=""This life cycle assessment"" | EPD PCR Guidelines: beam=""Structural and Architectural Wood Produc"" pdf=""Structural and Architectural Wood Produc"" | EPD LCA Software: beam=""SimaPro 8.5"" pdf=""SimaPro v8.5"" | EPD LCI Database: beam=""US LCI, DATASMART, EcoInvent"" pdf=""http://www.nrel.gov/lci/"""
LAM009,EPD 168,—,—,—,—,—,—,MATCH,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,—,—,—,—,—,—,—,—,MISMATCH,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,42.3%,"Material: beam=""Cross Laminated Timber"" pdf=∅ | Product Brand Name: beam=""Crosslam CLT"" pdf=∅ | Specifications: beam=""3-1/2"""" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""136.11"" pdf=""226.96"" | GWP-bio from EPD: beam=""850.23"" pdf=""136.11"" | Density: beam=""442.5"" pdf=""500"" | Depth (m): beam=""0.089"" pdf=∅ | EPD Owner: beam=""Vaagen Timbers"" pdf=""Colville, WA 99114 USA"" | EPD/LCA Prepared by: beam=""Athena Sustainable Materials Institute"" pdf=""PRé Consultants"" | EPD Verifying Agent: beam=""Tom Gloria, Industrial Ecology Consultan"" pdf=""This life cycle assessment"" | EPD PCR Guidelines: beam=""Structural and Architectural Wood Produc"" pdf=""Structural and Architectural Wood Produc"" | EPD LCA Software: beam=""SimaPro 8.5"" pdf=""SimaPro v8.5"" | EPD LCI Database: beam=""US LCI, DATASMART, EcoInvent"" pdf=""http://www.nrel.gov/lci/"""
LAM000,EPD 169,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,—,48.0%,"EPD Expiry: beam=""2026-04-01"" pdf=""2026-03-31"" | Material: beam=""LVL - Versa-Lam"" pdf=∅ | Manufacturer: beam=""Boise Cascade Wood Products, LLC"" pdf=""Boise Cascade in White City"" | Product Brand Name: beam=""Laminated Veneer Lumber (LVL); Brand nam"" pdf=""VersaWorks™"" | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""239.47"" pdf=""382.96"" | GWP units kgCO2e per: beam=""m³"" pdf=""installed in a building for 75 years."" | GWP-bio from EPD: beam=""-777.59"" pdf=""233.35000000000002"" | EPD Owner: beam=""Boise Cascade Wood Products, LLC"" pdf=""Boise, ID 83728"" | EPD/LCA Prepared by: beam=""Athena Sustainable Materials Institute"" pdf=""PRé Consultants"" | EPD Standards: beam=""--"" pdf=""ISO 14025:2006, ISO 21930:2017, ISO 1404"" | EPD LCI Database: beam=""USLCI [9], Ecoinvent 3.5 [15], Datasmart"" pdf=""http://www.nrel.gov/lci/"""
LAM013,EPD 169,—,—,—,—,—,—,MATCH,—,MISMATCH,MISMATCH,MISMATCH,—,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,MATCH,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,—,48.0%,"Material: beam=""VLT - VersaWorks"" pdf=∅ | Manufacturer: beam=""Boise Cascade Wood Products, LLC"" pdf=""Boise Cascade in White City"" | Product Brand Name: beam=""Veneer Laminated Timber (VLT); Brand nam"" pdf=""VersaWorks™"" | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""Construction Sector, Mass timber design"" | Stated EPD kgCO2e / unit: beam=""239.47"" pdf=""382.96"" | GWP units kgCO2e per: beam=""m³"" pdf=""installed in a building for 75 years."" | GWP-bio from EPD: beam=""-777.59"" pdf=""233.35000000000002"" | Material Type: beam=""VLT"" pdf=""LVL"" | EPD Owner: beam=""Boise Cascade Wood Products, LLC"" pdf=""Boise, ID 83728"" | EPD/LCA Prepared by: beam=""Athena Sustainable Materials Institute"" pdf=""PRé Consultants"" | EPD Standards: beam=""--"" pdf=""ISO 14025:2006, ISO 21930:2017, ISO 1404"" | EPD LCI Database: beam=""USLCI [9], Ecoinvent 3.5 [15], Datasmart"" pdf=""http://www.nrel.gov/lci/"""
2480d6,EPD 1725-6769,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MATCH,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,12.5%,"EPD Expiry: beam=""2022"" pdf=""2017-05-18"" | Material: beam=""Wood floor truss - prefabricated"" pdf=∅ | Manufacturer: beam=""Quebec Wood Export Bureau"" pdf=∅ | Product Brand Name: beam=""Common (Warren, 45 deg) web pattern"" pdf=∅ | Specifications: beam=""Top chord bearing, variable depth"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""181.6"" pdf=""214.8"" | GWP units kgCO2e per: beam=""m3"" pdf=""3 treatment. The method is defined by th"" | Density: beam=""417"" pdf=""500"" | Addn'l factors: beam=""0.01135"" pdf=∅ | Addn'l factor units: beam=""m3/linear m"" pdf=∅ | EPD ID: beam=""EPD 1725-6769"" pdf=""1725-6769"" | EPD Type: beam=""Industry average"" pdf=∅ | EPD/LCA Prepared by: beam=""CSA Group"" pdf=∅"
2fe063,EPD-197,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,MATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MATCH,MATCH,—,MISMATCH,—,—,—,—,—,—,—,—,—,—,22.7%,"EPD Expiry: beam=""2026-03-01"" pdf=∅ | Material: beam=""Hemp fiber batt"" pdf=∅ | Manufacturer: beam=""NaturFibre"" pdf=""Canada"" | Product Brand Name: beam=""Hemp Wool"" pdf=∅ | Specifications: beam=""R 3.7/inch"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""-0.8019"" pdf=""1"" | GWP units kgCO2e per: beam=""m2 RSI"" pdf=""The LCA results are the life cycle envir"" | GWP-bio from EPD: beam=""1.9"" pdf=∅ | Addn'l factors: beam=""1.36"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at 0.039 m"" pdf=∅ | R-value / inch: beam=""3.7065"" pdf=∅ | k, Thermal Conductivity: beam=""0.038911"" pdf=∅ | Moisture content %: beam=""BioCarbon value from EPD"" pdf=∅ | Length (m): beam=""3.870"" pdf=∅ | Depth (m): beam=""1.220"" pdf=∅ | Material Type: beam=""Hemp fiber"" pdf=""Cellulose"" | EPD/LCA Prepared by: beam=""ASTM/CT Consultant / Vertima"" pdf=∅"
g93fwm,EPD-2022-7601,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,—,—,—,MISMATCH,—,—,MISMATCH,—,—,—,—,MISMATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,—,MISMATCH,—,—,—,MATCH,—,14.8%,"EPD Expiry: beam=""2027-11-07"" pdf=∅ | Material: beam=""Straw Wall Panels"" pdf=∅ | Manufacturer: beam=""EcoCocon"" pdf=""Kybartai"" | Product Brand Name: beam=""Standard and Brace Panels"" pdf=∅ | Specifications: beam=""40 cm thickness / R35, panel only"" pdf=∅ | Countries of Manufacture: beam=""Lithuania"" pdf=""NLD"" | Markets of Applicability: beam=""EU"" pdf=∅ | Stated EPD kgCO2e / unit: beam=""14.30"" pdf=∅ | GWP units kgCO2e per: beam=""m²"" pdf=""The LCA results are presented in accorda"" | GWP-bio from EPD: beam=""94.41666667"" pdf=∅ | Density: beam=""110"" pdf=∅ | Density Units: beam=""kg/m2"" pdf=∅ | Addn'l factors: beam=""44"" pdf=∅ | Addn'l factor units: beam=""kg/m2 at 40cm"" pdf=∅ | R-value / inch: beam=""2.92"" pdf=∅ | k, Thermal Conductivity: beam=""0.04939082192"" pdf=∅ | Depth (m): beam=""0.400"" pdf=∅ | Material Type: beam=""Straw"" pdf=∅ | EPD ID: beam=""EPD-2022-7601"" pdf=∅ | EPD Type: beam=""Product-specific"" pdf=∅ | EPD/LCA Prepared by: beam=""Hedgehog Company B.V."" pdf=∅ | EPD Program / Operator: beam=""N.A."" pdf=∅ | EPD PCR Guidelines: beam=""EN15804+A2 / NMD Assessment Method"" pdf=∅"
LVT008,EPD 207,—,—,—,—,—,—,MISMATCH,—,MISMATCH,MISMATCH,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,—,—,—,MISMATCH,MISMATCH,—,—,—,—,—,—,—,—,—,—,—,MATCH,—,—,—,—,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,—,32.0%,"EPD Expiry: beam=""2026-05-18"" pdf=∅ | Material: beam=""2.5 mm Luxury Vinyl Tile ( LVT)"" pdf=∅ | Manufacturer: beam=""Armstrong Flooring, Inc"" pdf=""the U.S. average grid."" | Product Brand Name: beam=""2.5 mm Luxury Vinyl Tile ( LVT) Biome™, "" pdf=∅ | Specifications: beam=""2.5mm"" pdf=∅ | Countries of Manufacture: beam=""US"" pdf=∅ | Markets of Applicability: beam=""US & CA"" pdf=""CAN, USA"" | Stated EPD kgCO2e / unit: beam=""6.88"" pdf=∅ | GWP units kgCO2e per: beam=""m2"" pdf=""Reference PCR Part A: PCR for building-r"" | Density: beam=""4363"" pdf=""1700"" | Density Units: beam=""g/m2"" pdf=""kg/m3"" | EPD Owner: beam=""Armstrong Flooring, Inc"" pdf=""ASTM"" | EPD/LCA Prepared by: beam=""---"" pdf=∅ | Internal/External Validation: beam=""External"" pdf=∅ | EPD Verifying Agent: beam=""Tom Gloria"" pdf=""in accordance with ISO 14025 and ISO 219"" | EPD Standards: beam=""--"" pdf=""ISO 14025, ISO 21930, EN 15804, ISO 1404"" | EPD LCI Database: beam=""GaBi 2017"" pdf=∅"
